0.6480194,1
0.9999971,1
0.9971099,1
0.7370047,1
0.9838619,1
0.7370047,1
0.9955431,1
0.9997506,1
1,1
0.9993298,1
0.9999838,1
1,1
1,1
0.9999999,1
1,1
2.048152e-05,1
0.9999859,1
0.9999961,1
0.9999985,1
1,1
1,1
0.9999859,1
0.9996274,1
0.9999999,1
0.1109784,1
0.9999995,1
0.9998187,1
0.9999982,1
0.9988945,1
0.9988945,1
0.9960521,1
0.9998841,1
0.3373609,1
0.9998841,1
0.9998841,1
0.9988945,1
2.048152e-05,1
0.01018723,1
0.01018723,1
0.01018723,1
0.9999999,1
0.9999999,1
0.9462129,1
0.9979183,1
0.9999999,1
0.1180297,1
0.8013903,1
0.9999986,1
0.9999986,1
0.1180297,1
1.513496e-07,1
3.590123e-05,0
0.4058904,0
0.1260604,0
0.001700818,0
5.654002e-06,0
0.0001025812,0
0.01339745,0
3.219516e-05,0
0.006861272,0
3.099491e-05,0
3.447631e-05,0
1.076572e-05,0
0.0086726,0
0.0005399251,0
0.002185941,0
1.669663e-06,0
0.0005399251,0
0.1192632,0
2.234514e-05,0
0.09718332,0
8.59075e-06,0
0.01575239,0
0.7194068,0
0.9999992,0
1.36972e-05,0
0.9291403,0
3.04844e-05,0
1.048987e-05,0
0.0008159237,0
1,0
1.52938e-05,0
0.0086726,0
1.048987e-05,0
9.893596e-06,0
0.0002210822,0
0.0009592387,0
2.768255e-06,0
0.001395562,0
0.000247557,0
0.8981858,0
0.004355934,0
0.09718332,0
0.002459751,0
1.669663e-06,0
0.9999932,0
1.123236e-05,0
9.893596e-06,0
0.0005035636,0
3.401231e-06,0
0.09718332,0
2.900392e-06,0

6.748231e-07,0
4.691684e-06,0
2.264392e-05,0
2.576261e-05,0
0.001416445,0
3.165623e-06,0
0.0002028068,0
