autoID,link.citation,link.methodology,interactionType,interaction.dimensionality,interaction.classification,conTaxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,conMassMean,con.mass.max.g.,resTaxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,resMassMean,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodwebName,bodyMassRatio
217137,Mendonca et al. (2018),,predacious,2D,ibi,Alitta virens,species,Sandworm,,invertebrate,walking,,,-999,-999.0,-999,-999,0.8461,-999,Alitta virens,species,Sandworm,,invertebrate,walking,,,-999,-999.0,-999,-999,0.8461,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,1.0
217138,Mendonca et al. (2018),,herbivorous,,ibi,Mytilus sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,1.6511,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,16511.0
217139,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,10.0
217140,Mendonca et al. (2018),,predacious,3D  ,ibi,Hediste diversicolor,species,Ragworm (Nereidae),,invertebrate,walking,,,-999,-999.0,-999,-999,0.0712,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,71.2
217141,Mendonca et al. (2018),,predacious,3D  ,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,1.0
217142,Mendonca et al. (2018),,predacious,3D  ,ibi,Eteone longa,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0049,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,4.8999999999999995
217143,Mendonca et al. (2018),,predacious,3D  ,ibi,Oligochaeta,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,0.2
217144,Mendonca et al. (2018),,predacious,3D  ,ibi,Mytilus sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,1.6511,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,1651.1
217145,Mendonca et al. (2018),,predacious,3D  ,ibi,Gammarus oceanicus,species,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.1127,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,112.7
217146,Mendonca et al. (2018),,predacious,2D,ibi,Eteone longa,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0049,-999,Eteone longa,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0049,-999,Canada,-68.494421,48.497783,marine,Intertidal rocky pools,-999.0,-999.0,,,,,PP2M3,1.0
