|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.7941 |       00:00:22 |              5 |            90% |
|              2 |         0.7693 |       00:00:23 |              5 |            90% |
|              3 |         0.7745 |       00:00:23 |              5 |            90% |
|              4 |         0.7620 |       00:00:22 |              5 |            90% |
|              5 |         0.7617 |       00:00:24 |              5 |            90% |
|              6 |         0.7587 |       00:00:23 |              5 |            90% |
|              7 |         0.8327 |       00:00:23 |              5 |            90% |
|              8 |         0.7959 |       00:00:24 |              5 |            90% |
|              9 |         0.7998 |       00:00:23 |              5 |            90% |
|             10 |         0.8134 |       00:00:22 |              5 |            90% |
|             11 |         0.7585 |       00:00:23 |              5 |            90% |
|             12 |         0.7614 |       00:00:23 |              5 |            90% |
|             13 |         0.7440 |       00:00:24 |              5 |            90% |
|             14 |         0.8089 |       00:00:22 |              5 |            90% |
|             15 |         0.7628 |       00:00:23 |              5 |            90% |
|             16 |         0.7934 |       00:00:23 |              5 |            90% |
|             17 |         0.7655 |       00:00:22 |              5 |            90% |
|             18 |         0.7860 |       00:00:24 |              5 |            90% |
|             19 |         0.7812 |       00:00:23 |              5 |            90% |
|             20 |         0.7511 |       00:00:23 |              5 |            90% |
|             21 |         0.7742 |       00:00:24 |              5 |            90% |
|             22 |         0.7977 |       00:00:26 |              5 |            90% |
|             23 |         0.7602 |       00:00:22 |              5 |            90% |
|             24 |         0.7993 |       00:00:23 |              5 |            90% |
|             25 |         0.7818 |       00:00:23 |              5 |            90% |
|             26 |         0.7735 |       00:00:22 |              5 |            90% |
|             27 |         0.7752 |       00:00:23 |              5 |            90% |
|             28 |         0.7821 |       00:00:22 |              5 |            90% |
|             29 |         0.7744 |       00:00:22 |              5 |            90% |
|             30 |         0.8037 |       00:00:23 |              5 |            90% |
|             31 |         0.7701 |       00:00:22 |              5 |            90% |
|             32 |         0.7996 |       00:00:22 |              5 |            90% |
|             33 |         0.7864 |       00:00:23 |              5 |            90% |
|             34 |         0.7448 |       00:00:23 |              5 |            90% |
|             35 |         0.7848 |       00:00:23 |              5 |            90% |
|             36 |         0.7950 |       00:00:23 |              5 |            90% |
|             37 |         0.7446 |       00:00:23 |              5 |            90% |
|             38 |         0.7843 |       00:00:23 |              5 |            90% |
|             39 |         0.7656 |       00:00:24 |              5 |            90% |
|             40 |         0.8143 |       00:00:22 |              5 |            90% |
|             41 |         0.7716 |       00:00:22 |              5 |            90% |
|             42 |         0.7860 |       00:00:22 |              5 |            90% |
|             43 |         0.7587 |       00:00:22 |              5 |            90% |
|             44 |         0.7752 |       00:00:22 |              5 |            90% |
|             45 |         0.8230 |       00:00:22 |              5 |            90% |
|             46 |         0.7487 |       00:00:22 |              5 |            90% |
|             47 |         0.8042 |       00:00:22 |              5 |            90% |
|             48 |         0.7697 |       00:00:22 |              5 |            90% |
|             49 |         0.7664 |       00:00:22 |              5 |            90% |
|             50 |         0.7708 |       00:00:24 |              5 |            90% |
|              1 |         0.8052 |       00:00:22 |              6 |            90% |
|              2 |         0.7719 |       00:00:23 |              6 |            90% |
|              3 |         0.8134 |       00:00:23 |              6 |            90% |
|              4 |         0.7884 |       00:00:23 |              6 |            90% |
|              5 |         0.8115 |       00:00:24 |              6 |            90% |
|              6 |         0.8533 |       00:00:22 |              6 |            90% |
|              7 |         0.8467 |       00:00:28 |              6 |            90% |
|              8 |         0.8441 |       00:00:23 |              6 |            90% |
|              9 |         0.7930 |       00:00:22 |              6 |            90% |
|             10 |         0.8348 |       00:00:22 |              6 |            90% |
|             11 |         0.8442 |       00:00:23 |              6 |            90% |
|             12 |         0.8085 |       00:00:23 |              6 |            90% |
|             13 |         0.8263 |       00:00:23 |              6 |            90% |
|             14 |         0.8283 |       00:00:22 |              6 |            90% |
|             15 |         0.7843 |       00:00:23 |              6 |            90% |
|             16 |         0.8062 |       00:00:23 |              6 |            90% |
|             17 |         0.8409 |       00:00:22 |              6 |            90% |
|             18 |         0.8120 |       00:00:23 |              6 |            90% |
|             19 |         0.8051 |       00:00:22 |              6 |            90% |
|             20 |         0.7964 |       00:00:25 |              6 |            90% |
|             21 |         0.8337 |       00:00:23 |              6 |            90% |
|             22 |         0.8601 |       00:00:22 |              6 |            90% |
|             23 |         0.8152 |       00:00:23 |              6 |            90% |
|             24 |         0.8440 |       00:00:22 |              6 |            90% |
|             25 |         0.8178 |       00:00:23 |              6 |            90% |
|             26 |         0.8025 |       00:00:22 |              6 |            90% |
|             27 |         0.8305 |       00:00:22 |              6 |            90% |
|             28 |         0.8276 |       00:00:22 |              6 |            90% |
|             29 |         0.8214 |       00:00:22 |              6 |            90% |
|             30 |         0.8418 |       00:00:23 |              6 |            90% |
|             31 |         0.8248 |       00:00:22 |              6 |            90% |
|             32 |         0.8191 |       00:00:23 |              6 |            90% |
|             33 |         0.8018 |       00:00:23 |              6 |            90% |
|             34 |         0.8070 |       00:00:23 |              6 |            90% |
|             35 |         0.8089 |       00:00:23 |              6 |            90% |
|             36 |         0.8022 |       00:00:23 |              6 |            90% |
|             37 |         0.7763 |       00:00:23 |              6 |            90% |
|             38 |         0.8504 |       00:00:23 |              6 |            90% |
|             39 |         0.8278 |       00:00:23 |              6 |            90% |
|             40 |         0.8344 |       00:00:22 |              6 |            90% |
|             41 |         0.8625 |       00:00:22 |              6 |            90% |
|             42 |         0.8401 |       00:00:22 |              6 |            90% |
|             43 |         0.8173 |       00:00:22 |              6 |            90% |
|             44 |         0.8431 |       00:00:22 |              6 |            90% |
|             45 |         0.8116 |       00:00:22 |              6 |            90% |
|             46 |         0.8076 |       00:00:22 |              6 |            90% |
|             47 |         0.8321 |       00:00:24 |              6 |            90% |
|             48 |         0.8095 |       00:00:22 |              6 |            90% |
|             49 |         0.8655 |       00:00:22 |              6 |            90% |
|             50 |         0.8568 |       00:00:22 |              6 |            90% |
|              1 |         0.8538 |       00:00:22 |              7 |            90% |
|              2 |         0.8576 |       00:00:23 |              7 |            90% |
|              3 |         0.8448 |       00:00:23 |              7 |            90% |
|              4 |         0.8503 |       00:00:23 |              7 |            90% |
|              5 |         0.8821 |       00:00:23 |              7 |            90% |
|              6 |         0.8466 |       00:00:22 |              7 |            90% |
|              7 |         0.8343 |       00:00:22 |              7 |            90% |
|              8 |         0.8585 |       00:00:23 |              7 |            90% |
|              9 |         0.8574 |       00:00:25 |              7 |            90% |
|             10 |         0.8447 |       00:00:23 |              7 |            90% |
|             11 |         0.8157 |       00:00:23 |              7 |            90% |
|             12 |         0.8237 |       00:00:23 |              7 |            90% |
|             13 |         0.8224 |       00:00:23 |              7 |            90% |
|             14 |         0.8680 |       00:00:22 |              7 |            90% |
|             15 |         0.8420 |       00:00:23 |              7 |            90% |
|             16 |         0.8521 |       00:00:23 |              7 |            90% |
|             17 |         0.8761 |       00:00:23 |              7 |            90% |
|             18 |         0.8917 |       00:00:24 |              7 |            90% |
|             19 |         0.8776 |       00:00:23 |              7 |            90% |
|             20 |         0.8014 |       00:00:23 |              7 |            90% |
|             21 |         0.8520 |       00:00:22 |              7 |            90% |
|             22 |         0.8422 |       00:00:22 |              7 |            90% |
|             23 |         0.8198 |       00:00:23 |              7 |            90% |
|             24 |         0.8634 |       00:00:23 |              7 |            90% |
|             25 |         0.8379 |       00:00:23 |              7 |            90% |
|             26 |         0.8173 |       00:00:22 |              7 |            90% |
|             27 |         0.8856 |       00:00:22 |              7 |            90% |
|             28 |         0.8524 |       00:00:22 |              7 |            90% |
|             29 |         0.8399 |       00:00:22 |              7 |            90% |
|             30 |         0.8483 |       00:00:22 |              7 |            90% |
|             31 |         0.8436 |       00:00:23 |              7 |            90% |
|             32 |         0.8404 |       00:00:23 |              7 |            90% |
|             33 |         0.8451 |       00:00:23 |              7 |            90% |
|             34 |         0.8650 |       00:00:23 |              7 |            90% |
|             35 |         0.8339 |       00:00:23 |              7 |            90% |
|             36 |         0.8743 |       00:00:23 |              7 |            90% |
|             37 |         0.8463 |       00:00:23 |              7 |            90% |
|             38 |         0.8747 |       00:00:24 |              7 |            90% |
|             39 |         0.8616 |       00:00:23 |              7 |            90% |
|             40 |         0.8832 |       00:00:22 |              7 |            90% |
|             41 |         0.8718 |       00:00:22 |              7 |            90% |
|             42 |         0.8419 |       00:00:22 |              7 |            90% |
|             43 |         0.8352 |       00:00:22 |              7 |            90% |
|             44 |         0.8215 |       00:00:22 |              7 |            90% |
|             45 |         0.8289 |       00:00:23 |              7 |            90% |
|             46 |         0.8508 |       00:00:22 |              7 |            90% |
|             47 |         0.8516 |       00:00:23 |              7 |            90% |
|             48 |         0.8668 |       00:00:22 |              7 |            90% |
|             49 |         0.8695 |       00:00:23 |              7 |            90% |
|             50 |         0.8296 |       00:00:22 |              7 |            90% |
|              1 |         0.8667 |       00:00:22 |              8 |            90% |
|              2 |         0.8760 |       00:00:23 |              8 |            90% |
|              3 |         0.8469 |       00:00:26 |              8 |            90% |
|              4 |         0.8752 |       00:00:23 |              8 |            90% |
|              5 |         0.8716 |       00:00:23 |              8 |            90% |
|              6 |         0.8478 |       00:00:23 |              8 |            90% |
|              7 |         0.8595 |       00:00:22 |              8 |            90% |
|              8 |         0.8647 |       00:00:23 |              8 |            90% |
|              9 |         0.8410 |       00:00:22 |              8 |            90% |
|             10 |         0.8802 |       00:00:22 |              8 |            90% |
|             11 |         0.8434 |       00:00:24 |              8 |            90% |
|             12 |         0.8266 |       00:00:22 |              8 |            90% |
|             13 |         0.8473 |       00:00:23 |              8 |            90% |
|             14 |         0.8359 |       00:00:22 |              8 |            90% |
|             15 |         0.8789 |       00:00:23 |              8 |            90% |
|             16 |         0.8400 |       00:00:23 |              8 |            90% |
|             17 |         0.8558 |       00:00:23 |              8 |            90% |
|             18 |         0.8902 |       00:00:23 |              8 |            90% |
|             19 |         0.8352 |       00:00:23 |              8 |            90% |
|             20 |         0.8463 |       00:00:22 |              8 |            90% |
|             21 |         0.8717 |       00:00:23 |              8 |            90% |
|             22 |         0.9000 |       00:00:25 |              8 |            90% |
|             23 |         0.8844 |       00:00:23 |              8 |            90% |
|             24 |         0.8323 |       00:00:24 |              8 |            90% |
|             25 |         0.8345 |       00:00:23 |              8 |            90% |
|             26 |         0.8597 |       00:00:23 |              8 |            90% |
|             27 |         0.8768 |       00:00:23 |              8 |            90% |
|             28 |         0.8835 |       00:00:24 |              8 |            90% |
|             29 |         0.8556 |       00:00:22 |              8 |            90% |
|             30 |         0.8780 |       00:00:23 |              8 |            90% |
|             31 |         0.8523 |       00:00:22 |              8 |            90% |
|             32 |         0.8407 |       00:00:23 |              8 |            90% |
|             33 |         0.8463 |       00:00:23 |              8 |            90% |
|             34 |         0.8885 |       00:00:23 |              8 |            90% |
|             35 |         0.8539 |       00:00:24 |              8 |            90% |
|             36 |         0.8696 |       00:00:24 |              8 |            90% |
|             37 |         0.8665 |       00:00:23 |              8 |            90% |
|             38 |         0.8260 |       00:00:23 |              8 |            90% |
|             39 |         0.8705 |       00:00:23 |              8 |            90% |
|             40 |         0.8770 |       00:00:22 |              8 |            90% |
|             41 |         0.8769 |       00:00:22 |              8 |            90% |
|             42 |         0.9028 |       00:00:22 |              8 |            90% |
|             43 |         0.8489 |       00:00:22 |              8 |            90% |
|             44 |         0.8827 |       00:00:22 |              8 |            90% |
|             45 |         0.8311 |       00:00:22 |              8 |            90% |
|             46 |         0.8677 |       00:00:22 |              8 |            90% |
|             47 |         0.8584 |       00:00:23 |              8 |            90% |
|             48 |         0.8694 |       00:00:22 |              8 |            90% |
|             49 |         0.8403 |       00:00:22 |              8 |            90% |
|             50 |         0.8557 |       00:00:23 |              8 |            90% |
|              1 |         0.9119 |       00:00:23 |              9 |            90% |
|              2 |         0.8365 |       00:00:24 |              9 |            90% |
|              3 |         0.8828 |       00:00:29 |              9 |            90% |
|              4 |         0.8401 |       00:00:23 |              9 |            90% |
|              5 |         0.8706 |       00:00:24 |              9 |            90% |
|              6 |         0.8613 |       00:00:23 |              9 |            90% |
|              7 |         0.8990 |       00:00:23 |              9 |            90% |
|              8 |         0.8823 |       00:00:24 |              9 |            90% |
|              9 |         0.8675 |       00:00:22 |              9 |            90% |
|             10 |         0.8912 |       00:00:23 |              9 |            90% |
|             11 |         0.8952 |       00:00:24 |              9 |            90% |
|             12 |         0.8723 |       00:00:23 |              9 |            90% |
|             13 |         0.8805 |       00:00:24 |              9 |            90% |
|             14 |         0.8794 |       00:00:23 |              9 |            90% |
|             15 |         0.9211 |       00:00:23 |              9 |            90% |
|             16 |         0.8695 |       00:00:23 |              9 |            90% |
|             17 |         0.8902 |       00:00:24 |              9 |            90% |
|             18 |         0.8411 |       00:00:23 |              9 |            90% |
|             19 |         0.8911 |       00:00:25 |              9 |            90% |
|             20 |         0.8535 |       00:00:22 |              9 |            90% |
|             21 |         0.8627 |       00:00:24 |              9 |            90% |
|             22 |         0.8715 |       00:00:23 |              9 |            90% |
|             23 |         0.8788 |       00:00:23 |              9 |            90% |
|             24 |         0.9138 |       00:00:23 |              9 |            90% |
|             25 |         0.8923 |       00:00:23 |              9 |            90% |
|             26 |         0.8940 |       00:00:24 |              9 |            90% |
|             27 |         0.8506 |       00:00:23 |              9 |            90% |
|             28 |         0.9183 |       00:00:23 |              9 |            90% |
|             29 |         0.8572 |       00:00:23 |              9 |            90% |
|             30 |         0.8758 |       00:00:23 |              9 |            90% |
|             31 |         0.8502 |       00:00:23 |              9 |            90% |
|             32 |         0.8640 |       00:00:23 |              9 |            90% |
|             33 |         0.8696 |       00:00:23 |              9 |            90% |
|             34 |         0.8795 |       00:00:24 |              9 |            90% |
|             35 |         0.8800 |       00:00:24 |              9 |            90% |
|             36 |         0.8496 |       00:00:24 |              9 |            90% |
|             37 |         0.8594 |       00:00:24 |              9 |            90% |
|             38 |         0.8955 |       00:00:23 |              9 |            90% |
|             39 |         0.8795 |       00:00:23 |              9 |            90% |
|             40 |         0.8806 |       00:00:22 |              9 |            90% |
|             41 |         0.8552 |       00:00:22 |              9 |            90% |
|             42 |         0.8785 |       00:00:22 |              9 |            90% |
|             43 |         0.8477 |       00:00:22 |              9 |            90% |
|             44 |         0.8715 |       00:00:22 |              9 |            90% |
|             45 |         0.8930 |       00:00:22 |              9 |            90% |
