|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.6886 |       00:00:05 |              5 |            90% |
|              2 |         0.7502 |       00:00:05 |              5 |            90% |
|              3 |         0.7428 |       00:00:05 |              5 |            90% |
|              4 |         0.6879 |       00:00:05 |              5 |            90% |
|              5 |         0.7961 |       00:00:05 |              5 |            90% |
|              6 |         0.8145 |       00:00:05 |              5 |            90% |
|              7 |         0.6376 |       00:00:05 |              5 |            90% |
|              8 |         0.6992 |       00:00:05 |              5 |            90% |
|              9 |         0.7912 |       00:00:06 |              5 |            90% |
|             10 |         0.8485 |       00:00:05 |              5 |            90% |
|             11 |         0.7226 |       00:00:05 |              5 |            90% |
|             12 |         0.7914 |       00:00:05 |              5 |            90% |
|             13 |         0.8373 |       00:00:05 |              5 |            90% |
|             14 |         0.6571 |       00:00:05 |              5 |            90% |
|             15 |         0.7715 |       00:00:05 |              5 |            90% |
|             16 |         0.6979 |       00:00:05 |              5 |            90% |
|             17 |         0.7193 |       00:00:05 |              5 |            90% |
|             18 |         0.7457 |       00:00:05 |              5 |            90% |
|             19 |         0.7396 |       00:00:05 |              5 |            90% |
|             20 |         0.6694 |       00:00:05 |              5 |            90% |
|             21 |         0.6948 |       00:00:05 |              5 |            90% |
|             22 |         0.7066 |       00:00:05 |              5 |            90% |
|             23 |         0.7210 |       00:00:05 |              5 |            90% |
|             24 |         0.6789 |       00:00:06 |              5 |            90% |
|             25 |         0.7012 |       00:00:05 |              5 |            90% |
|             26 |         0.6933 |       00:00:05 |              5 |            90% |
|             27 |         0.7496 |       00:00:05 |              5 |            90% |
|             28 |         0.7334 |       00:00:05 |              5 |            90% |
|             29 |         0.7948 |       00:00:05 |              5 |            90% |
|             30 |         0.7013 |       00:00:05 |              5 |            90% |
|             31 |         0.7464 |       00:00:05 |              5 |            90% |
|             32 |         0.8211 |       00:00:05 |              5 |            90% |
|             33 |         0.7970 |       00:00:05 |              5 |            90% |
|             34 |         0.7653 |       00:00:05 |              5 |            90% |
|             35 |         0.7182 |       00:00:05 |              5 |            90% |
|             36 |         0.7093 |       00:00:05 |              5 |            90% |
|             37 |         0.7497 |       00:00:05 |              5 |            90% |
|             38 |         0.8006 |       00:00:05 |              5 |            90% |
|             39 |         0.7939 |       00:00:06 |              5 |            90% |
|             40 |         0.7849 |       00:00:05 |              5 |            90% |
|             41 |         0.7356 |       00:00:05 |              5 |            90% |
|             42 |         0.7125 |       00:00:05 |              5 |            90% |
|             43 |         0.8123 |       00:00:05 |              5 |            90% |
|             44 |         0.5817 |       00:00:05 |              5 |            90% |
|             45 |         0.5421 |       00:00:05 |              5 |            90% |
|             46 |         0.6900 |       00:00:05 |              5 |            90% |
|             47 |         0.6478 |       00:00:05 |              5 |            90% |
|             48 |         0.7644 |       00:00:05 |              5 |            90% |
|             49 |         0.7153 |       00:00:04 |              5 |            90% |
|             50 |         0.7387 |       00:00:05 |              5 |            90% |
|              1 |         0.8145 |       00:00:05 |              6 |            90% |
|              2 |         0.7248 |       00:00:05 |              6 |            90% |
|              3 |         0.7350 |       00:00:05 |              6 |            90% |
|              4 |         0.7474 |       00:00:05 |              6 |            90% |
|              5 |         0.7817 |       00:00:05 |              6 |            90% |
|              6 |         0.7491 |       00:00:05 |              6 |            90% |
|              7 |         0.7343 |       00:00:05 |              6 |            90% |
|              8 |         0.7824 |       00:00:05 |              6 |            90% |
|              9 |         0.7689 |       00:00:05 |              6 |            90% |
|             10 |         0.7120 |       00:00:06 |              6 |            90% |
|             11 |         0.8595 |       00:00:05 |              6 |            90% |
|             12 |         0.8442 |       00:00:05 |              6 |            90% |
|             13 |         0.8687 |       00:00:05 |              6 |            90% |
|             14 |         0.7605 |       00:00:05 |              6 |            90% |
|             15 |         0.8204 |       00:00:05 |              6 |            90% |
|             16 |         0.6981 |       00:00:05 |              6 |            90% |
|             17 |         0.7961 |       00:00:05 |              6 |            90% |
|             18 |         0.8489 |       00:00:05 |              6 |            90% |
|             19 |         0.7559 |       00:00:05 |              6 |            90% |
|             20 |         0.6979 |       00:00:06 |              6 |            90% |
|             21 |         0.8017 |       00:00:05 |              6 |            90% |
|             22 |         0.7645 |       00:00:06 |              6 |            90% |
|             23 |         0.8174 |       00:00:05 |              6 |            90% |
|             24 |         0.8582 |       00:00:05 |              6 |            90% |
|             25 |         0.8566 |       00:00:05 |              6 |            90% |
|             26 |         0.7911 |       00:00:05 |              6 |            90% |
|             27 |         0.8395 |       00:00:05 |              6 |            90% |
|             28 |         0.7977 |       00:00:05 |              6 |            90% |
|             29 |         0.7057 |       00:00:05 |              6 |            90% |
|             30 |         0.8215 |       00:00:05 |              6 |            90% |
|             31 |         0.6997 |       00:00:05 |              6 |            90% |
|             32 |         0.8123 |       00:00:05 |              6 |            90% |
|             33 |         0.7259 |       00:00:05 |              6 |            90% |
|             34 |         0.7270 |       00:00:05 |              6 |            90% |
|             35 |         0.6845 |       00:00:05 |              6 |            90% |
|             36 |         0.8267 |       00:00:05 |              6 |            90% |
|             37 |         0.7428 |       00:00:05 |              6 |            90% |
|             38 |         0.7146 |       00:00:05 |              6 |            90% |
|             39 |         0.7924 |       00:00:05 |              6 |            90% |
|             40 |         0.8181 |       00:00:05 |              6 |            90% |
|             41 |         0.8247 |       00:00:05 |              6 |            90% |
|             42 |         0.8398 |       00:00:05 |              6 |            90% |
|             43 |         0.8352 |       00:00:05 |              6 |            90% |
|             44 |         0.7853 |       00:00:05 |              6 |            90% |
|             45 |         0.7833 |       00:00:06 |              6 |            90% |
|             46 |         0.8391 |       00:00:05 |              6 |            90% |
|             47 |         0.8792 |       00:00:05 |              6 |            90% |
|             48 |         0.7099 |       00:00:05 |              6 |            90% |
|             49 |         0.8084 |       00:00:04 |              6 |            90% |
|             50 |         0.7407 |       00:00:04 |              6 |            90% |
|              1 |         0.8274 |       00:00:05 |              7 |            90% |
|              2 |         0.9049 |       00:00:05 |              7 |            90% |
|              3 |         0.7739 |       00:00:05 |              7 |            90% |
|              4 |         0.8717 |       00:00:05 |              7 |            90% |
|              5 |         0.7953 |       00:00:05 |              7 |            90% |
|              6 |         0.7766 |       00:00:05 |              7 |            90% |
|              7 |         0.7878 |       00:00:05 |              7 |            90% |
|              8 |         0.8138 |       00:00:05 |              7 |            90% |
|              9 |         0.7420 |       00:00:07 |              7 |            90% |
|             10 |         0.8094 |       00:00:05 |              7 |            90% |
|             11 |         0.7900 |       00:00:05 |              7 |            90% |
|             12 |         0.7818 |       00:00:05 |              7 |            90% |
|             13 |         0.8066 |       00:00:05 |              7 |            90% |
|             14 |         0.9295 |       00:00:05 |              7 |            90% |
|             15 |         0.9042 |       00:00:05 |              7 |            90% |
|             16 |         0.7805 |       00:00:05 |              7 |            90% |
|             17 |         0.8566 |       00:00:05 |              7 |            90% |
|             18 |         0.7513 |       00:00:06 |              7 |            90% |
|             19 |         0.7284 |       00:00:06 |              7 |            90% |
|             20 |         0.7779 |       00:00:06 |              7 |            90% |
|             21 |         0.7502 |       00:00:06 |              7 |            90% |
|             22 |         0.7470 |       00:00:06 |              7 |            90% |
|             23 |         0.7581 |       00:00:06 |              7 |            90% |
|             24 |         0.8288 |       00:00:06 |              7 |            90% |
|             25 |         0.7678 |       00:00:05 |              7 |            90% |
|             26 |         0.7752 |       00:00:05 |              7 |            90% |
|             27 |         0.7377 |       00:00:05 |              7 |            90% |
|             28 |         0.7642 |       00:00:05 |              7 |            90% |
|             29 |         0.8133 |       00:00:06 |              7 |            90% |
|             30 |         0.7841 |       00:00:05 |              7 |            90% |
|             31 |         0.8694 |       00:00:07 |              7 |            90% |
|             32 |         0.8509 |       00:00:05 |              7 |            90% |
|             33 |         0.7595 |       00:00:06 |              7 |            90% |
|             34 |         0.8509 |       00:00:06 |              7 |            90% |
|             35 |         0.8572 |       00:00:05 |              7 |            90% |
|             36 |         0.8481 |       00:00:05 |              7 |            90% |
|             37 |         0.8072 |       00:00:06 |              7 |            90% |
|             38 |         0.7619 |       00:00:05 |              7 |            90% |
|             39 |         0.8367 |       00:00:05 |              7 |            90% |
|             40 |         0.8249 |       00:00:05 |              7 |            90% |
|             41 |         0.8241 |       00:00:05 |              7 |            90% |
|             42 |         0.8786 |       00:00:06 |              7 |            90% |
|             43 |         0.7803 |       00:00:05 |              7 |            90% |
|             44 |         0.7593 |       00:00:05 |              7 |            90% |
|             45 |         0.7722 |       00:00:05 |              7 |            90% |
|             46 |         0.8240 |       00:00:06 |              7 |            90% |
|             47 |         0.8500 |       00:00:05 |              7 |            90% |
|             48 |         0.7594 |       00:00:05 |              7 |            90% |
|             49 |         0.8300 |       00:00:04 |              7 |            90% |
|             50 |         0.8551 |       00:00:04 |              7 |            90% |
|              1 |         0.8483 |       00:00:05 |              8 |            90% |
|              2 |         0.8383 |       00:00:05 |              8 |            90% |
|              3 |         0.8648 |       00:00:07 |              8 |            90% |
|              4 |         0.7939 |       00:00:07 |              8 |            90% |
|              5 |         0.7731 |       00:00:06 |              8 |            90% |
|              6 |         0.8286 |       00:00:05 |              8 |            90% |
|              7 |         0.8903 |       00:00:05 |              8 |            90% |
|              8 |         0.7201 |       00:00:05 |              8 |            90% |
|              9 |         0.8988 |       00:00:05 |              8 |            90% |
|             10 |         0.8573 |       00:00:05 |              8 |            90% |
|             11 |         0.8762 |       00:00:06 |              8 |            90% |
|             12 |         0.8523 |       00:00:05 |              8 |            90% |
|             13 |         0.8348 |       00:00:05 |              8 |            90% |
|             14 |         0.8675 |       00:00:05 |              8 |            90% |
|             15 |         0.7434 |       00:00:05 |              8 |            90% |
|             16 |         0.8896 |       00:00:05 |              8 |            90% |
|             17 |         0.8120 |       00:00:05 |              8 |            90% |
|             18 |         0.8669 |       00:00:05 |              8 |            90% |
|             19 |         0.8678 |       00:00:05 |              8 |            90% |
|             20 |         0.8674 |       00:00:06 |              8 |            90% |
|             21 |         0.8691 |       00:00:05 |              8 |            90% |
|             22 |         0.8108 |       00:00:05 |              8 |            90% |
|             23 |         0.8791 |       00:00:05 |              8 |            90% |
|             24 |         0.8572 |       00:00:05 |              8 |            90% |
|             25 |         0.8493 |       00:00:05 |              8 |            90% |
|             26 |         0.8514 |       00:00:07 |              8 |            90% |
|             27 |         0.7881 |       00:00:05 |              8 |            90% |
|             28 |         0.8022 |       00:00:05 |              8 |            90% |
|             29 |         0.8301 |       00:00:05 |              8 |            90% |
|             30 |         0.7925 |       00:00:05 |              8 |            90% |
|             31 |         0.7477 |       00:00:05 |              8 |            90% |
|             32 |         0.8781 |       00:00:05 |              8 |            90% |
|             33 |         0.7686 |       00:00:05 |              8 |            90% |
|             34 |         0.8826 |       00:00:06 |              8 |            90% |
|             35 |         0.9061 |       00:00:05 |              8 |            90% |
|             36 |         0.7930 |       00:00:05 |              8 |            90% |
|             37 |         0.6503 |       00:00:05 |              8 |            90% |
|             38 |         0.8329 |       00:00:06 |              8 |            90% |
|             39 |         0.7064 |       00:00:05 |              8 |            90% |
|             40 |         0.8320 |       00:00:06 |              8 |            90% |
|             41 |         0.8697 |       00:00:05 |              8 |            90% |
|             42 |         0.8066 |       00:00:06 |              8 |            90% |
|             43 |         0.9013 |       00:00:06 |              8 |            90% |
|             44 |         0.9127 |       00:00:05 |              8 |            90% |
|             45 |         0.8743 |       00:00:06 |              8 |            90% |
|             46 |         0.8697 |       00:00:07 |              8 |            90% |
|             47 |         0.8213 |       00:00:05 |              8 |            90% |
|             48 |         0.8490 |       00:00:06 |              8 |            90% |
|             49 |         0.7893 |       00:00:04 |              8 |            90% |
|             50 |         0.9637 |       00:00:05 |              8 |            90% |
|              1 |         0.9091 |       00:00:05 |              9 |            90% |
|              2 |         0.9180 |       00:00:05 |              9 |            90% |
|              3 |         0.8777 |       00:00:05 |              9 |            90% |
|              4 |         0.8714 |       00:00:06 |              9 |            90% |
|              5 |         0.9683 |       00:00:05 |              9 |            90% |
|              6 |         0.8578 |       00:00:05 |              9 |            90% |
|              7 |         0.9782 |       00:00:06 |              9 |            90% |
|              8 |         0.9198 |       00:00:07 |              9 |            90% |
|              9 |         0.9309 |       00:00:06 |              9 |            90% |
|             10 |         0.8458 |       00:00:06 |              9 |            90% |
|             11 |         0.8271 |       00:00:06 |              9 |            90% |
|             12 |         0.9200 |       00:00:06 |              9 |            90% |
|             13 |         0.8726 |       00:00:05 |              9 |            90% |
|             14 |         0.8629 |       00:00:06 |              9 |            90% |
|             15 |         0.9121 |       00:00:05 |              9 |            90% |
|             16 |         0.9559 |       00:00:06 |              9 |            90% |
|             17 |         0.9205 |       00:00:05 |              9 |            90% |
|             18 |         0.8599 |       00:00:05 |              9 |            90% |
|             19 |         0.9165 |       00:00:05 |              9 |            90% |
|             20 |         0.9315 |       00:00:06 |              9 |            90% |
|             21 |         0.9185 |       00:00:05 |              9 |            90% |
|             22 |         0.9450 |       00:00:05 |              9 |            90% |
|             23 |         0.8465 |       00:00:05 |              9 |            90% |
|             24 |         0.8994 |       00:00:07 |              9 |            90% |
|             25 |         0.8556 |       00:00:05 |              9 |            90% |
|             26 |         0.9165 |       00:00:05 |              9 |            90% |
|             27 |         0.8832 |       00:00:05 |              9 |            90% |
|             28 |         0.9141 |       00:00:05 |              9 |            90% |
|             29 |         0.8338 |       00:00:05 |              9 |            90% |
|             30 |         0.8575 |       00:00:05 |              9 |            90% |
|             31 |         0.8886 |       00:00:05 |              9 |            90% |
|             32 |         0.7882 |       00:00:05 |              9 |            90% |
|             33 |         0.9182 |       00:00:05 |              9 |            90% |
|             34 |         0.8446 |       00:00:05 |              9 |            90% |
|             35 |         0.8411 |       00:00:05 |              9 |            90% |
|             36 |         0.8864 |       00:00:05 |              9 |            90% |
|             37 |         0.9222 |       00:00:05 |              9 |            90% |
|             38 |         0.9110 |       00:00:05 |              9 |            90% |
|             39 |         0.8542 |       00:00:05 |              9 |            90% |
|             40 |         0.8697 |       00:00:05 |              9 |            90% |
|             41 |         0.8453 |       00:00:05 |              9 |            90% |
|             42 |         0.8670 |       00:00:05 |              9 |            90% |
|             43 |         0.7803 |       00:00:05 |              9 |            90% |
|             44 |         0.8883 |       00:00:05 |              9 |            90% |
|             45 |         0.9019 |       00:00:05 |              9 |            90% |
