|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.8227 |       00:00:02 |              5 |            90% |
|              2 |         0.9214 |       00:00:02 |              5 |            90% |
|              3 |         0.8144 |       00:00:02 |              5 |            90% |
|              4 |         0.8629 |       00:00:02 |              5 |            90% |
|              5 |         0.8662 |       00:00:02 |              5 |            90% |
|              6 |         0.7441 |       00:00:02 |              5 |            90% |
|              7 |         0.7960 |       00:00:02 |              5 |            90% |
|              8 |         0.8645 |       00:00:02 |              5 |            90% |
|              9 |         0.7057 |       00:00:03 |              5 |            90% |
|             10 |         0.7876 |       00:00:02 |              5 |            90% |
|             11 |         0.6572 |       00:00:02 |              5 |            90% |
|             12 |         0.7625 |       00:00:03 |              5 |            90% |
|             13 |         0.8211 |       00:00:02 |              5 |            90% |
|             14 |         0.7843 |       00:00:02 |              5 |            90% |
|             15 |         0.8763 |       00:00:02 |              5 |            90% |
|             16 |         0.8127 |       00:00:02 |              5 |            90% |
|             17 |         0.8027 |       00:00:02 |              5 |            90% |
|             18 |         0.8913 |       00:00:02 |              5 |            90% |
|             19 |         0.6672 |       00:00:03 |              5 |            90% |
|             20 |         0.9247 |       00:00:02 |              5 |            90% |
|             21 |         0.7960 |       00:00:02 |              5 |            90% |
|             22 |         0.9565 |       00:00:02 |              5 |            90% |
|             23 |         0.7191 |       00:00:02 |              5 |            90% |
|             24 |         0.9381 |       00:00:02 |              5 |            90% |
|             25 |         0.7826 |       00:00:02 |              5 |            90% |
|             26 |         0.8428 |       00:00:02 |              5 |            90% |
|             27 |         0.7508 |       00:00:02 |              5 |            90% |
|             28 |         0.6187 |       00:00:02 |              5 |            90% |
|             29 |         0.7308 |       00:00:02 |              5 |            90% |
|             30 |         0.7893 |       00:00:02 |              5 |            90% |
|             31 |         0.8679 |       00:00:02 |              5 |            90% |
|             32 |         0.8211 |       00:00:02 |              5 |            90% |
|             33 |         0.7358 |       00:00:02 |              5 |            90% |
|             34 |         0.9532 |       00:00:02 |              5 |            90% |
|             35 |         0.6856 |       00:00:02 |              5 |            90% |
|             36 |         0.8010 |       00:00:02 |              5 |            90% |
|             37 |         0.8562 |       00:00:02 |              5 |            90% |
|             38 |         0.7776 |       00:00:02 |              5 |            90% |
|             39 |         0.8328 |       00:00:02 |              5 |            90% |
|             40 |         0.8595 |       00:00:03 |              5 |            90% |
|             41 |         0.9833 |       00:00:02 |              5 |            90% |
|             42 |         0.8060 |       00:00:02 |              5 |            90% |
|             43 |         0.8043 |       00:00:02 |              5 |            90% |
|             44 |         0.9164 |       00:00:02 |              5 |            90% |
|             45 |         0.7592 |       00:00:02 |              5 |            90% |
|             46 |         0.7475 |       00:00:02 |              5 |            90% |
|             47 |         0.8010 |       00:00:02 |              5 |            90% |
|             48 |         0.8328 |       00:00:02 |              5 |            90% |
|             49 |         0.8478 |       00:00:02 |              5 |            90% |
|             50 |         0.8813 |       00:00:02 |              5 |            90% |
|              1 |         0.8261 |       00:00:03 |              6 |            90% |
|              2 |         0.8328 |       00:00:02 |              6 |            90% |
|              3 |         0.6120 |       00:00:02 |              6 |            90% |
|              4 |         0.8545 |       00:00:02 |              6 |            90% |
|              5 |         0.8411 |       00:00:02 |              6 |            90% |
|              6 |         0.8629 |       00:00:02 |              6 |            90% |
|              7 |         0.7291 |       00:00:02 |              6 |            90% |
|              8 |         0.7207 |       00:00:02 |              6 |            90% |
|              9 |         0.8997 |       00:00:02 |              6 |            90% |
|             10 |         0.8060 |       00:00:02 |              6 |            90% |
|             11 |         0.6973 |       00:00:02 |              6 |            90% |
|             12 |         0.7960 |       00:00:02 |              6 |            90% |
|             13 |         0.7625 |       00:00:02 |              6 |            90% |
|             14 |         0.9231 |       00:00:02 |              6 |            90% |
|             15 |         0.8211 |       00:00:02 |              6 |            90% |
|             16 |         0.7391 |       00:00:02 |              6 |            90% |
|             17 |         0.8662 |       00:00:02 |              6 |            90% |
|             18 |         0.8930 |       00:00:02 |              6 |            90% |
|             19 |         0.6589 |       00:00:02 |              6 |            90% |
|             20 |         0.8177 |       00:00:02 |              6 |            90% |
|             21 |         0.9030 |       00:00:02 |              6 |            90% |
|             22 |         0.9298 |       00:00:02 |              6 |            90% |
|             23 |         0.7876 |       00:00:02 |              6 |            90% |
|             24 |         0.7676 |       00:00:02 |              6 |            90% |
|             25 |         0.7157 |       00:00:02 |              6 |            90% |
|             26 |         0.8846 |       00:00:02 |              6 |            90% |
|             27 |         0.7742 |       00:00:02 |              6 |            90% |
|             28 |         0.7893 |       00:00:03 |              6 |            90% |
|             29 |         0.7090 |       00:00:03 |              6 |            90% |
|             30 |         0.8077 |       00:00:02 |              6 |            90% |
|             31 |         0.7224 |       00:00:02 |              6 |            90% |
|             32 |         0.7676 |       00:00:02 |              6 |            90% |
|             33 |         0.7157 |       00:00:02 |              6 |            90% |
|             34 |         0.7910 |       00:00:02 |              6 |            90% |
|             35 |         0.8478 |       00:00:02 |              6 |            90% |
|             36 |         0.8913 |       00:00:02 |              6 |            90% |
|             37 |         0.8545 |       00:00:02 |              6 |            90% |
|             38 |         0.8963 |       00:00:02 |              6 |            90% |
|             39 |         0.8880 |       00:00:02 |              6 |            90% |
|             40 |         0.7391 |       00:00:02 |              6 |            90% |
|             41 |         0.8930 |       00:00:02 |              6 |            90% |
|             42 |         0.9599 |       00:00:02 |              6 |            90% |
|             43 |         0.7692 |       00:00:02 |              6 |            90% |
|             44 |         0.7458 |       00:00:02 |              6 |            90% |
|             45 |         0.7943 |       00:00:02 |              6 |            90% |
|             46 |         0.8612 |       00:00:02 |              6 |            90% |
|             47 |         0.8512 |       00:00:02 |              6 |            90% |
|             48 |         0.7843 |       00:00:02 |              6 |            90% |
|             49 |         0.8043 |       00:00:02 |              6 |            90% |
|             50 |         0.7726 |       00:00:02 |              6 |            90% |
|              1 |         0.9281 |       00:00:02 |              7 |            90% |
|              2 |         0.9264 |       00:00:02 |              7 |            90% |
|              3 |         0.7943 |       00:00:02 |              7 |            90% |
|              4 |         0.8010 |       00:00:02 |              7 |            90% |
|              5 |         0.8378 |       00:00:02 |              7 |            90% |
|              6 |         0.8679 |       00:00:02 |              7 |            90% |
|              7 |         0.8010 |       00:00:02 |              7 |            90% |
|              8 |         0.7910 |       00:00:02 |              7 |            90% |
|              9 |         0.8629 |       00:00:03 |              7 |            90% |
|             10 |         0.9498 |       00:00:02 |              7 |            90% |
|             11 |         0.8779 |       00:00:02 |              7 |            90% |
|             12 |         0.8294 |       00:00:02 |              7 |            90% |
|             13 |         0.8177 |       00:00:02 |              7 |            90% |
|             14 |         0.8796 |       00:00:02 |              7 |            90% |
|             15 |         0.8060 |       00:00:02 |              7 |            90% |
|             16 |         0.8395 |       00:00:02 |              7 |            90% |
|             17 |         0.8963 |       00:00:02 |              7 |            90% |
|             18 |         0.8963 |       00:00:02 |              7 |            90% |
|             19 |         0.8261 |       00:00:03 |              7 |            90% |
|             20 |         0.8846 |       00:00:02 |              7 |            90% |
|             21 |         0.7793 |       00:00:02 |              7 |            90% |
|             22 |         0.9080 |       00:00:02 |              7 |            90% |
|             23 |         0.7592 |       00:00:02 |              7 |            90% |
|             24 |         0.9465 |       00:00:02 |              7 |            90% |
|             25 |         0.8528 |       00:00:02 |              7 |            90% |
|             26 |         0.7793 |       00:00:02 |              7 |            90% |
|             27 |         0.8729 |       00:00:02 |              7 |            90% |
|             28 |         0.9264 |       00:00:02 |              7 |            90% |
|             29 |         0.7860 |       00:00:02 |              7 |            90% |
|             30 |         0.8629 |       00:00:02 |              7 |            90% |
|             31 |         0.8227 |       00:00:02 |              7 |            90% |
|             32 |         0.8177 |       00:00:02 |              7 |            90% |
|             33 |         0.8997 |       00:00:02 |              7 |            90% |
|             34 |         0.8294 |       00:00:02 |              7 |            90% |
|             35 |         0.6923 |       00:00:02 |              7 |            90% |
|             36 |         0.9314 |       00:00:02 |              7 |            90% |
|             37 |         0.9465 |       00:00:02 |              7 |            90% |
|             38 |         0.6254 |       00:00:02 |              7 |            90% |
|             39 |         0.8579 |       00:00:02 |              7 |            90% |
|             40 |         0.8110 |       00:00:02 |              7 |            90% |
|             41 |         0.8344 |       00:00:02 |              7 |            90% |
|             42 |         0.8528 |       00:00:02 |              7 |            90% |
|             43 |         0.6923 |       00:00:02 |              7 |            90% |
|             44 |         0.8027 |       00:00:02 |              7 |            90% |
|             45 |         0.8344 |       00:00:02 |              7 |            90% |
|             46 |         0.9164 |       00:00:02 |              7 |            90% |
|             47 |         0.7993 |       00:00:02 |              7 |            90% |
|             48 |         0.7860 |       00:00:02 |              7 |            90% |
|             49 |         0.8328 |       00:00:02 |              7 |            90% |
|             50 |         0.8227 |       00:00:02 |              7 |            90% |
|              1 |         0.9231 |       00:00:03 |              8 |            90% |
|              2 |         0.8729 |       00:00:02 |              8 |            90% |
|              3 |         0.8763 |       00:00:02 |              8 |            90% |
|              4 |         0.7324 |       00:00:02 |              8 |            90% |
|              5 |         0.8445 |       00:00:02 |              8 |            90% |
|              6 |         0.8278 |       00:00:02 |              8 |            90% |
|              7 |         0.9013 |       00:00:02 |              8 |            90% |
|              8 |         0.8411 |       00:00:02 |              8 |            90% |
|              9 |         0.8595 |       00:00:02 |              8 |            90% |
|             10 |         0.7241 |       00:00:02 |              8 |            90% |
|             11 |         0.8428 |       00:00:02 |              8 |            90% |
|             12 |         0.8445 |       00:00:02 |              8 |            90% |
|             13 |         0.8294 |       00:00:02 |              8 |            90% |
|             14 |         0.7876 |       00:00:02 |              8 |            90% |
|             15 |         0.9147 |       00:00:02 |              8 |            90% |
|             16 |         0.8746 |       00:00:02 |              8 |            90% |
|             17 |         0.9231 |       00:00:02 |              8 |            90% |
|             18 |         0.8161 |       00:00:02 |              8 |            90% |
|             19 |         0.9013 |       00:00:02 |              8 |            90% |
|             20 |         0.9047 |       00:00:02 |              8 |            90% |
|             21 |         0.8645 |       00:00:02 |              8 |            90% |
|             22 |         0.8963 |       00:00:02 |              8 |            90% |
|             23 |         0.9197 |       00:00:02 |              8 |            90% |
|             24 |         0.9732 |       00:00:02 |              8 |            90% |
|             25 |         0.7726 |       00:00:02 |              8 |            90% |
|             26 |         0.8712 |       00:00:02 |              8 |            90% |
|             27 |         0.8880 |       00:00:02 |              8 |            90% |
|             28 |         0.8512 |       00:00:03 |              8 |            90% |
|             29 |         0.7860 |       00:00:02 |              8 |            90% |
|             30 |         0.8763 |       00:00:02 |              8 |            90% |
|             31 |         0.8478 |       00:00:02 |              8 |            90% |
|             32 |         0.8913 |       00:00:02 |              8 |            90% |
|             33 |         0.9164 |       00:00:02 |              8 |            90% |
|             34 |         0.8328 |       00:00:02 |              8 |            90% |
|             35 |         0.9314 |       00:00:02 |              8 |            90% |
|             36 |         0.8094 |       00:00:02 |              8 |            90% |
|             37 |         0.9013 |       00:00:02 |              8 |            90% |
|             38 |         0.8963 |       00:00:02 |              8 |            90% |
|             39 |         0.9047 |       00:00:02 |              8 |            90% |
|             40 |         0.8528 |       00:00:02 |              8 |            90% |
|             41 |         0.7274 |       00:00:02 |              8 |            90% |
|             42 |         0.8244 |       00:00:02 |              8 |            90% |
|             43 |         0.7642 |       00:00:02 |              8 |            90% |
|             44 |         0.9281 |       00:00:02 |              8 |            90% |
|             45 |         0.8395 |       00:00:02 |              8 |            90% |
|             46 |         0.8595 |       00:00:02 |              8 |            90% |
|             47 |         0.8612 |       00:00:02 |              8 |            90% |
|             48 |         0.9331 |       00:00:02 |              8 |            90% |
|             49 |         0.7960 |       00:00:02 |              8 |            90% |
|             50 |         0.9247 |       00:00:02 |              8 |            90% |
|              1 |         0.7860 |       00:00:02 |              9 |            90% |
|              2 |         0.9732 |       00:00:02 |              9 |            90% |
|              3 |         0.8696 |       00:00:02 |              9 |            90% |
|              4 |         0.9114 |       00:00:02 |              9 |            90% |
|              5 |         0.8395 |       00:00:02 |              9 |            90% |
|              6 |         0.8645 |       00:00:02 |              9 |            90% |
|              7 |         0.7910 |       00:00:02 |              9 |            90% |
|              8 |         0.8796 |       00:00:03 |              9 |            90% |
|              9 |         0.8395 |       00:00:02 |              9 |            90% |
|             10 |         0.9247 |       00:00:02 |              9 |            90% |
|             11 |         0.7692 |       00:00:02 |              9 |            90% |
|             12 |         0.8813 |       00:00:02 |              9 |            90% |
|             13 |         0.9565 |       00:00:02 |              9 |            90% |
|             14 |         0.9565 |       00:00:02 |              9 |            90% |
|             15 |         0.9164 |       00:00:02 |              9 |            90% |
|             16 |         0.9130 |       00:00:03 |              9 |            90% |
|             17 |         0.8746 |       00:00:02 |              9 |            90% |
|             18 |         0.9298 |       00:00:02 |              9 |            90% |
|             19 |         0.8729 |       00:00:02 |              9 |            90% |
|             20 |         0.9816 |       00:00:02 |              9 |            90% |
|             21 |         0.9967 |       00:00:02 |              9 |            90% |
|             22 |         0.9682 |       00:00:02 |              9 |            90% |
|             23 |         0.8478 |       00:00:02 |              9 |            90% |
|             24 |         0.7759 |       00:00:02 |              9 |            90% |
|             25 |         0.9181 |       00:00:02 |              9 |            90% |
|             26 |         0.8562 |       00:00:02 |              9 |            90% |
|             27 |         0.8545 |       00:00:02 |              9 |            90% |
|             28 |         0.9147 |       00:00:02 |              9 |            90% |
|             29 |         0.9348 |       00:00:02 |              9 |            90% |
|             30 |         0.9164 |       00:00:02 |              9 |            90% |
|             31 |         0.7893 |       00:00:02 |              9 |            90% |
|             32 |         0.9498 |       00:00:02 |              9 |            90% |
|             33 |         0.9967 |       00:00:02 |              9 |            90% |
|             34 |         0.8913 |       00:00:02 |              9 |            90% |
|             35 |         0.9599 |       00:00:02 |              9 |            90% |
|             36 |         0.9465 |       00:00:02 |              9 |            90% |
|             37 |         0.8863 |       00:00:02 |              9 |            90% |
|             38 |         0.9264 |       00:00:02 |              9 |            90% |
|             39 |         0.8161 |       00:00:02 |              9 |            90% |
|             40 |         0.8512 |       00:00:02 |              9 |            90% |
|             41 |         0.9314 |       00:00:02 |              9 |            90% |
|             42 |         0.9498 |       00:00:02 |              9 |            90% |
|             43 |         0.9365 |       00:00:02 |              9 |            90% |
|             44 |         0.8779 |       00:00:03 |              9 |            90% |
|             45 |         0.8177 |       00:00:02 |              9 |            90% |
