|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.8762 |       00:00:08 |              5 |            90% |
|              2 |         0.9123 |       00:00:08 |              5 |            90% |
|              3 |         0.8942 |       00:00:09 |              5 |            90% |
|              4 |         0.8912 |       00:00:08 |              5 |            90% |
|              5 |         0.8835 |       00:00:08 |              5 |            90% |
|              6 |         0.8924 |       00:00:08 |              5 |            90% |
|              7 |         0.9038 |       00:00:09 |              5 |            90% |
|              8 |         0.8867 |       00:00:09 |              5 |            90% |
|              9 |         0.8696 |       00:00:09 |              5 |            90% |
|             10 |         0.8595 |       00:00:08 |              5 |            90% |
|             11 |         0.7597 |       00:00:09 |              5 |            90% |
|             12 |         0.8428 |       00:00:08 |              5 |            90% |
|             13 |         0.8681 |       00:00:08 |              5 |            90% |
|             14 |         0.8782 |       00:00:08 |              5 |            90% |
|             15 |         0.9010 |       00:00:08 |              5 |            90% |
|             16 |         0.8767 |       00:00:08 |              5 |            90% |
|             17 |         0.9409 |       00:00:09 |              5 |            90% |
|             18 |         0.9199 |       00:00:08 |              5 |            90% |
|             19 |         0.8638 |       00:00:09 |              5 |            90% |
|             20 |         0.9191 |       00:00:11 |              5 |            90% |
|             21 |         0.8992 |       00:00:08 |              5 |            90% |
|             22 |         0.8927 |       00:00:08 |              5 |            90% |
|             23 |         0.9094 |       00:00:09 |              5 |            90% |
|             24 |         0.8728 |       00:00:09 |              5 |            90% |
|             25 |         0.8488 |       00:00:09 |              5 |            90% |
|             26 |         0.8781 |       00:00:09 |              5 |            90% |
|             27 |         0.8951 |       00:00:08 |              5 |            90% |
|             28 |         0.8444 |       00:00:08 |              5 |            90% |
|             29 |         0.8443 |       00:00:08 |              5 |            90% |
|             30 |         0.9252 |       00:00:09 |              5 |            90% |
|             31 |         0.8582 |       00:00:08 |              5 |            90% |
|             32 |         0.8873 |       00:00:09 |              5 |            90% |
|             33 |         0.8964 |       00:00:08 |              5 |            90% |
|             34 |         0.8996 |       00:00:09 |              5 |            90% |
|             35 |         0.8803 |       00:00:09 |              5 |            90% |
|             36 |         0.8780 |       00:00:08 |              5 |            90% |
|             37 |         0.8853 |       00:00:09 |              5 |            90% |
|             38 |         0.8301 |       00:00:09 |              5 |            90% |
|             39 |         0.8895 |       00:00:08 |              5 |            90% |
|             40 |         0.8596 |       00:00:08 |              5 |            90% |
|             41 |         0.8366 |       00:00:08 |              5 |            90% |
|             42 |         0.8838 |       00:00:08 |              5 |            90% |
|             43 |         0.8869 |       00:00:09 |              5 |            90% |
|             44 |         0.8688 |       00:00:08 |              5 |            90% |
|             45 |         0.8696 |       00:00:08 |              5 |            90% |
|             46 |         0.8583 |       00:00:09 |              5 |            90% |
|             47 |         0.8791 |       00:00:09 |              5 |            90% |
|             48 |         0.8721 |       00:00:09 |              5 |            90% |
|             49 |         0.8781 |       00:00:08 |              5 |            90% |
|             50 |         0.9132 |       00:00:07 |              5 |            90% |
|              1 |         0.8802 |       00:00:09 |              6 |            90% |
|              2 |         0.9253 |       00:00:08 |              6 |            90% |
|              3 |         0.9356 |       00:00:08 |              6 |            90% |
|              4 |         0.9093 |       00:00:10 |              6 |            90% |
|              5 |         0.9137 |       00:00:08 |              6 |            90% |
|              6 |         0.8557 |       00:00:08 |              6 |            90% |
|              7 |         0.9199 |       00:00:09 |              6 |            90% |
|              8 |         0.9291 |       00:00:08 |              6 |            90% |
|              9 |         0.9053 |       00:00:09 |              6 |            90% |
|             10 |         0.9107 |       00:00:09 |              6 |            90% |
|             11 |         0.8797 |       00:00:08 |              6 |            90% |
|             12 |         0.9133 |       00:00:08 |              6 |            90% |
|             13 |         0.8622 |       00:00:08 |              6 |            90% |
|             14 |         0.9067 |       00:00:08 |              6 |            90% |
|             15 |         0.9280 |       00:00:08 |              6 |            90% |
|             16 |         0.9255 |       00:00:08 |              6 |            90% |
|             17 |         0.8865 |       00:00:09 |              6 |            90% |
|             18 |         0.9512 |       00:00:08 |              6 |            90% |
|             19 |         0.9050 |       00:00:09 |              6 |            90% |
|             20 |         0.9123 |       00:00:11 |              6 |            90% |
|             21 |         0.9077 |       00:00:08 |              6 |            90% |
|             22 |         0.8825 |       00:00:09 |              6 |            90% |
|             23 |         0.8699 |       00:00:09 |              6 |            90% |
|             24 |         0.9039 |       00:00:09 |              6 |            90% |
|             25 |         0.9026 |       00:00:09 |              6 |            90% |
|             26 |         0.8492 |       00:00:09 |              6 |            90% |
|             27 |         0.9305 |       00:00:08 |              6 |            90% |
|             28 |         0.9093 |       00:00:08 |              6 |            90% |
|             29 |         0.8725 |       00:00:08 |              6 |            90% |
|             30 |         0.9099 |       00:00:09 |              6 |            90% |
|             31 |         0.8624 |       00:00:08 |              6 |            90% |
|             32 |         0.9167 |       00:00:09 |              6 |            90% |
|             33 |         0.8927 |       00:00:08 |              6 |            90% |
|             34 |         0.8891 |       00:00:08 |              6 |            90% |
|             35 |         0.9386 |       00:00:08 |              6 |            90% |
|             36 |         0.8821 |       00:00:08 |              6 |            90% |
|             37 |         0.9195 |       00:00:08 |              6 |            90% |
|             38 |         0.8985 |       00:00:09 |              6 |            90% |
|             39 |         0.8960 |       00:00:08 |              6 |            90% |
|             40 |         0.8534 |       00:00:08 |              6 |            90% |
|             41 |         0.9275 |       00:00:08 |              6 |            90% |
|             42 |         0.9097 |       00:00:09 |              6 |            90% |
|             43 |         0.9168 |       00:00:08 |              6 |            90% |
|             44 |         0.9358 |       00:00:08 |              6 |            90% |
|             45 |         0.9435 |       00:00:08 |              6 |            90% |
|             46 |         0.8737 |       00:00:08 |              6 |            90% |
|             47 |         0.9208 |       00:00:08 |              6 |            90% |
|             48 |         0.9081 |       00:00:09 |              6 |            90% |
|             49 |         0.8637 |       00:00:07 |              6 |            90% |
|             50 |         0.9150 |       00:00:07 |              6 |            90% |
|              1 |         0.9365 |       00:00:10 |              7 |            90% |
|              2 |         0.9151 |       00:00:09 |              7 |            90% |
|              3 |         0.8696 |       00:00:09 |              7 |            90% |
|              4 |         0.9043 |       00:00:09 |              7 |            90% |
|              5 |         0.9213 |       00:00:08 |              7 |            90% |
|              6 |         0.8715 |       00:00:09 |              7 |            90% |
|              7 |         0.8772 |       00:00:09 |              7 |            90% |
|              8 |         0.9334 |       00:00:09 |              7 |            90% |
|              9 |         0.9361 |       00:00:09 |              7 |            90% |
|             10 |         0.9365 |       00:00:09 |              7 |            90% |
|             11 |         0.9248 |       00:00:09 |              7 |            90% |
|             12 |         0.9548 |       00:00:08 |              7 |            90% |
|             13 |         0.9307 |       00:00:08 |              7 |            90% |
|             14 |         0.9234 |       00:00:10 |              7 |            90% |
|             15 |         0.8869 |       00:00:09 |              7 |            90% |
|             16 |         0.8743 |       00:00:09 |              7 |            90% |
|             17 |         0.8919 |       00:00:09 |              7 |            90% |
|             18 |         0.9144 |       00:00:08 |              7 |            90% |
|             19 |         0.9202 |       00:00:09 |              7 |            90% |
|             20 |         0.8925 |       00:00:10 |              7 |            90% |
|             21 |         0.9370 |       00:00:09 |              7 |            90% |
|             22 |         0.9324 |       00:00:08 |              7 |            90% |
|             23 |         0.8521 |       00:00:09 |              7 |            90% |
|             24 |         0.8970 |       00:00:09 |              7 |            90% |
|             25 |         0.9435 |       00:00:09 |              7 |            90% |
|             26 |         0.8903 |       00:00:09 |              7 |            90% |
|             27 |         0.9292 |       00:00:08 |              7 |            90% |
|             28 |         0.9173 |       00:00:08 |              7 |            90% |
|             29 |         0.9018 |       00:00:09 |              7 |            90% |
|             30 |         0.9181 |       00:00:08 |              7 |            90% |
|             31 |         0.9414 |       00:00:09 |              7 |            90% |
|             32 |         0.9003 |       00:00:10 |              7 |            90% |
|             33 |         0.9215 |       00:00:08 |              7 |            90% |
|             34 |         0.9148 |       00:00:08 |              7 |            90% |
|             35 |         0.8982 |       00:00:08 |              7 |            90% |
|             36 |         0.9078 |       00:00:08 |              7 |            90% |
|             37 |         0.9265 |       00:00:08 |              7 |            90% |
|             38 |         0.9007 |       00:00:09 |              7 |            90% |
|             39 |         0.8595 |       00:00:08 |              7 |            90% |
|             40 |         0.8681 |       00:00:09 |              7 |            90% |
|             41 |         0.8926 |       00:00:09 |              7 |            90% |
|             42 |         0.9198 |       00:00:09 |              7 |            90% |
|             43 |         0.8726 |       00:00:10 |              7 |            90% |
|             44 |         0.9259 |       00:00:09 |              7 |            90% |
|             45 |         0.9509 |       00:00:09 |              7 |            90% |
|             46 |         0.9339 |       00:00:09 |              7 |            90% |
|             47 |         0.9130 |       00:00:09 |              7 |            90% |
|             48 |         0.9470 |       00:00:09 |              7 |            90% |
|             49 |         0.9047 |       00:00:07 |              7 |            90% |
|             50 |         0.8960 |       00:00:07 |              7 |            90% |
|              1 |         0.8653 |       00:00:09 |              8 |            90% |
|              2 |         0.9089 |       00:00:08 |              8 |            90% |
|              3 |         0.9198 |       00:00:09 |              8 |            90% |
|              4 |         0.8979 |       00:00:09 |              8 |            90% |
|              5 |         0.8967 |       00:00:08 |              8 |            90% |
|              6 |         0.9267 |       00:00:08 |              8 |            90% |
|              7 |         0.8830 |       00:00:09 |              8 |            90% |
|              8 |         0.9319 |       00:00:09 |              8 |            90% |
|              9 |         0.9136 |       00:00:09 |              8 |            90% |
|             10 |         0.9316 |       00:00:09 |              8 |            90% |
|             11 |         0.9108 |       00:00:09 |              8 |            90% |
|             12 |         0.8659 |       00:00:08 |              8 |            90% |
|             13 |         0.9046 |       00:00:08 |              8 |            90% |
|             14 |         0.9111 |       00:00:10 |              8 |            90% |
|             15 |         0.9177 |       00:00:09 |              8 |            90% |
|             16 |         0.8852 |       00:00:08 |              8 |            90% |
|             17 |         0.9102 |       00:00:08 |              8 |            90% |
|             18 |         0.8898 |       00:00:09 |              8 |            90% |
|             19 |         0.9374 |       00:00:10 |              8 |            90% |
|             20 |         0.9220 |       00:00:09 |              8 |            90% |
|             21 |         0.9454 |       00:00:08 |              8 |            90% |
|             22 |         0.9358 |       00:00:08 |              8 |            90% |
|             23 |         0.9309 |       00:00:08 |              8 |            90% |
|             24 |         0.8730 |       00:00:08 |              8 |            90% |
|             25 |         0.8831 |       00:00:08 |              8 |            90% |
|             26 |         0.9504 |       00:00:08 |              8 |            90% |
|             27 |         0.8909 |       00:00:09 |              8 |            90% |
|             28 |         0.9290 |       00:00:08 |              8 |            90% |
|             29 |         0.8778 |       00:00:08 |              8 |            90% |
|             30 |         0.9423 |       00:00:08 |              8 |            90% |
|             31 |         0.9041 |       00:00:09 |              8 |            90% |
|             32 |         0.9062 |       00:00:08 |              8 |            90% |
|             33 |         0.8940 |       00:00:08 |              8 |            90% |
|             34 |         0.9340 |       00:00:08 |              8 |            90% |
|             35 |         0.8811 |       00:00:08 |              8 |            90% |
|             36 |         0.9307 |       00:00:08 |              8 |            90% |
|             37 |         0.9253 |       00:00:08 |              8 |            90% |
|             38 |         0.9533 |       00:00:08 |              8 |            90% |
|             39 |         0.9238 |       00:00:08 |              8 |            90% |
|             40 |         0.8873 |       00:00:09 |              8 |            90% |
|             41 |         0.9303 |       00:00:08 |              8 |            90% |
|             42 |         0.9353 |       00:00:08 |              8 |            90% |
|             43 |         0.9438 |       00:00:08 |              8 |            90% |
|             44 |         0.9548 |       00:00:08 |              8 |            90% |
|             45 |         0.9286 |       00:00:08 |              8 |            90% |
|             46 |         0.8466 |       00:00:08 |              8 |            90% |
|             47 |         0.9288 |       00:00:09 |              8 |            90% |
|             48 |         0.8869 |       00:00:08 |              8 |            90% |
|             49 |         0.9430 |       00:00:07 |              8 |            90% |
|             50 |         0.9432 |       00:00:07 |              8 |            90% |
|              1 |         0.9100 |       00:00:09 |              9 |            90% |
|              2 |         0.9425 |       00:00:09 |              9 |            90% |
|              3 |         0.9319 |       00:00:09 |              9 |            90% |
|              4 |         0.8936 |       00:00:12 |              9 |            90% |
|              5 |         0.9125 |       00:00:08 |              9 |            90% |
|              6 |         0.9450 |       00:00:09 |              9 |            90% |
|              7 |         0.9218 |       00:00:09 |              9 |            90% |
|              8 |         0.9415 |       00:00:09 |              9 |            90% |
|              9 |         0.9336 |       00:00:09 |              9 |            90% |
|             10 |         0.8909 |       00:00:09 |              9 |            90% |
|             11 |         0.9161 |       00:00:08 |              9 |            90% |
|             12 |         0.8562 |       00:00:08 |              9 |            90% |
|             13 |         0.9437 |       00:00:08 |              9 |            90% |
|             14 |         0.9445 |       00:00:09 |              9 |            90% |
|             15 |         0.9212 |       00:00:09 |              9 |            90% |
|             16 |         0.8849 |       00:00:09 |              9 |            90% |
|             17 |         0.9241 |       00:00:09 |              9 |            90% |
|             18 |         0.9320 |       00:00:09 |              9 |            90% |
|             19 |         0.8845 |       00:00:09 |              9 |            90% |
|             20 |         0.8970 |       00:00:12 |              9 |            90% |
|             21 |         0.8891 |       00:00:09 |              9 |            90% |
|             22 |         0.9110 |       00:00:09 |              9 |            90% |
|             23 |         0.8903 |       00:00:08 |              9 |            90% |
|             24 |         0.9282 |       00:00:09 |              9 |            90% |
|             25 |         0.8855 |       00:00:09 |              9 |            90% |
|             26 |         0.9272 |       00:00:09 |              9 |            90% |
|             27 |         0.9328 |       00:00:08 |              9 |            90% |
|             28 |         0.9165 |       00:00:08 |              9 |            90% |
|             29 |         0.9347 |       00:00:08 |              9 |            90% |
|             30 |         0.9373 |       00:00:09 |              9 |            90% |
|             31 |         0.9433 |       00:00:09 |              9 |            90% |
|             32 |         0.9594 |       00:00:09 |              9 |            90% |
|             33 |         0.9369 |       00:00:08 |              9 |            90% |
|             34 |         0.9350 |       00:00:08 |              9 |            90% |
|             35 |         0.9398 |       00:00:08 |              9 |            90% |
|             36 |         0.9235 |       00:00:09 |              9 |            90% |
|             37 |         0.9173 |       00:00:09 |              9 |            90% |
|             38 |         0.9300 |       00:00:09 |              9 |            90% |
|             39 |         0.9079 |       00:00:08 |              9 |            90% |
|             40 |         0.9489 |       00:00:08 |              9 |            90% |
|             41 |         0.9006 |       00:00:09 |              9 |            90% |
|             42 |         0.9156 |       00:00:09 |              9 |            90% |
|             43 |         0.9198 |       00:00:09 |              9 |            90% |
|             44 |         0.9311 |       00:00:09 |              9 |            90% |
|             45 |         0.8577 |       00:00:09 |              9 |            90% |
