|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.7791 |       00:00:29 |              5 |            90% |
|              2 |         0.6938 |       00:00:28 |              5 |            90% |
|              3 |         0.7118 |       00:00:28 |              5 |            90% |
|              4 |         0.6406 |       00:00:28 |              5 |            90% |
|              5 |         0.6924 |       00:00:28 |              5 |            90% |
|              6 |         0.6728 |       00:00:29 |              5 |            90% |
|              7 |         0.7912 |       00:00:28 |              5 |            90% |
|              8 |         0.6283 |       00:00:28 |              5 |            90% |
|              9 |         0.7448 |       00:00:28 |              5 |            90% |
|             10 |         0.6809 |       00:00:28 |              5 |            90% |
|             11 |         0.6852 |       00:00:28 |              5 |            90% |
|             12 |         0.7363 |       00:00:27 |              5 |            90% |
|             13 |         0.6940 |       00:00:28 |              5 |            90% |
|             14 |         0.7630 |       00:00:28 |              5 |            90% |
|             15 |         0.7021 |       00:00:30 |              5 |            90% |
|             16 |         0.7198 |       00:00:28 |              5 |            90% |
|             17 |         0.7668 |       00:00:15 |              5 |            90% |
|             18 |         0.7448 |       00:00:15 |              5 |            90% |
|             19 |         0.5549 |       00:00:14 |              5 |            90% |
|             20 |         0.7086 |       00:00:15 |              5 |            90% |
|             21 |         0.6590 |       00:00:15 |              5 |            90% |
|             22 |         0.7221 |       00:00:15 |              5 |            90% |
|             23 |         0.6524 |       00:00:14 |              5 |            90% |
|             24 |         0.6772 |       00:00:15 |              5 |            90% |
|             25 |         0.6817 |       00:00:15 |              5 |            90% |
|             26 |         0.7119 |       00:00:15 |              5 |            90% |
|             27 |         0.5957 |       00:00:16 |              5 |            90% |
|             28 |         0.6132 |       00:00:15 |              5 |            90% |
|             29 |         0.7671 |       00:00:15 |              5 |            90% |
|             30 |         0.7438 |       00:00:15 |              5 |            90% |
|             31 |         0.6662 |       00:00:15 |              5 |            90% |
|             32 |         0.6862 |       00:00:15 |              5 |            90% |
|             33 |         0.7214 |       00:00:08 |              5 |            90% |
|             34 |         0.6813 |       00:00:07 |              5 |            90% |
|             35 |         0.6481 |       00:00:08 |              5 |            90% |
|             36 |         0.7235 |       00:00:08 |              5 |            90% |
|             37 |         0.6574 |       00:00:08 |              5 |            90% |
|             38 |         0.6467 |       00:00:07 |              5 |            90% |
|             39 |         0.6790 |       00:00:08 |              5 |            90% |
|             40 |         0.6536 |       00:00:08 |              5 |            90% |
|             41 |         0.7355 |       00:00:08 |              5 |            90% |
|             42 |         0.6992 |       00:00:08 |              5 |            90% |
|             43 |         0.6819 |       00:00:10 |              5 |            90% |
|             44 |         0.6809 |       00:00:08 |              5 |            90% |
|             45 |         0.5994 |       00:00:07 |              5 |            90% |
|             46 |         0.6852 |       00:00:08 |              5 |            90% |
|             47 |         0.6821 |       00:00:08 |              5 |            90% |
|             48 |         0.5827 |       00:00:07 |              5 |            90% |
|             49 |         0.6235 |       00:00:07 |              5 |            90% |
|             50 |         0.6644 |       00:00:06 |              5 |            90% |
|              1 |         0.7719 |       00:00:08 |              6 |            90% |
|              2 |         0.7036 |       00:00:08 |              6 |            90% |
|              3 |         0.8016 |       00:00:08 |              6 |            90% |
|              4 |         0.7667 |       00:00:07 |              6 |            90% |
|              5 |         0.7515 |       00:00:07 |              6 |            90% |
|              6 |         0.6273 |       00:00:07 |              6 |            90% |
|              7 |         0.7193 |       00:00:09 |              6 |            90% |
|              8 |         0.7507 |       00:00:08 |              6 |            90% |
|              9 |         0.7189 |       00:00:08 |              6 |            90% |
|             10 |         0.7300 |       00:00:07 |              6 |            90% |
|             11 |         0.7003 |       00:00:07 |              6 |            90% |
|             12 |         0.7192 |       00:00:07 |              6 |            90% |
|             13 |         0.7532 |       00:00:07 |              6 |            90% |
|             14 |         0.7505 |       00:00:08 |              6 |            90% |
|             15 |         0.5466 |       00:00:07 |              6 |            90% |
|             16 |         0.7404 |       00:00:09 |              6 |            90% |
|             17 |         0.6820 |       00:00:08 |              6 |            90% |
|             18 |         0.6575 |       00:00:07 |              6 |            90% |
|             19 |         0.6790 |       00:00:08 |              6 |            90% |
|             20 |         0.6694 |       00:00:07 |              6 |            90% |
|             21 |         0.7319 |       00:00:08 |              6 |            90% |
|             22 |         0.7347 |       00:00:07 |              6 |            90% |
|             23 |         0.7085 |       00:00:08 |              6 |            90% |
|             24 |         0.6780 |       00:00:08 |              6 |            90% |
|             25 |         0.7107 |       00:00:09 |              6 |            90% |
|             26 |         0.6732 |       00:00:08 |              6 |            90% |
|             27 |         0.7383 |       00:00:08 |              6 |            90% |
|             28 |         0.7622 |       00:00:08 |              6 |            90% |
|             29 |         0.7566 |       00:00:07 |              6 |            90% |
|             30 |         0.6834 |       00:00:08 |              6 |            90% |
|             31 |         0.7463 |       00:00:07 |              6 |            90% |
|             32 |         0.6471 |       00:00:09 |              6 |            90% |
|             33 |         0.7576 |       00:00:07 |              6 |            90% |
|             34 |         0.7058 |       00:00:07 |              6 |            90% |
|             35 |         0.6874 |       00:00:07 |              6 |            90% |
|             36 |         0.7635 |       00:00:07 |              6 |            90% |
|             37 |         0.6962 |       00:00:08 |              6 |            90% |
|             38 |         0.6028 |       00:00:07 |              6 |            90% |
|             39 |         0.7306 |       00:00:07 |              6 |            90% |
|             40 |         0.6940 |       00:00:07 |              6 |            90% |
|             41 |         0.7259 |       00:00:07 |              6 |            90% |
|             42 |         0.7401 |       00:00:07 |              6 |            90% |
|             43 |         0.7112 |       00:00:07 |              6 |            90% |
|             44 |         0.6044 |       00:00:07 |              6 |            90% |
|             45 |         0.7126 |       00:00:08 |              6 |            90% |
|             46 |         0.7579 |       00:00:07 |              6 |            90% |
|             47 |         0.8248 |       00:00:07 |              6 |            90% |
|             48 |         0.7041 |       00:00:07 |              6 |            90% |
|             49 |         0.7588 |       00:00:06 |              6 |            90% |
|             50 |         0.7353 |       00:00:06 |              6 |            90% |
|              1 |         0.6396 |       00:00:07 |              7 |            90% |
|              2 |         0.8611 |       00:00:07 |              7 |            90% |
|              3 |         0.7734 |       00:00:07 |              7 |            90% |
|              4 |         0.7752 |       00:00:07 |              7 |            90% |
|              5 |         0.8397 |       00:00:07 |              7 |            90% |
|              6 |         0.6828 |       00:00:07 |              7 |            90% |
|              7 |         0.7142 |       00:00:07 |              7 |            90% |
|              8 |         0.7560 |       00:00:08 |              7 |            90% |
|              9 |         0.6813 |       00:00:07 |              7 |            90% |
|             10 |         0.7385 |       00:00:07 |              7 |            90% |
|             11 |         0.7440 |       00:00:07 |              7 |            90% |
|             12 |         0.7803 |       00:00:07 |              7 |            90% |
|             13 |         0.6988 |       00:00:07 |              7 |            90% |
|             14 |         0.8192 |       00:00:07 |              7 |            90% |
|             15 |         0.8086 |       00:00:07 |              7 |            90% |
|             16 |         0.7745 |       00:00:08 |              7 |            90% |
|             17 |         0.7322 |       00:00:08 |              7 |            90% |
|             18 |         0.7864 |       00:00:07 |              7 |            90% |
|             19 |         0.8405 |       00:00:07 |              7 |            90% |
|             20 |         0.8709 |       00:00:07 |              7 |            90% |
|             21 |         0.7552 |       00:00:07 |              7 |            90% |
|             22 |         0.7861 |       00:00:07 |              7 |            90% |
|             23 |         0.7413 |       00:00:07 |              7 |            90% |
|             24 |         0.6819 |       00:00:07 |              7 |            90% |
|             25 |         0.7606 |       00:00:07 |              7 |            90% |
|             26 |         0.7534 |       00:00:07 |              7 |            90% |
|             27 |         0.7010 |       00:00:07 |              7 |            90% |
|             28 |         0.7714 |       00:00:07 |              7 |            90% |
|             29 |         0.7411 |       00:00:07 |              7 |            90% |
|             30 |         0.7734 |       00:00:07 |              7 |            90% |
|             31 |         0.7640 |       00:00:07 |              7 |            90% |
|             32 |         0.7667 |       00:00:07 |              7 |            90% |
|             33 |         0.7901 |       00:00:07 |              7 |            90% |
|             34 |         0.7436 |       00:00:07 |              7 |            90% |
|             35 |         0.8351 |       00:00:07 |              7 |            90% |
|             36 |         0.8017 |       00:00:07 |              7 |            90% |
|             37 |         0.7057 |       00:00:07 |              7 |            90% |
|             38 |         0.7409 |       00:00:07 |              7 |            90% |
|             39 |         0.8189 |       00:00:07 |              7 |            90% |
|             40 |         0.7799 |       00:00:07 |              7 |            90% |
|             41 |         0.7873 |       00:00:07 |              7 |            90% |
|             42 |         0.7908 |       00:00:07 |              7 |            90% |
|             43 |         0.6526 |       00:00:07 |              7 |            90% |
|             44 |         0.7132 |       00:00:07 |              7 |            90% |
|             45 |         0.7181 |       00:00:07 |              7 |            90% |
|             46 |         0.7435 |       00:00:07 |              7 |            90% |
|             47 |         0.7311 |       00:00:07 |              7 |            90% |
|             48 |         0.6449 |       00:00:07 |              7 |            90% |
|             49 |         0.8132 |       00:00:05 |              7 |            90% |
|             50 |         0.8090 |       00:00:06 |              7 |            90% |
|              1 |         0.7229 |       00:00:07 |              8 |            90% |
|              2 |         0.7428 |       00:00:08 |              8 |            90% |
|              3 |         0.7500 |       00:00:09 |              8 |            90% |
|              4 |         0.7298 |       00:00:07 |              8 |            90% |
|              5 |         0.7501 |       00:00:07 |              8 |            90% |
|              6 |         0.7634 |       00:00:07 |              8 |            90% |
|              7 |         0.6915 |       00:00:07 |              8 |            90% |
|              8 |         0.7799 |       00:00:07 |              8 |            90% |
|              9 |         0.7193 |       00:00:07 |              8 |            90% |
|             10 |         0.7308 |       00:00:07 |              8 |            90% |
|             11 |         0.7385 |       00:00:07 |              8 |            90% |
|             12 |         0.8422 |       00:00:07 |              8 |            90% |
|             13 |         0.6897 |       00:00:07 |              8 |            90% |
|             14 |         0.8305 |       00:00:08 |              8 |            90% |
|             15 |         0.7858 |       00:00:07 |              8 |            90% |
|             16 |         0.7539 |       00:00:07 |              8 |            90% |
|             17 |         0.7505 |       00:00:07 |              8 |            90% |
|             18 |         0.7780 |       00:00:07 |              8 |            90% |
|             19 |         0.7838 |       00:00:08 |              8 |            90% |
|             20 |         0.7597 |       00:00:07 |              8 |            90% |
|             21 |         0.7442 |       00:00:07 |              8 |            90% |
|             22 |         0.6625 |       00:00:07 |              8 |            90% |
|             23 |         0.7331 |       00:00:08 |              8 |            90% |
|             24 |         0.7409 |       00:00:07 |              8 |            90% |
|             25 |         0.7666 |       00:00:07 |              8 |            90% |
|             26 |         0.7192 |       00:00:07 |              8 |            90% |
|             27 |         0.8468 |       00:00:07 |              8 |            90% |
|             28 |         0.6853 |       00:00:07 |              8 |            90% |
|             29 |         0.8042 |       00:00:07 |              8 |            90% |
|             30 |         0.7996 |       00:00:09 |              8 |            90% |
|             31 |         0.6530 |       00:00:07 |              8 |            90% |
|             32 |         0.7514 |       00:00:07 |              8 |            90% |
|             33 |         0.7441 |       00:00:07 |              8 |            90% |
|             34 |         0.7126 |       00:00:07 |              8 |            90% |
|             35 |         0.7679 |       00:00:07 |              8 |            90% |
|             36 |         0.7968 |       00:00:07 |              8 |            90% |
|             37 |         0.7782 |       00:00:07 |              8 |            90% |
|             38 |         0.6882 |       00:00:07 |              8 |            90% |
|             39 |         0.7968 |       00:00:07 |              8 |            90% |
|             40 |         0.7240 |       00:00:07 |              8 |            90% |
|             41 |         0.6929 |       00:00:07 |              8 |            90% |
|             42 |         0.8639 |       00:00:08 |              8 |            90% |
|             43 |         0.7696 |       00:00:07 |              8 |            90% |
|             44 |         0.8185 |       00:00:07 |              8 |            90% |
|             45 |         0.7683 |       00:00:07 |              8 |            90% |
|             46 |         0.8552 |       00:00:07 |              8 |            90% |
|             47 |         0.7493 |       00:00:06 |              8 |            90% |
|             48 |         0.8165 |       00:00:08 |              8 |            90% |
|             49 |         0.8022 |       00:00:06 |              8 |            90% |
|             50 |         0.7909 |       00:00:06 |              8 |            90% |
|              1 |         0.7966 |       00:00:07 |              9 |            90% |
|              2 |         0.7344 |       00:00:08 |              9 |            90% |
|              3 |         0.8548 |       00:00:08 |              9 |            90% |
|              4 |         0.8226 |       00:00:07 |              9 |            90% |
|              5 |         0.8225 |       00:00:07 |              9 |            90% |
|              6 |         0.8708 |       00:00:07 |              9 |            90% |
|              7 |         0.9088 |       00:00:07 |              9 |            90% |
|              8 |         0.7839 |       00:00:07 |              9 |            90% |
|              9 |         0.7847 |       00:00:07 |              9 |            90% |
|             10 |         0.7753 |       00:00:07 |              9 |            90% |
|             11 |         0.7186 |       00:00:07 |              9 |            90% |
|             12 |         0.7987 |       00:00:07 |              9 |            90% |
|             13 |         0.8766 |       00:00:07 |              9 |            90% |
|             14 |         0.8094 |       00:00:07 |              9 |            90% |
|             15 |         0.7791 |       00:00:07 |              9 |            90% |
|             16 |         0.7926 |       00:00:07 |              9 |            90% |
|             17 |         0.7714 |       00:00:07 |              9 |            90% |
|             18 |         0.7786 |       00:00:07 |              9 |            90% |
|             19 |         0.8173 |       00:00:08 |              9 |            90% |
|             20 |         0.8275 |       00:00:07 |              9 |            90% |
|             21 |         0.7164 |       00:00:07 |              9 |            90% |
|             22 |         0.7848 |       00:00:07 |              9 |            90% |
|             23 |         0.7734 |       00:00:07 |              9 |            90% |
|             24 |         0.8081 |       00:00:07 |              9 |            90% |
|             25 |         0.7986 |       00:00:07 |              9 |            90% |
|             26 |         0.8187 |       00:00:07 |              9 |            90% |
|             27 |         0.7843 |       00:00:07 |              9 |            90% |
|             28 |         0.7943 |       00:00:07 |              9 |            90% |
|             29 |         0.7414 |       00:00:07 |              9 |            90% |
|             30 |         0.7627 |       00:00:08 |              9 |            90% |
|             31 |         0.8055 |       00:00:07 |              9 |            90% |
|             32 |         0.7906 |       00:00:07 |              9 |            90% |
|             33 |         0.7413 |       00:00:07 |              9 |            90% |
|             34 |         0.6652 |       00:00:07 |              9 |            90% |
|             35 |         0.8156 |       00:00:07 |              9 |            90% |
|             36 |         0.7854 |       00:00:08 |              9 |            90% |
|             37 |         0.8543 |       00:00:07 |              9 |            90% |
|             38 |         0.7205 |       00:00:07 |              9 |            90% |
|             39 |         0.7448 |       00:00:07 |              9 |            90% |
|             40 |         0.7946 |       00:00:07 |              9 |            90% |
|             41 |         0.7843 |       00:00:07 |              9 |            90% |
|             42 |         0.7945 |       00:00:07 |              9 |            90% |
|             43 |         0.7273 |       00:00:07 |              9 |            90% |
|             44 |         0.8037 |       00:00:07 |              9 |            90% |
|             45 |         0.6904 |       00:00:07 |              9 |            90% |
