|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.7677 |       00:00:14 |              5 |            90% |
|              2 |         0.6332 |       00:00:14 |              5 |            90% |
|              3 |         0.6995 |       00:00:13 |              5 |            90% |
|              4 |         0.7406 |       00:00:17 |              5 |            90% |
|              5 |         0.7250 |       00:00:15 |              5 |            90% |
|              6 |         0.7035 |       00:00:13 |              5 |            90% |
|              7 |         0.7420 |       00:00:13 |              5 |            90% |
|              8 |         0.7038 |       00:00:15 |              5 |            90% |
|              9 |         0.7141 |       00:00:13 |              5 |            90% |
|             10 |         0.7686 |       00:00:15 |              5 |            90% |
|             11 |         0.6643 |       00:00:14 |              5 |            90% |
|             12 |         0.7596 |       00:00:13 |              5 |            90% |
|             13 |         0.7208 |       00:00:14 |              5 |            90% |
|             14 |         0.7016 |       00:00:13 |              5 |            90% |
|             15 |         0.6216 |       00:00:13 |              5 |            90% |
|             16 |         0.7254 |       00:00:14 |              5 |            90% |
|             17 |         0.6811 |       00:00:13 |              5 |            90% |
|             18 |         0.7389 |       00:00:13 |              5 |            90% |
|             19 |         0.7075 |       00:00:13 |              5 |            90% |
|             20 |         0.6813 |       00:00:15 |              5 |            90% |
|             21 |         0.7005 |       00:00:16 |              5 |            90% |
|             22 |         0.6970 |       00:00:13 |              5 |            90% |
|             23 |         0.7159 |       00:00:13 |              5 |            90% |
|             24 |         0.7019 |       00:00:16 |              5 |            90% |
|             25 |         0.7639 |       00:00:13 |              5 |            90% |
|             26 |         0.7472 |       00:00:14 |              5 |            90% |
|             27 |         0.7524 |       00:00:12 |              5 |            90% |
|             28 |         0.6829 |       00:00:13 |              5 |            90% |
|             29 |         0.7071 |       00:00:14 |              5 |            90% |
|             30 |         0.6830 |       00:00:13 |              5 |            90% |
|             31 |         0.6620 |       00:00:14 |              5 |            90% |
|             32 |         0.7107 |       00:00:13 |              5 |            90% |
|             33 |         0.6589 |       00:00:14 |              5 |            90% |
|             34 |         0.6868 |       00:00:15 |              5 |            90% |
|             35 |         0.7170 |       00:00:13 |              5 |            90% |
|             36 |         0.6832 |       00:00:13 |              5 |            90% |
|             37 |         0.7164 |       00:00:13 |              5 |            90% |
|             38 |         0.6851 |       00:00:12 |              5 |            90% |
|             39 |         0.7480 |       00:00:13 |              5 |            90% |
|             40 |         0.7391 |       00:00:12 |              5 |            90% |
|             41 |         0.7734 |       00:00:13 |              5 |            90% |
|             42 |         0.7034 |       00:00:12 |              5 |            90% |
|             43 |         0.7036 |       00:00:13 |              5 |            90% |
|             44 |         0.7144 |       00:00:14 |              5 |            90% |
|             45 |         0.7346 |       00:00:14 |              5 |            90% |
|             46 |         0.7378 |       00:00:16 |              5 |            90% |
|             47 |         0.6995 |       00:00:13 |              5 |            90% |
|             48 |         0.6854 |       00:00:13 |              5 |            90% |
|             49 |         0.7638 |       00:00:11 |              5 |            90% |
|             50 |         0.7121 |       00:00:11 |              5 |            90% |
|              1 |         0.7757 |       00:00:13 |              6 |            90% |
|              2 |         0.6950 |       00:00:13 |              6 |            90% |
|              3 |         0.7486 |       00:00:13 |              6 |            90% |
|              4 |         0.7325 |       00:00:15 |              6 |            90% |
|              5 |         0.7484 |       00:00:14 |              6 |            90% |
|              6 |         0.6923 |       00:00:12 |              6 |            90% |
|              7 |         0.7372 |       00:00:13 |              6 |            90% |
|              8 |         0.7632 |       00:00:13 |              6 |            90% |
|              9 |         0.7765 |       00:00:13 |              6 |            90% |
|             10 |         0.7342 |       00:00:14 |              6 |            90% |
|             11 |         0.7607 |       00:00:13 |              6 |            90% |
|             12 |         0.7739 |       00:00:13 |              6 |            90% |
|             13 |         0.7203 |       00:00:13 |              6 |            90% |
|             14 |         0.7239 |       00:00:15 |              6 |            90% |
|             15 |         0.7847 |       00:00:13 |              6 |            90% |
|             16 |         0.7058 |       00:00:14 |              6 |            90% |
|             17 |         0.6674 |       00:00:13 |              6 |            90% |
|             18 |         0.7679 |       00:00:13 |              6 |            90% |
|             19 |         0.7255 |       00:00:13 |              6 |            90% |
|             20 |         0.7777 |       00:00:14 |              6 |            90% |
|             21 |         0.6335 |       00:00:14 |              6 |            90% |
|             22 |         0.7635 |       00:00:12 |              6 |            90% |
|             23 |         0.7251 |       00:00:12 |              6 |            90% |
|             24 |         0.7452 |       00:00:15 |              6 |            90% |
|             25 |         0.7498 |       00:00:13 |              6 |            90% |
|             26 |         0.6910 |       00:00:13 |              6 |            90% |
|             27 |         0.7651 |       00:00:14 |              6 |            90% |
|             28 |         0.6696 |       00:00:13 |              6 |            90% |
|             29 |         0.7086 |       00:00:13 |              6 |            90% |
|             30 |         0.7511 |       00:00:14 |              6 |            90% |
|             31 |         0.7041 |       00:00:13 |              6 |            90% |
|             32 |         0.7668 |       00:00:13 |              6 |            90% |
|             33 |         0.7008 |       00:00:12 |              6 |            90% |
|             34 |         0.7525 |       00:00:13 |              6 |            90% |
|             35 |         0.6978 |       00:00:13 |              6 |            90% |
|             36 |         0.7490 |       00:00:14 |              6 |            90% |
|             37 |         0.7689 |       00:00:13 |              6 |            90% |
|             38 |         0.7286 |       00:00:14 |              6 |            90% |
|             39 |         0.7194 |       00:00:13 |              6 |            90% |
|             40 |         0.7371 |       00:00:14 |              6 |            90% |
|             41 |         0.7187 |       00:00:15 |              6 |            90% |
|             42 |         0.7433 |       00:00:13 |              6 |            90% |
|             43 |         0.7819 |       00:00:13 |              6 |            90% |
|             44 |         0.7165 |       00:00:14 |              6 |            90% |
|             45 |         0.7146 |       00:00:14 |              6 |            90% |
|             46 |         0.6842 |       00:00:14 |              6 |            90% |
|             47 |         0.7487 |       00:00:14 |              6 |            90% |
|             48 |         0.7638 |       00:00:13 |              6 |            90% |
|             49 |         0.6955 |       00:00:10 |              6 |            90% |
|             50 |         0.7496 |       00:00:11 |              6 |            90% |
|              1 |         0.7426 |       00:00:15 |              7 |            90% |
|              2 |         0.7347 |       00:00:13 |              7 |            90% |
|              3 |         0.7979 |       00:00:13 |              7 |            90% |
|              4 |         0.7796 |       00:00:16 |              7 |            90% |
|              5 |         0.7131 |       00:00:13 |              7 |            90% |
|              6 |         0.7174 |       00:00:13 |              7 |            90% |
|              7 |         0.7808 |       00:00:13 |              7 |            90% |
|              8 |         0.8047 |       00:00:13 |              7 |            90% |
|              9 |         0.7947 |       00:00:13 |              7 |            90% |
|             10 |         0.7179 |       00:00:14 |              7 |            90% |
|             11 |         0.7551 |       00:00:13 |              7 |            90% |
|             12 |         0.6751 |       00:00:13 |              7 |            90% |
|             13 |         0.7403 |       00:00:13 |              7 |            90% |
|             14 |         0.7012 |       00:00:14 |              7 |            90% |
|             15 |         0.7308 |       00:00:12 |              7 |            90% |
|             16 |         0.7267 |       00:00:14 |              7 |            90% |
|             17 |         0.6974 |       00:00:17 |              7 |            90% |
|             18 |         0.6400 |       00:00:14 |              7 |            90% |
|             19 |         0.7610 |       00:00:13 |              7 |            90% |
|             20 |         0.7417 |       00:00:14 |              7 |            90% |
|             21 |         0.7866 |       00:00:14 |              7 |            90% |
|             22 |         0.8115 |       00:00:12 |              7 |            90% |
|             23 |         0.7567 |       00:00:13 |              7 |            90% |
|             24 |         0.7504 |       00:00:13 |              7 |            90% |
|             25 |         0.7765 |       00:00:13 |              7 |            90% |
|             26 |         0.7244 |       00:00:13 |              7 |            90% |
|             27 |         0.7478 |       00:00:13 |              7 |            90% |
|             28 |         0.7181 |       00:00:14 |              7 |            90% |
|             29 |         0.7277 |       00:00:13 |              7 |            90% |
|             30 |         0.7405 |       00:00:14 |              7 |            90% |
|             31 |         0.7611 |       00:00:13 |              7 |            90% |
|             32 |         0.7669 |       00:00:13 |              7 |            90% |
|             33 |         0.7268 |       00:00:13 |              7 |            90% |
|             34 |         0.7432 |       00:00:13 |              7 |            90% |
|             35 |         0.7824 |       00:00:13 |              7 |            90% |
|             36 |         0.7720 |       00:00:12 |              7 |            90% |
|             37 |         0.7585 |       00:00:13 |              7 |            90% |
|             38 |         0.7535 |       00:00:13 |              7 |            90% |
|             39 |         0.7913 |       00:00:13 |              7 |            90% |
|             40 |         0.7570 |       00:00:13 |              7 |            90% |
|             41 |         0.7079 |       00:00:13 |              7 |            90% |
|             42 |         0.7597 |       00:00:13 |              7 |            90% |
|             43 |         0.7482 |       00:00:14 |              7 |            90% |
|             44 |         0.7553 |       00:00:13 |              7 |            90% |
|             45 |         0.7731 |       00:00:13 |              7 |            90% |
|             46 |         0.7256 |       00:00:13 |              7 |            90% |
|             47 |         0.7517 |       00:00:12 |              7 |            90% |
|             48 |         0.7672 |       00:00:14 |              7 |            90% |
|             49 |         0.7736 |       00:00:10 |              7 |            90% |
|             50 |         0.7849 |       00:00:14 |              7 |            90% |
|              1 |         0.7484 |       00:00:15 |              8 |            90% |
|              2 |         0.7075 |       00:00:13 |              8 |            90% |
|              3 |         0.7892 |       00:00:13 |              8 |            90% |
|              4 |         0.8114 |       00:00:14 |              8 |            90% |
|              5 |         0.7669 |       00:00:13 |              8 |            90% |
|              6 |         0.7800 |       00:00:12 |              8 |            90% |
|              7 |         0.7069 |       00:00:14 |              8 |            90% |
|              8 |         0.7458 |       00:00:14 |              8 |            90% |
|              9 |         0.7489 |       00:00:14 |              8 |            90% |
|             10 |         0.7045 |       00:00:14 |              8 |            90% |
|             11 |         0.6867 |       00:00:13 |              8 |            90% |
|             12 |         0.7201 |       00:00:13 |              8 |            90% |
|             13 |         0.7424 |       00:00:13 |              8 |            90% |
|             14 |         0.7442 |       00:00:14 |              8 |            90% |
|             15 |         0.7107 |       00:00:13 |              8 |            90% |
|             16 |         0.7960 |       00:00:15 |              8 |            90% |
|             17 |         0.7958 |       00:00:13 |              8 |            90% |
|             18 |         0.7735 |       00:00:14 |              8 |            90% |
|             19 |         0.7416 |       00:00:14 |              8 |            90% |
|             20 |         0.7078 |       00:00:15 |              8 |            90% |
|             21 |         0.7732 |       00:00:14 |              8 |            90% |
|             22 |         0.8114 |       00:00:13 |              8 |            90% |
|             23 |         0.7719 |       00:00:15 |              8 |            90% |
|             24 |         0.7338 |       00:00:14 |              8 |            90% |
|             25 |         0.6803 |       00:00:13 |              8 |            90% |
|             26 |         0.7311 |       00:00:13 |              8 |            90% |
|             27 |         0.8164 |       00:00:13 |              8 |            90% |
|             28 |         0.7574 |       00:00:14 |              8 |            90% |
|             29 |         0.7581 |       00:00:13 |              8 |            90% |
|             30 |         0.7313 |       00:00:13 |              8 |            90% |
|             31 |         0.7388 |       00:00:12 |              8 |            90% |
|             32 |         0.7845 |       00:00:16 |              8 |            90% |
|             33 |         0.7725 |       00:00:13 |              8 |            90% |
|             34 |         0.7423 |       00:00:13 |              8 |            90% |
|             35 |         0.7026 |       00:00:12 |              8 |            90% |
|             36 |         0.7358 |       00:00:13 |              8 |            90% |
|             37 |         0.7356 |       00:00:13 |              8 |            90% |
|             38 |         0.7787 |       00:00:15 |              8 |            90% |
|             39 |         0.8011 |       00:00:14 |              8 |            90% |
|             40 |         0.7698 |       00:00:13 |              8 |            90% |
|             41 |         0.7511 |       00:00:14 |              8 |            90% |
|             42 |         0.7444 |       00:00:13 |              8 |            90% |
|             43 |         0.7105 |       00:00:15 |              8 |            90% |
|             44 |         0.7376 |       00:00:14 |              8 |            90% |
|             45 |         0.7505 |       00:00:14 |              8 |            90% |
|             46 |         0.6658 |       00:00:13 |              8 |            90% |
|             47 |         0.8034 |       00:00:13 |              8 |            90% |
|             48 |         0.8132 |       00:00:14 |              8 |            90% |
|             49 |         0.8048 |       00:00:11 |              8 |            90% |
|             50 |         0.7073 |       00:00:11 |              8 |            90% |
|              1 |         0.7881 |       00:00:17 |              9 |            90% |
|              2 |         0.7626 |       00:00:13 |              9 |            90% |
|              3 |         0.8142 |       00:00:15 |              9 |            90% |
|              4 |         0.7892 |       00:00:15 |              9 |            90% |
|              5 |         0.8014 |       00:00:13 |              9 |            90% |
|              6 |         0.7091 |       00:00:13 |              9 |            90% |
|              7 |         0.6926 |       00:00:14 |              9 |            90% |
|              8 |         0.7729 |       00:00:15 |              9 |            90% |
|              9 |         0.7952 |       00:00:14 |              9 |            90% |
|             10 |         0.7618 |       00:00:14 |              9 |            90% |
|             11 |         0.7448 |       00:00:13 |              9 |            90% |
|             12 |         0.7974 |       00:00:13 |              9 |            90% |
|             13 |         0.7470 |       00:00:13 |              9 |            90% |
|             14 |         0.7453 |       00:00:16 |              9 |            90% |
|             15 |         0.7892 |       00:00:13 |              9 |            90% |
|             16 |         0.7818 |       00:00:14 |              9 |            90% |
|             17 |         0.7846 |       00:00:13 |              9 |            90% |
|             18 |         0.7897 |       00:00:17 |              9 |            90% |
|             19 |         0.7394 |       00:00:13 |              9 |            90% |
|             20 |         0.7611 |       00:00:15 |              9 |            90% |
|             21 |         0.8172 |       00:00:14 |              9 |            90% |
|             22 |         0.8148 |       00:00:13 |              9 |            90% |
|             23 |         0.7544 |       00:00:14 |              9 |            90% |
|             24 |         0.7320 |       00:00:14 |              9 |            90% |
|             25 |         0.7546 |       00:00:14 |              9 |            90% |
|             26 |         0.7560 |       00:00:14 |              9 |            90% |
|             27 |         0.7813 |       00:00:13 |              9 |            90% |
|             28 |         0.7835 |       00:00:13 |              9 |            90% |
|             29 |         0.7886 |       00:00:13 |              9 |            90% |
|             30 |         0.7534 |       00:00:14 |              9 |            90% |
|             31 |         0.7485 |       00:00:13 |              9 |            90% |
|             32 |         0.7407 |       00:00:14 |              9 |            90% |
|             33 |         0.7937 |       00:00:13 |              9 |            90% |
|             34 |         0.8310 |       00:00:13 |              9 |            90% |
|             35 |         0.7645 |       00:00:13 |              9 |            90% |
|             36 |         0.7789 |       00:00:13 |              9 |            90% |
|             37 |         0.7706 |       00:00:13 |              9 |            90% |
|             38 |         0.7732 |       00:00:13 |              9 |            90% |
|             39 |         0.7168 |       00:00:13 |              9 |            90% |
|             40 |         0.7730 |       00:00:13 |              9 |            90% |
|             41 |         0.7904 |       00:00:13 |              9 |            90% |
|             42 |         0.7519 |       00:00:13 |              9 |            90% |
|             43 |         0.8223 |       00:00:13 |              9 |            90% |
|             44 |         0.7683 |       00:00:13 |              9 |            90% |
|             45 |         0.7672 |       00:00:13 |              9 |            90% |
