|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.5505 |       00:00:01 |              5 |            90% |
|              2 |         0.8010 |       00:00:02 |              5 |            90% |
|              3 |         0.8629 |       00:00:01 |              5 |            90% |
|              4 |         0.8619 |       00:00:01 |              5 |            90% |
|              5 |         0.6895 |       00:00:01 |              5 |            90% |
|              6 |         0.7686 |       00:00:01 |              5 |            90% |
|              7 |         0.7829 |       00:00:01 |              5 |            90% |
|              8 |         0.8352 |       00:00:01 |              5 |            90% |
|              9 |         0.9057 |       00:00:01 |              5 |            90% |
|             10 |         0.7905 |       00:00:01 |              5 |            90% |
|             11 |         0.7724 |       00:00:01 |              5 |            90% |
|             12 |         0.7486 |       00:00:01 |              5 |            90% |
|             13 |         0.6019 |       00:00:01 |              5 |            90% |
|             14 |         0.7086 |       00:00:01 |              5 |            90% |
|             15 |         0.6552 |       00:00:01 |              5 |            90% |
|             16 |         0.7638 |       00:00:01 |              5 |            90% |
|             17 |         0.7733 |       00:00:01 |              5 |            90% |
|             18 |         0.6943 |       00:00:01 |              5 |            90% |
|             19 |         0.7943 |       00:00:01 |              5 |            90% |
|             20 |         0.8457 |       00:00:01 |              5 |            90% |
|             21 |         0.7010 |       00:00:02 |              5 |            90% |
|             22 |         0.9314 |       00:00:01 |              5 |            90% |
|             23 |         0.7895 |       00:00:01 |              5 |            90% |
|             24 |         0.8352 |       00:00:01 |              5 |            90% |
|             25 |         0.8476 |       00:00:01 |              5 |            90% |
|             26 |         0.7419 |       00:00:01 |              5 |            90% |
|             27 |         0.7457 |       00:00:01 |              5 |            90% |
|             28 |         0.7524 |       00:00:01 |              5 |            90% |
|             29 |         0.8333 |       00:00:01 |              5 |            90% |
|             30 |         0.8514 |       00:00:01 |              5 |            90% |
|             31 |         0.7638 |       00:00:01 |              5 |            90% |
|             32 |         0.5352 |       00:00:01 |              5 |            90% |
|             33 |         0.7743 |       00:00:02 |              5 |            90% |
|             34 |         0.8781 |       00:00:01 |              5 |            90% |
|             35 |         0.7981 |       00:00:01 |              5 |            90% |
|             36 |         0.7200 |       00:00:01 |              5 |            90% |
|             37 |         0.8067 |       00:00:01 |              5 |            90% |
|             38 |         0.7771 |       00:00:01 |              5 |            90% |
|             39 |         0.9305 |       00:00:01 |              5 |            90% |
|             40 |         0.8810 |       00:00:01 |              5 |            90% |
|             41 |         0.8724 |       00:00:01 |              5 |            90% |
|             42 |         0.7543 |       00:00:01 |              5 |            90% |
|             43 |         0.7981 |       00:00:01 |              5 |            90% |
|             44 |         0.7771 |       00:00:01 |              5 |            90% |
|             45 |         0.8267 |       00:00:01 |              5 |            90% |
|             46 |         0.8886 |       00:00:01 |              5 |            90% |
|             47 |         0.6857 |       00:00:01 |              5 |            90% |
|             48 |         0.6190 |       00:00:01 |              5 |            90% |
|             49 |         0.8448 |       00:00:01 |              5 |            90% |
|             50 |         0.7581 |       00:00:01 |              5 |            90% |
|              1 |         0.3267 |       00:00:01 |              6 |            90% |
|              2 |         0.7857 |       00:00:01 |              6 |            90% |
|              3 |         0.8438 |       00:00:01 |              6 |            90% |
|              4 |         0.7314 |       00:00:01 |              6 |            90% |
|              5 |         0.8086 |       00:00:01 |              6 |            90% |
|              6 |         0.9838 |       00:00:01 |              6 |            90% |
|              7 |         0.7590 |       00:00:01 |              6 |            90% |
|              8 |         0.8743 |       00:00:01 |              6 |            90% |
|              9 |         0.8229 |       00:00:01 |              6 |            90% |
|             10 |         0.8381 |       00:00:01 |              6 |            90% |
|             11 |         0.7990 |       00:00:01 |              6 |            90% |
|             12 |         0.7781 |       00:00:01 |              6 |            90% |
|             13 |         0.8095 |       00:00:01 |              6 |            90% |
|             14 |         0.7610 |       00:00:01 |              6 |            90% |
|             15 |         0.7676 |       00:00:01 |              6 |            90% |
|             16 |         0.6610 |       00:00:01 |              6 |            90% |
|             17 |         0.6086 |       00:00:01 |              6 |            90% |
|             18 |         0.6581 |       00:00:01 |              6 |            90% |
|             19 |         0.8267 |       00:00:01 |              6 |            90% |
|             20 |         0.8476 |       00:00:01 |              6 |            90% |
|             21 |         0.6486 |       00:00:01 |              6 |            90% |
|             22 |         0.8314 |       00:00:01 |              6 |            90% |
|             23 |         0.6867 |       00:00:01 |              6 |            90% |
|             24 |         0.9419 |       00:00:01 |              6 |            90% |
|             25 |         0.9629 |       00:00:01 |              6 |            90% |
|             26 |         0.8971 |       00:00:01 |              6 |            90% |
|             27 |         0.9305 |       00:00:01 |              6 |            90% |
|             28 |         0.7610 |       00:00:01 |              6 |            90% |
|             29 |         0.9171 |       00:00:01 |              6 |            90% |
|             30 |         0.9143 |       00:00:01 |              6 |            90% |
|             31 |         0.6524 |       00:00:01 |              6 |            90% |
|             32 |         0.9029 |       00:00:01 |              6 |            90% |
|             33 |         0.8610 |       00:00:01 |              6 |            90% |
|             34 |         0.7562 |       00:00:01 |              6 |            90% |
|             35 |         0.5848 |       00:00:01 |              6 |            90% |
|             36 |         0.8829 |       00:00:01 |              6 |            90% |
|             37 |         0.9095 |       00:00:01 |              6 |            90% |
|             38 |         0.8895 |       00:00:01 |              6 |            90% |
|             39 |         0.7876 |       00:00:01 |              6 |            90% |
|             40 |         0.9181 |       00:00:01 |              6 |            90% |
|             41 |         0.9743 |       00:00:01 |              6 |            90% |
|             42 |         0.8600 |       00:00:01 |              6 |            90% |
|             43 |         0.6505 |       00:00:01 |              6 |            90% |
|             44 |         0.6371 |       00:00:01 |              6 |            90% |
|             45 |         0.9248 |       00:00:01 |              6 |            90% |
|             46 |         0.9171 |       00:00:01 |              6 |            90% |
|             47 |         0.8810 |       00:00:01 |              6 |            90% |
|             48 |         0.7029 |       00:00:01 |              6 |            90% |
|             49 |         0.8048 |       00:00:01 |              6 |            90% |
|             50 |         0.7724 |       00:00:01 |              6 |            90% |
|              1 |         0.6476 |       00:00:01 |              7 |            90% |
|              2 |         0.7914 |       00:00:01 |              7 |            90% |
|              3 |         0.9210 |       00:00:01 |              7 |            90% |
|              4 |         0.5924 |       00:00:01 |              7 |            90% |
|              5 |         0.6867 |       00:00:01 |              7 |            90% |
|              6 |         0.9829 |       00:00:01 |              7 |            90% |
|              7 |         0.5905 |       00:00:01 |              7 |            90% |
|              8 |         0.8105 |       00:00:01 |              7 |            90% |
|              9 |         0.6219 |       00:00:01 |              7 |            90% |
|             10 |         0.8495 |       00:00:01 |              7 |            90% |
|             11 |         0.9448 |       00:00:01 |              7 |            90% |
|             12 |         0.9629 |       00:00:01 |              7 |            90% |
|             13 |         0.7152 |       00:00:01 |              7 |            90% |
|             14 |         0.9400 |       00:00:01 |              7 |            90% |
|             15 |         0.7086 |       00:00:01 |              7 |            90% |
|             16 |         0.7695 |       00:00:01 |              7 |            90% |
|             17 |         0.7733 |       00:00:01 |              7 |            90% |
|             18 |         0.5781 |       00:00:01 |              7 |            90% |
|             19 |         0.9343 |       00:00:01 |              7 |            90% |
|             20 |         0.6524 |       00:00:01 |              7 |            90% |
|             21 |         0.8657 |       00:00:01 |              7 |            90% |
|             22 |         0.4248 |       00:00:01 |              7 |            90% |
|             23 |         0.8619 |       00:00:01 |              7 |            90% |
|             24 |         0.5752 |       00:00:01 |              7 |            90% |
|             25 |         0.8857 |       00:00:01 |              7 |            90% |
|             26 |         0.8019 |       00:00:01 |              7 |            90% |
|             27 |         0.9381 |       00:00:01 |              7 |            90% |
|             28 |         0.9286 |       00:00:01 |              7 |            90% |
|             29 |         0.9305 |       00:00:01 |              7 |            90% |
|             30 |         0.9019 |       00:00:01 |              7 |            90% |
|             31 |         0.6486 |       00:00:01 |              7 |            90% |
|             32 |         0.6695 |       00:00:01 |              7 |            90% |
|             33 |         0.6210 |       00:00:01 |              7 |            90% |
|             34 |         0.9467 |       00:00:01 |              7 |            90% |
|             35 |         0.7371 |       00:00:01 |              7 |            90% |
|             36 |         0.6610 |       00:00:01 |              7 |            90% |
|             37 |         0.9152 |       00:00:01 |              7 |            90% |
|             38 |         0.7476 |       00:00:01 |              7 |            90% |
|             39 |         0.6781 |       00:00:01 |              7 |            90% |
|             40 |         0.6543 |       00:00:01 |              7 |            90% |
|             41 |         0.8610 |       00:00:01 |              7 |            90% |
|             42 |         0.9790 |       00:00:01 |              7 |            90% |
|             43 |         0.9086 |       00:00:01 |              7 |            90% |
|             44 |         0.8057 |       00:00:01 |              7 |            90% |
|             45 |         0.4695 |       00:00:01 |              7 |            90% |
|             46 |         0.6990 |       00:00:01 |              7 |            90% |
|             47 |         0.4657 |       00:00:01 |              7 |            90% |
|             48 |         0.7210 |       00:00:01 |              7 |            90% |
|             49 |         0.6219 |       00:00:01 |              7 |            90% |
|             50 |         0.9314 |       00:00:01 |              7 |            90% |
|              1 |         0.9048 |       00:00:01 |              8 |            90% |
|              2 |         0.7933 |       00:00:01 |              8 |            90% |
|              3 |         0.8105 |       00:00:01 |              8 |            90% |
|              4 |         0.9610 |       00:00:01 |              8 |            90% |
|              5 |         0.9010 |       00:00:01 |              8 |            90% |
|              6 |         0.8124 |       00:00:01 |              8 |            90% |
|              7 |         0.4619 |       00:00:01 |              8 |            90% |
|              8 |         0.7495 |       00:00:01 |              8 |            90% |
|              9 |         0.6667 |       00:00:01 |              8 |            90% |
|             10 |         0.9114 |       00:00:01 |              8 |            90% |
|             11 |         0.8810 |       00:00:01 |              8 |            90% |
|             12 |         0.7552 |       00:00:01 |              8 |            90% |
|             13 |         0.8238 |       00:00:01 |              8 |            90% |
|             14 |         0.8819 |       00:00:01 |              8 |            90% |
|             15 |         0.8667 |       00:00:01 |              8 |            90% |
|             16 |         0.9171 |       00:00:01 |              8 |            90% |
|             17 |         0.9314 |       00:00:01 |              8 |            90% |
|             18 |         0.6895 |       00:00:01 |              8 |            90% |
|             19 |         0.6324 |       00:00:01 |              8 |            90% |
|             20 |         0.9010 |       00:00:01 |              8 |            90% |
|             21 |         0.9181 |       00:00:01 |              8 |            90% |
|             22 |         0.9733 |       00:00:01 |              8 |            90% |
|             23 |         0.8762 |       00:00:01 |              8 |            90% |
|             24 |         0.6067 |       00:00:01 |              8 |            90% |
|             25 |         0.9029 |       00:00:01 |              8 |            90% |
|             26 |         0.9267 |       00:00:01 |              8 |            90% |
|             27 |         0.7400 |       00:00:01 |              8 |            90% |
|             28 |         0.7190 |       00:00:01 |              8 |            90% |
|             29 |         0.7714 |       00:00:01 |              8 |            90% |
|             30 |         0.6752 |       00:00:01 |              8 |            90% |
|             31 |         0.4905 |       00:00:01 |              8 |            90% |
|             32 |         0.9476 |       00:00:01 |              8 |            90% |
|             33 |         0.9800 |       00:00:01 |              8 |            90% |
|             34 |         0.6219 |       00:00:01 |              8 |            90% |
|             35 |         0.4162 |       00:00:01 |              8 |            90% |
|             36 |         0.4686 |       00:00:01 |              8 |            90% |
|             37 |         0.8524 |       00:00:01 |              8 |            90% |
|             38 |         0.9905 |       00:00:01 |              8 |            90% |
|             39 |         0.6324 |       00:00:01 |              8 |            90% |
|             40 |         0.7324 |       00:00:01 |              8 |            90% |
|             41 |         0.7210 |       00:00:01 |              8 |            90% |
|             42 |         0.8686 |       00:00:01 |              8 |            90% |
|             43 |         0.4524 |       00:00:01 |              8 |            90% |
|             44 |         0.5990 |       00:00:01 |              8 |            90% |
|             45 |         0.8695 |       00:00:01 |              8 |            90% |
|             46 |         0.8943 |       00:00:01 |              8 |            90% |
|             47 |         0.5933 |       00:00:01 |              8 |            90% |
|             48 |         0.9495 |       00:00:01 |              8 |            90% |
|             49 |         0.9790 |       00:00:01 |              8 |            90% |
|             50 |         0.6838 |       00:00:01 |              8 |            90% |
|              1 |         0.8914 |       00:00:01 |              9 |            90% |
|              2 |         0.9000 |       00:00:01 |              9 |            90% |
|              3 |         0.8381 |       00:00:01 |              9 |            90% |
|              4 |         0.5714 |       00:00:01 |              9 |            90% |
|              5 |         0.8133 |       00:00:01 |              9 |            90% |
|              6 |         0.7410 |       00:00:01 |              9 |            90% |
|              7 |         0.9838 |       00:00:01 |              9 |            90% |
|              8 |         0.9105 |       00:00:01 |              9 |            90% |
|              9 |         0.9514 |       00:00:01 |              9 |            90% |
|             10 |         0.8705 |       00:00:01 |              9 |            90% |
|             11 |         0.9648 |       00:00:01 |              9 |            90% |
|             12 |         0.9410 |       00:00:01 |              9 |            90% |
|             13 |         0.8333 |       00:00:01 |              9 |            90% |
|             14 |         0.4610 |       00:00:01 |              9 |            90% |
|             15 |         0.7762 |       00:00:01 |              9 |            90% |
|             16 |         0.8905 |       00:00:01 |              9 |            90% |
|             17 |         0.6867 |       00:00:01 |              9 |            90% |
|             18 |         0.9048 |       00:00:01 |              9 |            90% |
|             19 |         0.7486 |       00:00:01 |              9 |            90% |
|             20 |         0.5619 |       00:00:01 |              9 |            90% |
|             21 |         0.5371 |       00:00:01 |              9 |            90% |
|             22 |         0.7629 |       00:00:01 |              9 |            90% |
|             23 |         0.7305 |       00:00:01 |              9 |            90% |
|             24 |         0.8133 |       00:00:01 |              9 |            90% |
|             25 |         0.8057 |       00:00:01 |              9 |            90% |
|             26 |         0.9619 |       00:00:01 |              9 |            90% |
|             27 |         0.9600 |       00:00:01 |              9 |            90% |
|             28 |         0.9352 |       00:00:01 |              9 |            90% |
|             29 |         0.9676 |       00:00:01 |              9 |            90% |
|             30 |         0.9400 |       00:00:01 |              9 |            90% |
|             31 |         0.7867 |       00:00:01 |              9 |            90% |
|             32 |         0.8971 |       00:00:01 |              9 |            90% |
|             33 |         0.6114 |       00:00:01 |              9 |            90% |
|             34 |         0.6629 |       00:00:01 |              9 |            90% |
|             35 |         0.8752 |       00:00:01 |              9 |            90% |
|             36 |         0.9876 |       00:00:01 |              9 |            90% |
|             37 |         0.9590 |       00:00:01 |              9 |            90% |
|             38 |         0.7343 |       00:00:01 |              9 |            90% |
|             39 |         0.9400 |       00:00:01 |              9 |            90% |
|             40 |         0.2952 |       00:00:01 |              9 |            90% |
|             41 |         0.6610 |       00:00:01 |              9 |            90% |
|             42 |         0.5010 |       00:00:01 |              9 |            90% |
|             43 |         0.4724 |       00:00:01 |              9 |            90% |
|             44 |         0.9219 |       00:00:01 |              9 |            90% |
|             45 |         0.5029 |       00:00:01 |              9 |            90% |
