|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.7459 |       00:00:12 |              5 |            90% |
|              2 |         0.7575 |       00:00:11 |              5 |            90% |
|              3 |         0.7078 |       00:00:11 |              5 |            90% |
|              4 |         0.7329 |       00:00:13 |              5 |            90% |
|              5 |         0.7399 |       00:00:11 |              5 |            90% |
|              6 |         0.7247 |       00:00:11 |              5 |            90% |
|              7 |         0.7383 |       00:00:12 |              5 |            90% |
|              8 |         0.7441 |       00:00:13 |              5 |            90% |
|              9 |         0.7527 |       00:00:12 |              5 |            90% |
|             10 |         0.7151 |       00:00:12 |              5 |            90% |
|             11 |         0.7079 |       00:00:11 |              5 |            90% |
|             12 |         0.6865 |       00:00:11 |              5 |            90% |
|             13 |         0.7224 |       00:00:11 |              5 |            90% |
|             14 |         0.6895 |       00:00:12 |              5 |            90% |
|             15 |         0.6933 |       00:00:11 |              5 |            90% |
|             16 |         0.7550 |       00:00:11 |              5 |            90% |
|             17 |         0.7378 |       00:00:12 |              5 |            90% |
|             18 |         0.7335 |       00:00:11 |              5 |            90% |
|             19 |         0.7420 |       00:00:11 |              5 |            90% |
|             20 |         0.6881 |       00:00:12 |              5 |            90% |
|             21 |         0.7370 |       00:00:11 |              5 |            90% |
|             22 |         0.7519 |       00:00:11 |              5 |            90% |
|             23 |         0.7222 |       00:00:14 |              5 |            90% |
|             24 |         0.7234 |       00:00:11 |              5 |            90% |
|             25 |         0.7648 |       00:00:11 |              5 |            90% |
|             26 |         0.7461 |       00:00:11 |              5 |            90% |
|             27 |         0.7567 |       00:00:11 |              5 |            90% |
|             28 |         0.7376 |       00:00:11 |              5 |            90% |
|             29 |         0.7248 |       00:00:11 |              5 |            90% |
|             30 |         0.6906 |       00:00:12 |              5 |            90% |
|             31 |         0.7227 |       00:00:11 |              5 |            90% |
|             32 |         0.7442 |       00:00:11 |              5 |            90% |
|             33 |         0.7569 |       00:00:11 |              5 |            90% |
|             34 |         0.7071 |       00:00:11 |              5 |            90% |
|             35 |         0.7279 |       00:00:11 |              5 |            90% |
|             36 |         0.7115 |       00:00:11 |              5 |            90% |
|             37 |         0.7068 |       00:00:11 |              5 |            90% |
|             38 |         0.7503 |       00:00:11 |              5 |            90% |
|             39 |         0.7513 |       00:00:11 |              5 |            90% |
|             40 |         0.7171 |       00:00:11 |              5 |            90% |
|             41 |         0.7094 |       00:00:11 |              5 |            90% |
|             42 |         0.7297 |       00:00:11 |              5 |            90% |
|             43 |         0.7311 |       00:00:11 |              5 |            90% |
|             44 |         0.7235 |       00:00:11 |              5 |            90% |
|             45 |         0.7301 |       00:00:11 |              5 |            90% |
|             46 |         0.7566 |       00:00:11 |              5 |            90% |
|             47 |         0.7608 |       00:00:11 |              5 |            90% |
|             48 |         0.7069 |       00:00:11 |              5 |            90% |
|             49 |         0.7433 |       00:00:09 |              5 |            90% |
|             50 |         0.6923 |       00:00:09 |              5 |            90% |
|              1 |         0.7796 |       00:00:11 |              6 |            90% |
|              2 |         0.7998 |       00:00:11 |              6 |            90% |
|              3 |         0.7255 |       00:00:11 |              6 |            90% |
|              4 |         0.8052 |       00:00:11 |              6 |            90% |
|              5 |         0.7685 |       00:00:11 |              6 |            90% |
|              6 |         0.7348 |       00:00:11 |              6 |            90% |
|              7 |         0.7755 |       00:00:11 |              6 |            90% |
|              8 |         0.7718 |       00:00:11 |              6 |            90% |
|              9 |         0.7640 |       00:00:12 |              6 |            90% |
|             10 |         0.7211 |       00:00:11 |              6 |            90% |
|             11 |         0.7685 |       00:00:11 |              6 |            90% |
|             12 |         0.7203 |       00:00:11 |              6 |            90% |
|             13 |         0.7857 |       00:00:11 |              6 |            90% |
|             14 |         0.7666 |       00:00:13 |              6 |            90% |
|             15 |         0.7373 |       00:00:11 |              6 |            90% |
|             16 |         0.7609 |       00:00:11 |              6 |            90% |
|             17 |         0.7896 |       00:00:12 |              6 |            90% |
|             18 |         0.7432 |       00:00:11 |              6 |            90% |
|             19 |         0.8118 |       00:00:12 |              6 |            90% |
|             20 |         0.8026 |       00:00:12 |              6 |            90% |
|             21 |         0.7680 |       00:00:12 |              6 |            90% |
|             22 |         0.7821 |       00:00:11 |              6 |            90% |
|             23 |         0.7430 |       00:00:13 |              6 |            90% |
|             24 |         0.7396 |       00:00:12 |              6 |            90% |
|             25 |         0.7674 |       00:00:12 |              6 |            90% |
|             26 |         0.7310 |       00:00:12 |              6 |            90% |
|             27 |         0.7295 |       00:00:11 |              6 |            90% |
|             28 |         0.7324 |       00:00:11 |              6 |            90% |
|             29 |         0.7610 |       00:00:11 |              6 |            90% |
|             30 |         0.7839 |       00:00:15 |              6 |            90% |
|             31 |         0.7101 |       00:00:11 |              6 |            90% |
|             32 |         0.7577 |       00:00:11 |              6 |            90% |
|             33 |         0.7287 |       00:00:12 |              6 |            90% |
|             34 |         0.7315 |       00:00:11 |              6 |            90% |
|             35 |         0.7316 |       00:00:11 |              6 |            90% |
|             36 |         0.7463 |       00:00:13 |              6 |            90% |
|             37 |         0.7436 |       00:00:11 |              6 |            90% |
|             38 |         0.7842 |       00:00:11 |              6 |            90% |
|             39 |         0.7195 |       00:00:11 |              6 |            90% |
|             40 |         0.7443 |       00:00:11 |              6 |            90% |
|             41 |         0.7116 |       00:00:11 |              6 |            90% |
|             42 |         0.7158 |       00:00:11 |              6 |            90% |
|             43 |         0.7672 |       00:00:12 |              6 |            90% |
|             44 |         0.7285 |       00:00:11 |              6 |            90% |
|             45 |         0.8075 |       00:00:11 |              6 |            90% |
|             46 |         0.7417 |       00:00:12 |              6 |            90% |
|             47 |         0.7350 |       00:00:12 |              6 |            90% |
|             48 |         0.6870 |       00:00:10 |              6 |            90% |
|             49 |         0.7958 |       00:00:08 |              6 |            90% |
|             50 |         0.7295 |       00:00:10 |              6 |            90% |
|              1 |         0.7743 |       00:00:12 |              7 |            90% |
|              2 |         0.7875 |       00:00:11 |              7 |            90% |
|              3 |         0.7926 |       00:00:12 |              7 |            90% |
|              4 |         0.8165 |       00:00:12 |              7 |            90% |
|              5 |         0.7731 |       00:00:11 |              7 |            90% |
|              6 |         0.7602 |       00:00:11 |              7 |            90% |
|              7 |         0.7350 |       00:00:12 |              7 |            90% |
|              8 |         0.7849 |       00:00:14 |              7 |            90% |
|              9 |         0.7908 |       00:00:12 |              7 |            90% |
|             10 |         0.8020 |       00:00:11 |              7 |            90% |
|             11 |         0.7762 |       00:00:11 |              7 |            90% |
|             12 |         0.7758 |       00:00:11 |              7 |            90% |
|             13 |         0.8238 |       00:00:11 |              7 |            90% |
|             14 |         0.7623 |       00:00:11 |              7 |            90% |
|             15 |         0.7979 |       00:00:11 |              7 |            90% |
|             16 |         0.7898 |       00:00:11 |              7 |            90% |
|             17 |         0.8235 |       00:00:11 |              7 |            90% |
|             18 |         0.8219 |       00:00:11 |              7 |            90% |
|             19 |         0.7200 |       00:00:11 |              7 |            90% |
|             20 |         0.7718 |       00:00:11 |              7 |            90% |
|             21 |         0.7661 |       00:00:11 |              7 |            90% |
|             22 |         0.7934 |       00:00:11 |              7 |            90% |
|             23 |         0.7763 |       00:00:11 |              7 |            90% |
|             24 |         0.7972 |       00:00:12 |              7 |            90% |
|             25 |         0.7907 |       00:00:11 |              7 |            90% |
|             26 |         0.7827 |       00:00:12 |              7 |            90% |
|             27 |         0.7872 |       00:00:11 |              7 |            90% |
|             28 |         0.8046 |       00:00:11 |              7 |            90% |
|             29 |         0.8016 |       00:00:11 |              7 |            90% |
|             30 |         0.8098 |       00:00:11 |              7 |            90% |
|             31 |         0.7671 |       00:00:11 |              7 |            90% |
|             32 |         0.7823 |       00:00:11 |              7 |            90% |
|             33 |         0.8255 |       00:00:11 |              7 |            90% |
|             34 |         0.7770 |       00:00:11 |              7 |            90% |
|             35 |         0.8236 |       00:00:11 |              7 |            90% |
|             36 |         0.7591 |       00:00:11 |              7 |            90% |
|             37 |         0.8037 |       00:00:11 |              7 |            90% |
|             38 |         0.7791 |       00:00:11 |              7 |            90% |
|             39 |         0.7650 |       00:00:11 |              7 |            90% |
|             40 |         0.7939 |       00:00:11 |              7 |            90% |
|             41 |         0.7002 |       00:00:11 |              7 |            90% |
|             42 |         0.7791 |       00:00:11 |              7 |            90% |
|             43 |         0.7684 |       00:00:11 |              7 |            90% |
|             44 |         0.8480 |       00:00:11 |              7 |            90% |
|             45 |         0.7649 |       00:00:13 |              7 |            90% |
|             46 |         0.7688 |       00:00:12 |              7 |            90% |
|             47 |         0.7971 |       00:00:12 |              7 |            90% |
|             48 |         0.7782 |       00:00:11 |              7 |            90% |
|             49 |         0.8261 |       00:00:09 |              7 |            90% |
|             50 |         0.7831 |       00:00:10 |              7 |            90% |
|              1 |         0.7980 |       00:00:12 |              8 |            90% |
|              2 |         0.7667 |       00:00:12 |              8 |            90% |
|              3 |         0.8029 |       00:00:11 |              8 |            90% |
|              4 |         0.7856 |       00:00:12 |              8 |            90% |
|              5 |         0.8213 |       00:00:12 |              8 |            90% |
|              6 |         0.8029 |       00:00:12 |              8 |            90% |
|              7 |         0.7762 |       00:00:14 |              8 |            90% |
|              8 |         0.8443 |       00:00:11 |              8 |            90% |
|              9 |         0.8167 |       00:00:12 |              8 |            90% |
|             10 |         0.8050 |       00:00:13 |              8 |            90% |
|             11 |         0.7776 |       00:00:11 |              8 |            90% |
|             12 |         0.7465 |       00:00:11 |              8 |            90% |
|             13 |         0.7805 |       00:00:12 |              8 |            90% |
|             14 |         0.7979 |       00:00:13 |              8 |            90% |
|             15 |         0.7769 |       00:00:12 |              8 |            90% |
|             16 |         0.7464 |       00:00:12 |              8 |            90% |
|             17 |         0.7634 |       00:00:11 |              8 |            90% |
|             18 |         0.7956 |       00:00:12 |              8 |            90% |
|             19 |         0.7830 |       00:00:11 |              8 |            90% |
|             20 |         0.9004 |       00:00:13 |              8 |            90% |
|             21 |         0.7845 |       00:00:12 |              8 |            90% |
|             22 |         0.7950 |       00:00:11 |              8 |            90% |
|             23 |         0.8326 |       00:00:13 |              8 |            90% |
|             24 |         0.8321 |       00:00:13 |              8 |            90% |
|             25 |         0.7943 |       00:00:14 |              8 |            90% |
|             26 |         0.8162 |       00:00:11 |              8 |            90% |
|             27 |         0.8153 |       00:00:11 |              8 |            90% |
|             28 |         0.8270 |       00:00:12 |              8 |            90% |
|             29 |         0.8467 |       00:00:11 |              8 |            90% |
|             30 |         0.7506 |       00:00:12 |              8 |            90% |
|             31 |         0.8070 |       00:00:12 |              8 |            90% |
|             32 |         0.8142 |       00:00:11 |              8 |            90% |
|             33 |         0.7960 |       00:00:12 |              8 |            90% |
|             34 |         0.8320 |       00:00:11 |              8 |            90% |
|             35 |         0.7854 |       00:00:11 |              8 |            90% |
|             36 |         0.7881 |       00:00:12 |              8 |            90% |
|             37 |         0.7568 |       00:00:11 |              8 |            90% |
|             38 |         0.7779 |       00:00:11 |              8 |            90% |
|             39 |         0.7965 |       00:00:12 |              8 |            90% |
|             40 |         0.8346 |       00:00:12 |              8 |            90% |
|             41 |         0.8301 |       00:00:12 |              8 |            90% |
|             42 |         0.8085 |       00:00:11 |              8 |            90% |
|             43 |         0.8039 |       00:00:11 |              8 |            90% |
|             44 |         0.7743 |       00:00:12 |              8 |            90% |
|             45 |         0.8459 |       00:00:11 |              8 |            90% |
|             46 |         0.8210 |       00:00:12 |              8 |            90% |
|             47 |         0.8205 |       00:00:11 |              8 |            90% |
|             48 |         0.8206 |       00:00:11 |              8 |            90% |
|             49 |         0.8204 |       00:00:09 |              8 |            90% |
|             50 |         0.8472 |       00:00:10 |              8 |            90% |
|              1 |         0.8124 |       00:00:13 |              9 |            90% |
|              2 |         0.8183 |       00:00:12 |              9 |            90% |
|              3 |         0.7927 |       00:00:11 |              9 |            90% |
|              4 |         0.8014 |       00:00:13 |              9 |            90% |
|              5 |         0.7874 |       00:00:12 |              9 |            90% |
|              6 |         0.7924 |       00:00:11 |              9 |            90% |
|              7 |         0.8277 |       00:00:12 |              9 |            90% |
|              8 |         0.8003 |       00:00:12 |              9 |            90% |
|              9 |         0.8438 |       00:00:15 |              9 |            90% |
|             10 |         0.8221 |       00:00:12 |              9 |            90% |
|             11 |         0.7774 |       00:00:11 |              9 |            90% |
|             12 |         0.7951 |       00:00:11 |              9 |            90% |
|             13 |         0.8044 |       00:00:12 |              9 |            90% |
|             14 |         0.8306 |       00:00:12 |              9 |            90% |
|             15 |         0.8299 |       00:00:11 |              9 |            90% |
|             16 |         0.8280 |       00:00:12 |              9 |            90% |
|             17 |         0.8006 |       00:00:12 |              9 |            90% |
|             18 |         0.8375 |       00:00:13 |              9 |            90% |
|             19 |         0.8553 |       00:00:13 |              9 |            90% |
|             20 |         0.7689 |       00:00:13 |              9 |            90% |
|             21 |         0.8338 |       00:00:12 |              9 |            90% |
|             22 |         0.8095 |       00:00:11 |              9 |            90% |
|             23 |         0.8232 |       00:00:14 |              9 |            90% |
|             24 |         0.8190 |       00:00:12 |              9 |            90% |
|             25 |         0.8018 |       00:00:14 |              9 |            90% |
|             26 |         0.7944 |       00:00:13 |              9 |            90% |
|             27 |         0.8106 |       00:00:11 |              9 |            90% |
|             28 |         0.8153 |       00:00:11 |              9 |            90% |
|             29 |         0.8127 |       00:00:11 |              9 |            90% |
|             30 |         0.8163 |       00:00:12 |              9 |            90% |
|             31 |         0.7693 |       00:00:11 |              9 |            90% |
|             32 |         0.8159 |       00:00:12 |              9 |            90% |
|             33 |         0.8265 |       00:00:12 |              9 |            90% |
|             34 |         0.7842 |       00:00:11 |              9 |            90% |
|             35 |         0.7962 |       00:00:11 |              9 |            90% |
|             36 |         0.8318 |       00:00:12 |              9 |            90% |
|             37 |         0.8455 |       00:00:11 |              9 |            90% |
|             38 |         0.8492 |       00:00:11 |              9 |            90% |
|             39 |         0.7915 |       00:00:12 |              9 |            90% |
|             40 |         0.8400 |       00:00:13 |              9 |            90% |
|             41 |         0.8211 |       00:00:12 |              9 |            90% |
|             42 |         0.7977 |       00:00:12 |              9 |            90% |
|             43 |         0.7678 |       00:00:12 |              9 |            90% |
|             44 |         0.8358 |       00:00:12 |              9 |            90% |
|             45 |         0.8227 |       00:00:11 |              9 |            90% |
