|====================================================================================|
|    Iteration   |      AUC       |  Time Elapsed  |Encoded subgraph|   Train ratio  |
|                |                |   (hh:mm:ss)   |      (K)       |       %        |
|====================================================================================|
|              1 |         0.9175 |       00:00:02 |              5 |            90% |
|              2 |         0.8442 |       00:00:02 |              5 |            90% |
|              3 |         0.9643 |       00:00:02 |              5 |            90% |
|              4 |         0.8312 |       00:00:03 |              5 |            90% |
|              5 |         0.7916 |       00:00:02 |              5 |            90% |
|              6 |         0.7714 |       00:00:02 |              5 |            90% |
|              7 |         0.7260 |       00:00:02 |              5 |            90% |
|              8 |         0.7571 |       00:00:02 |              5 |            90% |
|              9 |         0.8481 |       00:00:02 |              5 |            90% |
|             10 |         0.7864 |       00:00:03 |              5 |            90% |
|             11 |         0.6552 |       00:00:02 |              5 |            90% |
|             12 |         0.8195 |       00:00:02 |              5 |            90% |
|             13 |         0.7714 |       00:00:02 |              5 |            90% |
|             14 |         0.6357 |       00:00:02 |              5 |            90% |
|             15 |         0.7273 |       00:00:02 |              5 |            90% |
|             16 |         0.8494 |       00:00:03 |              5 |            90% |
|             17 |         0.9097 |       00:00:02 |              5 |            90% |
|             18 |         0.8455 |       00:00:02 |              5 |            90% |
|             19 |         0.7682 |       00:00:02 |              5 |            90% |
|             20 |         0.8578 |       00:00:03 |              5 |            90% |
|             21 |         0.7903 |       00:00:02 |              5 |            90% |
|             22 |         0.7844 |       00:00:02 |              5 |            90% |
|             23 |         0.7877 |       00:00:02 |              5 |            90% |
|             24 |         0.7688 |       00:00:03 |              5 |            90% |
|             25 |         0.6805 |       00:00:02 |              5 |            90% |
|             26 |         0.7799 |       00:00:02 |              5 |            90% |
|             27 |         0.6734 |       00:00:02 |              5 |            90% |
|             28 |         0.6974 |       00:00:02 |              5 |            90% |
|             29 |         0.7740 |       00:00:02 |              5 |            90% |
|             30 |         0.7584 |       00:00:02 |              5 |            90% |
|             31 |         0.8916 |       00:00:02 |              5 |            90% |
|             32 |         0.8195 |       00:00:03 |              5 |            90% |
|             33 |         0.7383 |       00:00:02 |              5 |            90% |
|             34 |         0.7461 |       00:00:02 |              5 |            90% |
|             35 |         0.7669 |       00:00:02 |              5 |            90% |
|             36 |         0.8195 |       00:00:02 |              5 |            90% |
|             37 |         0.7792 |       00:00:02 |              5 |            90% |
|             38 |         0.7221 |       00:00:02 |              5 |            90% |
|             39 |         0.7844 |       00:00:02 |              5 |            90% |
|             40 |         0.8870 |       00:00:03 |              5 |            90% |
|             41 |         0.9266 |       00:00:02 |              5 |            90% |
|             42 |         0.9396 |       00:00:02 |              5 |            90% |
|             43 |         0.7877 |       00:00:02 |              5 |            90% |
|             44 |         0.8039 |       00:00:02 |              5 |            90% |
|             45 |         0.8890 |       00:00:02 |              5 |            90% |
|             46 |         0.7883 |       00:00:02 |              5 |            90% |
|             47 |         0.8273 |       00:00:02 |              5 |            90% |
|             48 |         0.9110 |       00:00:02 |              5 |            90% |
|             49 |         0.8435 |       00:00:02 |              5 |            90% |
|             50 |         0.7292 |       00:00:02 |              5 |            90% |
|              1 |         0.8318 |       00:00:02 |              6 |            90% |
|              2 |         0.7078 |       00:00:02 |              6 |            90% |
|              3 |         0.7331 |       00:00:02 |              6 |            90% |
|              4 |         0.8091 |       00:00:03 |              6 |            90% |
|              5 |         0.9208 |       00:00:02 |              6 |            90% |
|              6 |         0.9208 |       00:00:02 |              6 |            90% |
|              7 |         0.7610 |       00:00:02 |              6 |            90% |
|              8 |         0.8383 |       00:00:02 |              6 |            90% |
|              9 |         0.8351 |       00:00:02 |              6 |            90% |
|             10 |         0.7799 |       00:00:02 |              6 |            90% |
|             11 |         0.8922 |       00:00:02 |              6 |            90% |
|             12 |         0.9156 |       00:00:02 |              6 |            90% |
|             13 |         0.9130 |       00:00:02 |              6 |            90% |
|             14 |         0.8935 |       00:00:03 |              6 |            90% |
|             15 |         0.9377 |       00:00:02 |              6 |            90% |
|             16 |         0.8571 |       00:00:02 |              6 |            90% |
|             17 |         0.8727 |       00:00:02 |              6 |            90% |
|             18 |         0.8623 |       00:00:02 |              6 |            90% |
|             19 |         0.7734 |       00:00:02 |              6 |            90% |
|             20 |         0.8390 |       00:00:03 |              6 |            90% |
|             21 |         0.9286 |       00:00:02 |              6 |            90% |
|             22 |         0.7877 |       00:00:02 |              6 |            90% |
|             23 |         0.8422 |       00:00:02 |              6 |            90% |
|             24 |         0.7565 |       00:00:02 |              6 |            90% |
|             25 |         0.8312 |       00:00:02 |              6 |            90% |
|             26 |         0.7747 |       00:00:02 |              6 |            90% |
|             27 |         0.8481 |       00:00:02 |              6 |            90% |
|             28 |         0.9506 |       00:00:02 |              6 |            90% |
|             29 |         0.8714 |       00:00:02 |              6 |            90% |
|             30 |         0.8169 |       00:00:02 |              6 |            90% |
|             31 |         0.9500 |       00:00:02 |              6 |            90% |
|             32 |         0.7948 |       00:00:02 |              6 |            90% |
|             33 |         0.8214 |       00:00:02 |              6 |            90% |
|             34 |         0.8429 |       00:00:02 |              6 |            90% |
|             35 |         0.7344 |       00:00:02 |              6 |            90% |
|             36 |         0.8708 |       00:00:02 |              6 |            90% |
|             37 |         0.8656 |       00:00:02 |              6 |            90% |
|             38 |         0.8929 |       00:00:02 |              6 |            90% |
|             39 |         0.8773 |       00:00:02 |              6 |            90% |
|             40 |         0.8234 |       00:00:02 |              6 |            90% |
|             41 |         0.8591 |       00:00:02 |              6 |            90% |
|             42 |         0.7708 |       00:00:02 |              6 |            90% |
|             43 |         0.8558 |       00:00:02 |              6 |            90% |
|             44 |         0.9338 |       00:00:02 |              6 |            90% |
|             45 |         0.7857 |       00:00:02 |              6 |            90% |
|             46 |         0.9156 |       00:00:02 |              6 |            90% |
|             47 |         0.9123 |       00:00:03 |              6 |            90% |
|             48 |         0.9442 |       00:00:02 |              6 |            90% |
|             49 |         0.7727 |       00:00:02 |              6 |            90% |
|             50 |         0.8429 |       00:00:02 |              6 |            90% |
|              1 |         0.8552 |       00:00:02 |              7 |            90% |
|              2 |         0.8688 |       00:00:02 |              7 |            90% |
|              3 |         0.7312 |       00:00:02 |              7 |            90% |
|              4 |         0.7987 |       00:00:03 |              7 |            90% |
|              5 |         0.8597 |       00:00:02 |              7 |            90% |
|              6 |         0.7377 |       00:00:02 |              7 |            90% |
|              7 |         0.8110 |       00:00:02 |              7 |            90% |
|              8 |         0.8578 |       00:00:02 |              7 |            90% |
|              9 |         0.9682 |       00:00:03 |              7 |            90% |
|             10 |         0.8851 |       00:00:02 |              7 |            90% |
|             11 |         0.8286 |       00:00:03 |              7 |            90% |
|             12 |         0.8039 |       00:00:02 |              7 |            90% |
|             13 |         0.8987 |       00:00:02 |              7 |            90% |
|             14 |         0.9526 |       00:00:03 |              7 |            90% |
|             15 |         0.8682 |       00:00:02 |              7 |            90% |
|             16 |         0.9487 |       00:00:03 |              7 |            90% |
|             17 |         0.9526 |       00:00:02 |              7 |            90% |
|             18 |         0.8701 |       00:00:02 |              7 |            90% |
|             19 |         0.8429 |       00:00:02 |              7 |            90% |
|             20 |         0.6610 |       00:00:02 |              7 |            90% |
|             21 |         0.7175 |       00:00:02 |              7 |            90% |
|             22 |         0.8429 |       00:00:02 |              7 |            90% |
|             23 |         0.9409 |       00:00:02 |              7 |            90% |
|             24 |         0.9292 |       00:00:02 |              7 |            90% |
|             25 |         0.8455 |       00:00:02 |              7 |            90% |
|             26 |         0.9325 |       00:00:02 |              7 |            90% |
|             27 |         0.7610 |       00:00:02 |              7 |            90% |
|             28 |         0.8792 |       00:00:02 |              7 |            90% |
|             29 |         0.9221 |       00:00:02 |              7 |            90% |
|             30 |         0.7942 |       00:00:03 |              7 |            90% |
|             31 |         0.8266 |       00:00:02 |              7 |            90% |
|             32 |         0.8260 |       00:00:02 |              7 |            90% |
|             33 |         0.8708 |       00:00:02 |              7 |            90% |
|             34 |         0.9019 |       00:00:02 |              7 |            90% |
|             35 |         0.9182 |       00:00:02 |              7 |            90% |
|             36 |         0.9565 |       00:00:02 |              7 |            90% |
|             37 |         0.9247 |       00:00:02 |              7 |            90% |
|             38 |         0.9279 |       00:00:02 |              7 |            90% |
|             39 |         0.9565 |       00:00:02 |              7 |            90% |
|             40 |         0.8448 |       00:00:02 |              7 |            90% |
|             41 |         0.9786 |       00:00:02 |              7 |            90% |
|             42 |         0.9032 |       00:00:02 |              7 |            90% |
|             43 |         0.8110 |       00:00:02 |              7 |            90% |
|             44 |         0.8260 |       00:00:02 |              7 |            90% |
|             45 |         0.7851 |       00:00:02 |              7 |            90% |
|             46 |         0.8156 |       00:00:02 |              7 |            90% |
|             47 |         0.8773 |       00:00:02 |              7 |            90% |
|             48 |         0.9175 |       00:00:02 |              7 |            90% |
|             49 |         0.8688 |       00:00:02 |              7 |            90% |
|             50 |         0.8318 |       00:00:02 |              7 |            90% |
|              1 |         0.7994 |       00:00:02 |              8 |            90% |
|              2 |         0.9981 |       00:00:02 |              8 |            90% |
|              3 |         0.9039 |       00:00:02 |              8 |            90% |
|              4 |         0.9597 |       00:00:02 |              8 |            90% |
|              5 |         0.9494 |       00:00:02 |              8 |            90% |
|              6 |         0.9305 |       00:00:02 |              8 |            90% |
|              7 |         0.8942 |       00:00:03 |              8 |            90% |
|              8 |         0.8584 |       00:00:02 |              8 |            90% |
|              9 |         0.9019 |       00:00:02 |              8 |            90% |
|             10 |         0.9065 |       00:00:02 |              8 |            90% |
|             11 |         0.8721 |       00:00:02 |              8 |            90% |
|             12 |         0.8201 |       00:00:02 |              8 |            90% |
|             13 |         0.8922 |       00:00:02 |              8 |            90% |
|             14 |         0.7955 |       00:00:02 |              8 |            90% |
|             15 |         0.7877 |       00:00:02 |              8 |            90% |
|             16 |         0.9688 |       00:00:02 |              8 |            90% |
|             17 |         0.7208 |       00:00:02 |              8 |            90% |
|             18 |         0.8052 |       00:00:02 |              8 |            90% |
|             19 |         0.9565 |       00:00:02 |              8 |            90% |
|             20 |         0.9383 |       00:00:03 |              8 |            90% |
|             21 |         0.8955 |       00:00:02 |              8 |            90% |
|             22 |         0.8896 |       00:00:02 |              8 |            90% |
|             23 |         0.8773 |       00:00:03 |              8 |            90% |
|             24 |         0.9136 |       00:00:02 |              8 |            90% |
|             25 |         0.8591 |       00:00:02 |              8 |            90% |
|             26 |         0.9208 |       00:00:02 |              8 |            90% |
|             27 |         0.8721 |       00:00:02 |              8 |            90% |
|             28 |         0.9364 |       00:00:02 |              8 |            90% |
|             29 |         0.9831 |       00:00:02 |              8 |            90% |
|             30 |         0.8429 |       00:00:02 |              8 |            90% |
|             31 |         0.9078 |       00:00:02 |              8 |            90% |
|             32 |         0.9344 |       00:00:02 |              8 |            90% |
|             33 |         0.9195 |       00:00:02 |              8 |            90% |
|             34 |         0.8870 |       00:00:02 |              8 |            90% |
|             35 |         0.8578 |       00:00:02 |              8 |            90% |
|             36 |         0.8773 |       00:00:02 |              8 |            90% |
|             37 |         0.7987 |       00:00:02 |              8 |            90% |
|             38 |         0.9643 |       00:00:02 |              8 |            90% |
|             39 |         0.8909 |       00:00:02 |              8 |            90% |
|             40 |         0.8364 |       00:00:02 |              8 |            90% |
|             41 |         0.9526 |       00:00:02 |              8 |            90% |
|             42 |         0.9325 |       00:00:02 |              8 |            90% |
|             43 |         0.8636 |       00:00:02 |              8 |            90% |
|             44 |         0.9279 |       00:00:02 |              8 |            90% |
|             45 |         0.8532 |       00:00:02 |              8 |            90% |
|             46 |         0.8584 |       00:00:02 |              8 |            90% |
|             47 |         0.8558 |       00:00:02 |              8 |            90% |
|             48 |         0.6195 |       00:00:02 |              8 |            90% |
|             49 |         0.8552 |       00:00:02 |              8 |            90% |
|             50 |         0.9539 |       00:00:02 |              8 |            90% |
|              1 |         0.9208 |       00:00:02 |              9 |            90% |
|              2 |         0.8201 |       00:00:02 |              9 |            90% |
|              3 |         0.9864 |       00:00:02 |              9 |            90% |
|              4 |         0.7818 |       00:00:03 |              9 |            90% |
|              5 |         0.9571 |       00:00:02 |              9 |            90% |
|              6 |         0.8610 |       00:00:02 |              9 |            90% |
|              7 |         0.8279 |       00:00:02 |              9 |            90% |
|              8 |         0.8792 |       00:00:02 |              9 |            90% |
|              9 |         0.8604 |       00:00:03 |              9 |            90% |
|             10 |         0.8571 |       00:00:02 |              9 |            90% |
|             11 |         0.8870 |       00:00:02 |              9 |            90% |
|             12 |         0.9500 |       00:00:02 |              9 |            90% |
|             13 |         0.8851 |       00:00:02 |              9 |            90% |
|             14 |         0.9338 |       00:00:02 |              9 |            90% |
|             15 |         0.9727 |       00:00:02 |              9 |            90% |
|             16 |         0.9792 |       00:00:02 |              9 |            90% |
|             17 |         0.7617 |       00:00:02 |              9 |            90% |
|             18 |         0.8338 |       00:00:02 |              9 |            90% |
|             19 |         0.9740 |       00:00:02 |              9 |            90% |
|             20 |         0.9364 |       00:00:03 |              9 |            90% |
|             21 |         0.9169 |       00:00:02 |              9 |            90% |
|             22 |         0.9032 |       00:00:02 |              9 |            90% |
|             23 |         0.5500 |       00:00:03 |              9 |            90% |
|             24 |         0.9091 |       00:00:02 |              9 |            90% |
|             25 |         0.9649 |       00:00:03 |              9 |            90% |
|             26 |         0.9305 |       00:00:02 |              9 |            90% |
|             27 |         0.8909 |       00:00:02 |              9 |            90% |
|             28 |         0.9610 |       00:00:02 |              9 |            90% |
|             29 |         0.8818 |       00:00:02 |              9 |            90% |
|             30 |         0.8571 |       00:00:02 |              9 |            90% |
|             31 |         0.8266 |       00:00:02 |              9 |            90% |
|             32 |         0.7377 |       00:00:03 |              9 |            90% |
|             33 |         0.8870 |       00:00:02 |              9 |            90% |
|             34 |         0.8188 |       00:00:02 |              9 |            90% |
|             35 |         0.9091 |       00:00:02 |              9 |            90% |
|             36 |         0.9227 |       00:00:02 |              9 |            90% |
|             37 |         0.8481 |       00:00:02 |              9 |            90% |
|             38 |         0.9318 |       00:00:02 |              9 |            90% |
|             39 |         0.9364 |       00:00:02 |              9 |            90% |
|             40 |         0.9779 |       00:00:03 |              9 |            90% |
|             41 |         0.8968 |       00:00:02 |              9 |            90% |
|             42 |         0.8857 |       00:00:02 |              9 |            90% |
|             43 |         0.7422 |       00:00:02 |              9 |            90% |
|             44 |         0.8656 |       00:00:02 |              9 |            90% |
|             45 |         0.9260 |       00:00:03 |              9 |            90% |
