TRAINRATIO,Metric,median,q25,q75,mean,sd,n_webs,MetricLabel
10,F1Score,0.5172585354279999,0.33568274702399997,0.5610200950645,0.4401428215594693,0.19219465071984462,290,F1
10,PR_AUC,0.583295481128,0.5062085522017501,0.62480981815675,0.5556617028690104,0.10131988230460161,290,PR-AUC
10,Precision,0.6821801278095,0.6250068321047499,0.74195027646625,0.6309649182978987,0.20713997590719016,290,Precision
10,ROC_AUC,0.7415840243915,0.6415341214385,0.77199228022175,0.7063689267929311,0.10137659581542022,290,ROC-AUC
10,Recall,0.4091824929275,0.24794012091775,0.473154656123,0.35728997141388524,0.17267888966858025,290,Recall
10,TestMCC,0.3769934902545,0.24054643377,0.430293892096,0.3347827848195886,0.16199462875719312,290,MCC
10,TestTSS,0.3256072649785,0.17374296029875,0.37047200144500003,0.28049515407713943,0.15428565250896265,290,TSS
20,F1Score,0.570239840263,0.4759286660155,0.66246703527575,0.5500608125978358,0.15002048914787636,290,F1
20,PR_AUC,0.5791484648495,0.5237409397875,0.6224928114445,0.5680822902057794,0.08384482944961834,290,PR-AUC
20,Precision,0.7537327493645001,0.668275901618,0.8117547710565001,0.7331926666380828,0.11936810200684328,290,Precision
20,ROC_AUC,0.757789878975,0.692112916904,0.831025871265,0.7505710391131276,0.10030394223696157,290,ROC-AUC
20,Recall,0.4628215664595,0.36605218855175,0.5674219379209999,0.45826399324828865,0.15122521923096932,290,Recall
20,TestMCC,0.4511961916965,0.35138342015225,0.54794693367,0.4398594054875141,0.15201841618491035,290,MCC
20,TestTSS,0.3819817910685,0.28105445116675,0.4958261587095,0.38057638798510907,0.15463675937658394,290,TSS
30,F1Score,0.6164466517375,0.5021222846495,0.6974214949499999,0.5918129336771931,0.1436042688802958,290,F1
30,PR_AUC,0.5750251375890001,0.52238889408,0.6351555430057501,0.5728982978338862,0.08450036952176229,290,PR-AUC
30,Precision,0.8227791785505001,0.72404843818125,0.879940290265,0.7922949295876379,0.11568916176172285,290,Precision
30,ROC_AUC,0.7843097790119999,0.7193000540527501,0.87029231259025,0.7816474078945103,0.101387882554672,290,ROC-AUC
30,Recall,0.4960233682515,0.4024484268245,0.6111547476429999,0.49450430076898966,0.15052821344293074,290,Recall
30,TestMCC,0.530108699644,0.39360738290200004,0.5963977265992499,0.4966625200011841,0.14735240636516395,290,MCC
30,TestTSS,0.441517348531,0.3114021381575,0.54483496065275,0.4284887772502145,0.1547272219970437,290,TSS
40,F1Score,0.6474360541224999,0.502320503833,0.717798994365,0.607458956670409,0.14868141483332545,290,F1
40,PR_AUC,0.5882485779935,0.5269704781255,0.6480515218405,0.5862206727953897,0.0928136985091236,290,PR-AUC
