TRAINRATIO,Metric,median,q25,q75,mean,sd,n_webs,MetricLabel
40,Precision,0.8664870190839999,0.77047086399225,0.91560101587425,0.8333049625905897,0.11011468726090184,290,Precision
40,ROC_AUC,0.8226647801575,0.74568171047875,0.883012579769,0.8053610389448724,0.09815349707571339,290,ROC-AUC
40,Recall,0.5278472222224999,0.403908118884,0.63184250960325,0.5029303320812375,0.15808891853846868,290,Recall
40,TestMCC,0.5723199236625001,0.41714477714525,0.62583332772275,0.5267650680990276,0.14521786695146385,290,MCC
40,TestTSS,0.480631091618,0.321675882257,0.570495709571,0.4494371473532224,0.15796877860349046,290,TSS
50,F1Score,0.6812458494455,0.50378582865875,0.733072351176,0.6149616883843707,0.16477270630806934,290,F1
50,PR_AUC,0.5978733693655,0.526832343459,0.66335909308025,0.5931308204277276,0.10542662666510377,290,PR-AUC
50,Precision,0.8865796995165001,0.8221545031824999,0.94087502281275,0.8616217009146794,0.10017399519276288,290,Precision
50,ROC_AUC,0.845691931467,0.779093503357,0.8965401302015,0.8257723871404518,0.092657791568969,290,ROC-AUC
50,Recall,0.5501129030484999,0.38343858803325004,0.6333989215695001,0.5084774100364663,0.17369477441662692,290,Recall
50,TestMCC,0.6067523812205,0.43278769447075,0.663722721436,0.5469524240666589,0.15190702569942,290,MCC
50,TestTSS,0.5211039876315,0.31920414327575003,0.589249429468,0.46439929269811275,0.16988784834635132,290,TSS
60,F1Score,0.6814184266234999,0.47753234316474996,0.7469405308865,0.6152259464607217,0.18194540496938955,290,F1
60,PR_AUC,0.5904539200765,0.51516025622025,0.6765695063895,0.5876655966047035,0.12391685361612582,290,PR-AUC
60,Precision,0.906523133035,0.846524218984,0.9543955750045,0.8791947879692276,0.10097853002160988,290,Precision
60,ROC_AUC,0.8544537579815,0.79331046059425,0.90632189860375,0.8375083976347242,0.09138826416136375,290,ROC-AUC
60,Recall,0.562727374529,0.3453482726425,0.6439664825689999,0.505754845915592,0.19081734693028318,290,Recall
60,TestMCC,0.6059657250475,0.45020812727799997,0.67880557917925,0.556944537878442,0.16302920953486708,290,MCC
60,TestTSS,0.5259449760765,0.30611435758475003,0.60609375,0.4693917540638235,0.18489668454541536,290,TSS
70,F1Score,0.6816333710005,0.488894907293,0.76339856065,0.618920602704677,0.19006362301486646,290,F1
70,PR_AUC,0.5827755732295,0.48177560441625,0.68688727905075,0.5762022007650379,0.14048057054338278,290,PR-AUC
70,Precision,0.9255934893845,0.86502616579375,0.9663733084295001,0.8977747827155793,0.09629876843360087,290,Precision
70,ROC_AUC,0.8663723883755,0.802814335053,0.917609443774,0.845099629809269,0.09588155276318897,290,ROC-AUC
70,Recall,0.560276948568,0.3479565877445,0.65833083625475,0.5087169747325131,0.19977725258840684,290,Recall
70,TestMCC,0.608560800266,0.45293294093325,0.7012479769172499,0.5690221967229552,0.16791013864927615,290,MCC
70,TestTSS,0.5235454545455,0.31697743530375,0.624335088874,0.47766103534003573,0.1932507504855655,290,TSS
80,F1Score,0.6725970078345,0.48020121081050005,0.7737462909285,0.6167528559776426,0.19966860449957005,290,F1
80,PR_AUC,0.5819611976185,0.45410562822975,0.68677990122325,0.5654516780735932,0.1506801839567786,290,PR-AUC
80,Precision,0.941964192131,0.8864718570219999,0.9771540723935,0.9139534607113035,0.09757090475219354,290,Precision
80,ROC_AUC,0.882618017868,0.82256062729575,0.9213880103205,0.853533001733007,0.10191332550656035,290,ROC-AUC
80,Recall,0.56,0.32757289377224996,0.6707335673125,0.5034934549225379,0.20985728124253364,290,Recall
80,TestMCC,0.6071948507705001,0.45583689544025,0.710355292979,0.5756409554482341,0.1755885309196459,290,MCC
80,TestTSS,0.523163265306,0.31394394699899997,0.647595307237,0.4785511559429362,0.20340412366735583,290,TSS
90,F1Score,0.6684323218154999,0.472853551618,0.789717709822,0.6159070767408038,0.21091270066018222,290,F1
90,PR_AUC,0.545032894305,0.4105091196245,0.6686785593935001,0.5392115631566449,0.16026884010497974,290,PR-AUC
90,Precision,0.959507613302,0.91447924642,0.99017661354075,0.9264941658607484,0.12317351840397825,290,Precision
90,ROC_AUC,0.898003968458,0.83611775494275,0.93905920300675,0.8632127063424793,0.11285536444318474,290,ROC-AUC
90,Recall,0.5422222222224999,0.3240991902835,0.69916666666675,0.5040848253840331,0.22342909776648698,290,Recall
90,TestMCC,0.6047341198895,0.457349796729,0.7295970174655,0.5844982969834651,0.18630842616451138,290,MCC
90,TestTSS,0.5018333333335,0.31476629753749996,0.660684793568,0.4835594411127052,0.21569818132409213,290,TSS
