[INFO] Processing dataset: SEW41_tax_mass
Processing with K = 10, node selection: random
[DivideNet] STANDARD split. Connectivity check: 0
[DivideNet] Test links accepted: 687 / 687 (100.0%)
[DivideNet] Attempts made: 687 | Failed attempts: 0
[Warning: [sample_neg] Pool 54 < need 3434 with role filter. Disabling
role filter.] 
[> In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('sample_neg_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m', 88)" style="font-weight:bold">sample_neg_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m',88,0)">line 88</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('WLNM_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m', 42)" style="font-weight:bold">WLNM_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m',42,0)">line 42</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('run_wlnm_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m', 168)" style="font-weight:bold">run_wlnm_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m',168,0)">line 168</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('Main', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m', 229)" style="font-weight:bold">Main</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m',229,0)">line 229</a>)] 
[NegPool] pool=12089 need_total=3434 a=2 eval_all=1 role_filter=1 | k_train=2060 k_test=10029
[sample_neg] Final link counts (use_role_filter = 1):
    Train Positive: 1030
    Train Negative: 2060
    Test  Positive: 687
    Test  Negative: 10029
Encoding 3090 subgraphs (K = 10)...
Progress: 10% - Elapsed: 2.9s
Progress: 20% - Elapsed: 3.4s
Progress: 30% - Elapsed: 3.9s
Progress: 40% - Elapsed: 4.4s
Progress: 50% - Elapsed: 4.9s
Progress: 60% - Elapsed: 5.4s
Progress: 70% - Elapsed: 5.8s
Progress: 80% - Elapsed: 6.4s
Progress: 90% - Elapsed: 6.8s
Progress: 100% - Elapsed: 7.3s
Done. Total time: 7.3s
Encoding 10716 subgraphs (K = 10)...
Progress: 10% - Elapsed: 1.6s
Progress: 20% - Elapsed: 3.2s
Progress: 30% - Elapsed: 4.8s
Progress: 40% - Elapsed: 6.3s
Progress: 50% - Elapsed: 7.8s
Progress: 60% - Elapsed: 9.2s
Progress: 70% - Elapsed: 10.5s
Progress: 80% - Elapsed: 11.9s
Progress: 90% - Elapsed: 13.2s
Progress: 100% - Elapsed: 15.3s
Done. Total time: 15.3s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       42.19% |       0.7147 |          0.1000 |
|       3 |          50 |       00:00:00 |       81.25% |       0.4024 |          0.1000 |
|       5 |         100 |       00:00:00 |       82.81% |       0.3749 |          0.1000 |
|       7 |         150 |       00:00:00 |       82.81% |       0.3793 |          0.1000 |
|       9 |         200 |       00:00:00 |       89.84% |       0.2722 |          0.1000 |
|      11 |         250 |       00:00:00 |       86.72% |       0.2807 |          0.0900 |
|      13 |         300 |       00:00:00 |       81.25% |       0.3344 |          0.0900 |
|      15 |         350 |       00:00:00 |       84.38% |       0.3232 |          0.0900 |
|      17 |         400 |       00:00:00 |       89.06% |       0.2606 |          0.0900 |
|      19 |         450 |       00:00:00 |       84.38% |       0.3229 |          0.0900 |
|      21 |         500 |       00:00:00 |       86.72% |       0.3094 |          0.0810 |
|      23 |         550 |       00:00:00 |       84.38% |       0.2963 |          0.0810 |
|      25 |         600 |       00:00:01 |       85.94% |       0.3061 |          0.0810 |
|      28 |         650 |       00:00:01 |       89.06% |       0.2592 |          0.0810 |
|      30 |         700 |       00:00:01 |       92.19% |       0.2257 |          0.0810 |
|      32 |         750 |       00:00:01 |       80.47% |       0.3169 |          0.0729 |
|      34 |         800 |       00:00:01 |       92.19% |       0.1960 |          0.0729 |
|      36 |         850 |       00:00:01 |       88.28% |       0.2309 |          0.0729 |
|      38 |         900 |       00:00:01 |       83.59% |       0.2674 |          0.0729 |
|      40 |         950 |       00:00:01 |       94.53% |       0.2000 |          0.0729 |
|      42 |        1000 |       00:00:01 |       89.84% |       0.2233 |          0.0656 |
|      44 |        1050 |       00:00:01 |       90.62% |       0.2287 |          0.0656 |
|      46 |        1100 |       00:00:01 |       89.84% |       0.2162 |          0.0656 |
|      48 |        1150 |       00:00:01 |       92.19% |       0.2077 |          0.0656 |
|      50 |        1200 |       00:00:01 |       90.62% |       0.1644 |          0.0656 |
|      53 |        1250 |       00:00:02 |       89.84% |       0.1795 |          0.0590 |
|      55 |        1300 |       00:00:02 |       90.62% |       0.2009 |          0.0590 |
|      57 |        1350 |       00:00:02 |       86.72% |       0.2305 |          0.0590 |
|      59 |        1400 |       00:00:02 |       93.75% |       0.1813 |          0.0590 |
|      61 |        1450 |       00:00:02 |       93.75% |       0.1377 |          0.0531 |
|      63 |        1500 |       00:00:02 |       88.28% |       0.1952 |          0.0531 |
|      65 |        1550 |       00:00:02 |       89.06% |       0.2184 |          0.0531 |
|      67 |        1600 |       00:00:02 |       85.16% |       0.2662 |          0.0531 |
|      69 |        1650 |       00:00:02 |       86.72% |       0.3028 |          0.0531 |
|      71 |        1700 |       00:00:02 |       88.28% |       0.2120 |          0.0478 |
|      73 |        1750 |       00:00:02 |       92.19% |       0.1845 |          0.0478 |
|      75 |        1800 |       00:00:02 |       89.84% |       0.1653 |          0.0478 |
|      78 |        1850 |       00:00:02 |       94.53% |       0.1282 |          0.0478 |
|      80 |        1900 |       00:00:02 |       93.75% |       0.1566 |          0.0478 |
|      82 |        1950 |       00:00:02 |       89.06% |       0.1839 |          0.0430 |
|      84 |        2000 |       00:00:02 |       96.88% |       0.1148 |          0.0430 |
