Prey,Predator,PreyMass,PredatorMass
Pandalus borealis,Chaetoceros,0.07008626,1.92e-11
Pandalus borealis,Globigerina quinqueloba,0.07008626,4.06e-11
Gadus morhua,Neoscolecithrix farrani,96000,8.13e-05
POM,Bylgides elegans,-999,0.002245736
Desmarestia aculeata,Unciola leucopis,0.02035868,0.002995633
Paroediceros lynceus,Melita formosa,0.02163979,0.003047673
Crossaster papposus,Philine,0.3977214,0.005047659
Fimbrifolium dichotomum,Parapleustes monocuspis,0.2816134,0.007402367
Urticina eques,Desmarestia aculeata,2.183546,0.02035868
Sipunculida,Pagurus pubescens,0.07008626,0.07008626
Nereis zonata,Gattyana cirrhosa,0.3771279,0.0927718
Laminaria digitata,Liocyma fluctuosa,0.07287438,0.2098356
Gattyana cirrhosa,Hyas araneus,0.0927718,0.6354626
Laminaria digitata,Hormathia nodosa,0.07287438,0.6354626
Lebbeus polaris,Careproctus reinhardti,0.05070428,23.06
Laminaria saccharina,Liparis fabricii,0.02035868,50
Phytodetritus,Myoxocephalus scorpius,-999,58.51796
