Prey,Predator,PreyMass,PredatorMass
ciliates,amoebae,2.63e-09,2.8e-08
amoebae,Lysigamasus puerilis (juv),2.8e-08,5.01e-06
bacteria,Brachychthoniidae spp.,9.5e-16,7.11e-06
plants,Tectocepheus velatus alatus,-999,1.35e-05
plants,Megalothorax minimus,-999,1.52e-05
bacteria,Steganacarus magnus,9.5e-16,0.0004634
omnivorous nematodes,Oxypoda annularis,6.02e-05,0.000715591
Uropoda minima (juv),Habrocerus capillaricornis,7.91e-06,0.001056938
Macrocheles sp.,Neobisium sp.,1.09e-05,0.001603525
Mesaphorura sp.,Neobisium sp.,1.46e-05,0.001603525
Leptogamasus cf. tectegynellus,Cantharidae sp.,4.25e-05,0.004843955
Lepidocyrtus lignorum,Geophilus truncorum,8.99e-06,0.009286679
Pergamasinae (juv) {xs},Staphylinidae sp. (juv) {s},6.46e-06,0.010186866
