"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.78e-07,19935316.8115667,3.54848639245887,"plant","basal",0.51371390764214,3.76691979935177,0.00585687755132351,0.00712090658287444,0.0207830502931693,0.00560847315810892,0.0093131849494111,0.0199015906840203
"Amphora",7.9e-08,931488.2742,0.0735875736618,"plant","basal",0.51371390764214,4.04170785577378,0.0077714726454123,0.00944870884432945,0.000571883815754941,0.00741912360369222,0.0125383807132345,0.0005459553046927
"Capnia vidua",0.00182087,8,0.01456696,"invertebrate","scraper",0.894906554457715,NA,0.00023523051191229,0.000285997869357986,3.42659345780585e-06,0.000233227681873605,0.000317139946073163,3.39741831274554e-06
"Clinocera stagnalis",0.091368778,4,0.365475112,"invertebrate","predator",0.894906554457715,NA,6.01725743589301e-05,7.31589959165494e-05,2.19915783531583e-05,6.05469230091882e-05,7.56414285399924e-05,2.21283934680384e-05
"Cocconeis",1.98e-06,15151717.1763333,30.0004000091399,"plant","basal",0.51371390764214,3.05620451301568,0.00253150813446262,0.00307785723388078,0.0759462566602701,0.00244624395391198,0.00385576141824102,0.0733882971372996
"CPOM",1,1,1,"detritus","basal",0.142567045192539,0,2.61555612246373e-05,3.18004442591098e-05,2.61555612246373e-05,2.65566279298863e-05,3.15028472331246e-05,2.65566279298863e-05
"Cymbella",4.64e-07,518350.4852,0.2405146251328,"plant","basal",0.51371390764214,3.4665359858976,0.0041955325532687,0.00510101075452463,0.00100908693928188,0.00403211888233297,0.00655815348285625,0.000969783561475199
"Diamesa bertrami",0.114414411,4,0.457657644,"invertebrate","collector gatherer",0.894906554457715,NA,5.56399682205201e-05,6.76481644870469e-05,2.54640567680381e-05,5.60335835431727e-05,6.96629651931877e-05,2.56441978292456e-05
"Diamesa zernyi",0.091693634,4,0.366774536,"invertebrate","collector gatherer",0.894906554457715,NA,6.00982617643431e-05,7.30686452067474e-05,2.20425120730235e-05,6.04729567399892e-05,7.55432194747412e-05,2.21799406488576e-05
"Diatoma",1.56e-06,13475405.37,21.0216323772,"plant","basal",0.51371390764214,3.12016427281629,0.00275062003469393,0.00334425777906389,0.0578225231786969,0.00265558942294333,0.00420738427028666,0.0558248245938953
"Diploneis",1.15e-05,315150.5887,3.62423177005,"plant","basal",0.51371390764214,2.62265078520336,0.00137200175028966,0.00166810663356708,0.00497245233196399,0.00133460807542615,0.00202501704076384,0.00483692898752473
"Epithemia",1.9365e-06,1751025.856,3.390861570144,"plant","basal",0.51371390764214,3.06210894748678,0.00255116475992849,0.00310175614459736,0.00865064654354716,0.002465032194106,0.00388724382479645,0.00835858293616178
"Eukiefferiella minor",0.035555132,1584,56.319329088,"invertebrate","collector gatherer",0.894906554457715,NA,8.35830162492018e-05,0.000101621870255926,0.00470733939830645,8.38044656884623e-05,0.000106857720275916,0.00471981128215251
"Filamentous algae",1,1,1,"plant","basal",0.51371390764214,0.965691853912591,2.61555612246373e-05,3.18004442591098e-05,2.61555612246373e-05,2.65566279298863e-05,3.15028472331246e-05,2.65566279298863e-05
"FPOM",1,1,1,"detritus","basal",0.142567045192539,0,2.61555612246373e-05,3.18004442591098e-05,2.61555612246373e-05,2.65566279298863e-05,3.15028472331246e-05,2.65566279298863e-05
"Fragilaria",1.00833333333333e-07,80469905.6366667,8.11404881836387,"plant","basal",0.51371390764214,3.95713854814042,0.00713844661354491,0.00867906338086287,0.0579217043095876,0.00682106658994315,0.0114669401121225,0.0553464673041095
"Gomphonema",5.59e-08,3508952.208,0.1961504284272,"plant","basal",0.51371390764214,4.16465804145402,0.00876609195457845,0.0106579865053409,0.00171947269252279,0.00835774930139744,0.0142307961012397,0.00163937610615624
"Green algae",1,1,1,"plant","basal",0.51371390764214,0.965691853912591,2.61555612246373e-05,3.18004442591098e-05,2.61555612246373e-05,2.65566279298863e-05,3.15028472331246e-05,2.65566279298863e-05
"Limnophora riparia",0.229351061,28,6.421829708,"invertebrate","predator",0.894906554457715,NA,4.36745108317296e-05,5.31003267458109e-05,0.000280470271141569,4.40988734039115e-05,5.4006325904163e-05,0.00028319545531457
"Meridion",5.87e-07,6996877.928,4.107167343736,"plant","basal",0.51371390764214,3.39651723525932,0.00386572011490932,0.0047000183241986,0.0158771594159789,0.00371844530796736,0.00601727039908508,0.0152722771383519
"Metriocnemus sp. B",0.016295823,4,0.065183292,"invertebrate","collector gatherer",0.894906554457715,NA,0.000109671087105994,0.000133340258402294,7.14872249478746e-06,0.000109638901650545,0.000142179311437782,7.14662454084673e-06
"Micropsectra atrofasciata",0.026145028,444,11.608392432,"invertebrate","collector gatherer",0.894906554457715,NA,9.30262082117539e-05,0.000113103088229193,0.00107988473138298,9.31647030189273e-05,0.000119585819694118,0.00108149243345444
"Navicula",8.89325e-07,5020114.4662375,4.46451329768666,"plant","basal",0.51371390764214,3.27621570952367,0.00334510723659064,0.00406704697728851,0.0149342757399468,0.00322270693092812,0.00516837693845008,0.0143878179476756
"Nitzschia",5.712e-08,13115670.299,0.74916708747888,"plant","basal",0.51371390764214,4.1568761478111,0.00870044175362112,0.0105781677035874,0.00651808460833997,0.00829583201416954,0.0141187704860778,0.00621496430826945
"Oligochaeta indet.",0.021946791,1508,33.095760828,"invertebrate","basal",0.894906554457715,NA,9.88720800934289e-05,0.000120210613903083,0.00327224671533898,9.8953997290004e-05,0.000127499015822801,0.00327495782728453
"Opephora",4.57e-07,1036700.97,0.47377234329,"plant","basal",0.51371390764214,3.47111136890683,0.00421779760314428,0.0051280810387909,0.00199827585396461,0.00405328456881285,0.00659474825141174,0.00192033412818766
"Orthocladius sp.",0.02918467,180,5.2532406,"invertebrate","collector gatherer",0.894906554457715,NA,8.95311226827643e-05,0.000108853694702865,0.000470328528640678,8.97015777146399e-05,0.00011486682090025,0.000471223969934601
"Pinnularia",3.52e-07,3600038.912,1.267213697024,"plant","basal",0.51371390764214,3.55062494428149,0.00461913540838353,0.00561603541281375,0.00585343165791216,0.00443460452611356,0.00725604037485142,0.00561959159637573
"Potamophylax cingulatus",0.112878624,4,0.451514496,"invertebrate","predator",0.894906554457715,NA,5.59023903604669e-05,6.79672224710092e-05,2.52407396088015e-05,5.62949957319418e-05,7.00084348008052e-05,2.54180066252299e-05
"Radix balthica",5.056119058,68,343.816095944,"invertebrate","scraper",0.894906554457715,NA,1.4876660846597e-05,1.80873359952324e-05,0.00511483545295993,1.51972889026237e-05,1.74064715573872e-05,0.00522507253943316
"Rheocricotopus effesus",0.043401935,12,0.52082322,"invertebrate","collector gatherer",0.894906554457715,NA,7.79763418658882e-05,9.48051655913132e-05,4.06118894544127e-05,7.8241701706968e-05,9.93350825228231e-05,4.07500950213026e-05
"Rhoicosphenia",4.8e-08,1232675.371,0.059168417808,"plant","basal",0.51371390764214,4.21998833858577,0.00924369522945908,0.0112386659329536,0.000546934821426451,0.00880804703736836,0.0150470570435824,0.000521158207179528
"Rhopalodia",2.49e-06,1555051.456,3.87207812544,"plant","basal",0.51371390764214,2.99594249719733,0.00233734614332868,0.00284179127745709,0.00905038687316454,0.00226057273720808,0.00354547740246744,0.00875311424670942
"Salmo trutta",4860.899478,0.058139535,282.610435332663,"fish","predator",0.894906554457715,NA,1.3611463846829e-06,1.65490846718384e-06,0.000384674172326716,1.42693489191543e-06,1.40861354961012e-06,0.000403266690995587
"Simulium aureum",0.510689104,28,14.299294912,"invertebrate","filter feeder",0.894906554457715,NA,3.30506132752358e-05,4.01835837572667e-05,0.000472600466245059,3.3472552408403e-05,4.02885727635769e-05,0.000478633898345131
"Simulium vittatum",0.78824529,28,22.07086812,"invertebrate","filter feeder",0.894906554457715,NA,2.84148254657897e-05,3.45473020286801e-05,0.000627139865508262,2.88246823328968e-05,3.4369870629549e-05,0.000636185762370259
"Sperchon glandulosus",0.283694393,16,4.539110288,"invertebrate","collector gatherer",0.894906554457715,NA,4.05576862015566e-05,4.93108302381286e-05,0.000184095810694961,4.09845869851299e-05,4.99619098100322e-05,0.000186033560433634
"Surirella",7.3e-07,518350.4852,0.378395854196,"plant","basal",0.51371390764214,3.33284833603867,0.00358313028852371,0.00435644007156672,0.00135584164622149,0.00344945381702228,0.00555570611996455,0.0013052590236018
"Synedra",6.19e-06,2297303.325,14.22030758175,"plant","basal",0.51371390764214,2.76788418020021,0.00170223265644107,0.002069607845241,0.0242062719502914,0.00165197877397011,0.00254039554076054,0.0234916462843772
"Terrestrial",1,1,1,"detritus","basal",0.142567045192539,0,2.61555612246373e-05,3.18004442591098e-05,2.61555612246373e-05,2.65566279298863e-05,3.15028472331246e-05,2.65566279298863e-05
"Thienemanniella sp.",0.036557447,488,17.840034136,"invertebrate","collector gatherer",0.894906554457715,NA,8.27778622259704e-05,0.000100642948205052,0.00147675988781642,8.30058723214106e-05,0.000105775785945533,0.00148082759570242
