"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS16","Hengill","August 2008",14.5,7.7,"mg","m^-2","mg m^-2",0.641147849235422,0.919707817796727,-0.756893948346924,-0.335632078266303,-0.0434685472470864
