prey_rows,with_min_num,total_min_num,avg_min_num,min_min_num,max_min_num,with_cpw,total_cpw,avg_cpw
283121,283117,2.48311491E7,87.70631611665848,0.0,574910.0,283117,7059752.932696122,24.935814284186826
