predator_rows,with_num_stomachs,total_stomachs,avg_num_stomachs,min_num_stomachs,max_num_stomachs,with_num_empty,total_empty_stomachs
132647,132647,481931.0,3.6331843162679895,1.0,3207.0,132548,113215.22
