sea,decade,tsn,display_name,out_degree,in_degree,total_degree,out_record_strength,in_record_strength
Celtic Sea,2010,48738,Cnidaria,0,1,1,0,1
Celtic Sea,2010,48740,Hydroid,0,1,1,0,3
Celtic Sea,2010,51938,Actinaria sp,0,2,2,0,3
Celtic Sea,2010,51989,Cerianthus,0,2,2,0,3
Celtic Sea,2010,53963,Platyhelminthe larvae,0,2,2,0,12
Celtic Sea,2010,59490,Parasitic nematode,0,4,4,0,24
Celtic Sea,2010,64358,Polychaeta,0,9,9,0,83
Celtic Sea,2010,64366,Aphrodita aculeata,0,3,3,0,6
Celtic Sea,2010,65241,Phyllodocidae,0,1,1,0,2
Celtic Sea,2010,65467,Hesionidae,0,1,1,0,1
Celtic Sea,2010,65888,Neanthes fucata,0,1,1,0,1
Celtic Sea,2010,65902,Nereidae,0,3,3,0,3
Celtic Sea,2010,66010,Nephtyidae,0,3,3,0,6
Celtic Sea,2010,66102,Glyceridae,0,5,5,0,12
Celtic Sea,2010,66157,Onuphidae,0,1,1,0,2
Celtic Sea,2010,66213,Hyalinoecia tubicola,0,1,1,0,1
Celtic Sea,2010,67097,Chaetopterus variopedatus (polychaete),0,1,1,0,2
Celtic Sea,2010,67379,Ophelina,0,1,1,0,2
Celtic Sea,2010,67429,Notomastus sp.,0,1,1,0,1
Celtic Sea,2010,67647,Owenia fusiformis,0,1,1,0,3
Celtic Sea,2010,67713,Lagis koreni,0,6,6,0,49
Celtic Sea,2010,67899,Terebellidae (polychaete),0,2,2,0,2
Celtic Sea,2010,69458,Mollusc remains,0,3,3,0,5
Celtic Sea,2010,69459,gastropod eggs,0,6,6,0,13
Celtic Sea,2010,70387,Lacuna parva,0,1,1,0,1
Celtic Sea,2010,71309,Turritella communis,0,1,1,0,1
Celtic Sea,2010,72232,Epitoniidae,0,1,1,0,1
Celtic Sea,2010,72883,Natica,0,2,2,0,2
Celtic Sea,2010,72911,Polinices sp,0,1,1,0,1
Celtic Sea,2010,72984,Euspira (Polinices) pulchella,0,2,2,0,7
Celtic Sea,2010,73931,Colus,0,1,1,0,1
Celtic Sea,2010,74123,Nassarius (hinia) reticulata,0,1,1,0,2
Celtic Sea,2010,76158,Cylichna cylindracea,0,1,1,0,4
Celtic Sea,2010,76168,Scaphander lignarius,0,3,3,0,4
Celtic Sea,2010,76196,Philine scabra,0,3,3,0,12
Celtic Sea,2010,76333,Thecosomata,0,3,3,0,4
Celtic Sea,2010,76351,Limacina retroversa,0,1,1,0,5
Celtic Sea,2010,78088,Pteropoda,0,1,1,0,2
Celtic Sea,2010,78156,Nudibranch (Dontadoris),0,1,1,0,2
Celtic Sea,2010,78781,Opisthobranchia,0,2,2,0,2
Celtic Sea,2010,78807,Polyplacophora,0,1,1,0,1
Celtic Sea,2010,79118,Bivalves (fliatella sp),0,9,9,0,109
Celtic Sea,2010,79123,Nuculidae,0,3,3,0,7
Celtic Sea,2010,79126,Nucula sp.,0,2,2,0,4
Celtic Sea,2010,79611,Pectinidae,0,2,2,0,4
Celtic Sea,2010,80401,Lucinoma borealis,0,1,1,0,1
Celtic Sea,2010,80659,Kurtiella bidentata,0,2,2,0,4
Celtic Sea,2010,80815,Astarte sulcata,0,1,1,0,1
Celtic Sea,2010,80901,Cardiidae,0,2,2,0,3
Celtic Sea,2010,80948,Spisula elliptica,0,1,1,0,1
Celtic Sea,2010,80949,Spisula sp.,0,2,2,0,4
Celtic Sea,2010,80950,Spisula subtruncata,0,1,1,0,1
Celtic Sea,2010,81031,Phaxas pellucidus,0,2,2,0,6
Celtic Sea,2010,81074,Tellina sp.,0,4,4,0,4
Celtic Sea,2010,81126,Tellina fabula,0,1,1,0,1
Celtic Sea,2010,81263,Gari fervensis,0,1,1,0,4
Celtic Sea,2010,81305,Abra prismatica,0,4,4,0,25
Celtic Sea,2010,81306,Abra alba,0,4,4,0,76
Celtic Sea,2010,81587,Venus casina,0,1,1,0,1
Celtic Sea,2010,81743,Corbula gibba,0,1,1,0,3
Celtic Sea,2010,82152,Antalis entalis,0,3,3,0,6
Celtic Sea,2010,82326,Cephalopoda,0,6,6,0,21
Celtic Sea,2010,82343,Rossia macrosoma,0,2,2,0,2
Celtic Sea,2010,82357,Sepiola atlantica,0,5,5,0,9
Celtic Sea,2010,82359,Sepietta,0,1,1,0,1
Celtic Sea,2010,82363,Sepiida,0,1,1,0,1
Celtic Sea,2010,82369,Squid,0,1,1,0,7
Celtic Sea,2010,82370,Loligo,0,1,1,0,2
Celtic Sea,2010,82384,Alloteuthis sp.,0,2,2,0,5
Celtic Sea,2010,82523,Illex coindetii,0,2,2,0,2
Celtic Sea,2010,82590,Octopodidae,0,1,1,0,1
Celtic Sea,2010,83677,Crustacean remains,0,5,5,0,29
Celtic Sea,2010,84195,Ostracod,0,3,3,0,3
Celtic Sea,2010,85258,Copepods,0,5,5,0,44
Celtic Sea,2010,85263,Calanoid copepods,0,2,2,0,36
Celtic Sea,2010,85874,Temora spp.,0,2,2,0,3
Celtic Sea,2010,86110,Harpacticoid copepod,0,2,2,0,2
Celtic Sea,2010,86546,Euterpina sp.,0,1,1,0,1
Celtic Sea,2010,88573,Corycaeus spp.,0,1,1,0,2
Celtic Sea,2010,89801,Eumalacostraca,0,9,9,0,185
Celtic Sea,2010,89856,Mysidacea,0,3,3,0,12
Celtic Sea,2010,90745,Cumacea,0,4,4,0,7
Celtic Sea,2010,90835,Diastlidae (cumacea),0,1,1,0,1
Celtic Sea,2010,92120,Isopoda,0,5,5,0,27
Celtic Sea,2010,92456,Cymothoida,0,1,1,0,1
Celtic Sea,2010,93294,Amphipoda,0,7,7,0,55
Celtic Sea,2010,93321,Ampelisca sp,0,2,2,0,6
Celtic Sea,2010,93341,Ampelisca spinipes,0,1,1,0,3
Celtic Sea,2010,93343,Ampelisca brevicornis,0,1,1,0,5
Celtic Sea,2010,93745,Maerella tenuimana,0,5,5,0,52
Celtic Sea,2010,93808,Melitidae,0,1,1,0,1
Celtic Sea,2010,93973,Urothoe marina,0,1,1,0,1
Celtic Sea,2010,93994,Bathyporeia pilosa,0,1,1,0,1
Celtic Sea,2010,94224,Lysianassidae,0,2,2,0,2
Celtic Sea,2010,94230,Anonyx sarsi,0,1,1,0,1
Celtic Sea,2010,94295,Hippomedon denticulatus,0,1,1,0,1
Celtic Sea,2010,94406,Socarnes crenulatus,0,2,2,0,2
Celtic Sea,2010,94489,Oediceropsis brevicornis,0,1,1,0,1
Celtic Sea,2010,94526,Monoculodes carinatus,0,1,1,0,1
Celtic Sea,2010,95108,Hyperiid amphipod,0,4,4,0,56
Celtic Sea,2010,95154,Themisto abyssorum,0,1,1,0,54
Celtic Sea,2010,95362,Vibila viatrix,0,1,1,0,4
Celtic Sea,2010,95428,Caprellidae,0,1,1,0,1
Celtic Sea,2010,95495,Eucarida,0,9,9,0,22
Celtic Sea,2010,95500,Krill (Euphausidae),0,4,4,0,54
Celtic Sea,2010,95534,Meganyctiphanes norvegica,0,1,1,0,22
Celtic Sea,2010,95599,Decapod larvae,0,5,5,0,14
Celtic Sea,2010,96105,Pleocymata,0,1,1,0,3
Celtic Sea,2010,96106,Decapod (natantia),0,6,6,0,14
Celtic Sea,2010,96174,Pasiphaea sivado,0,5,5,0,40
Celtic Sea,2010,96646,Alpheus glaber,0,2,2,0,3
Celtic Sea,2010,96765,Spirontocaris liljeborgii,0,1,1,0,2
Celtic Sea,2010,96886,Caridion gordoni,0,1,1,0,1
Celtic Sea,2010,96947,Processa canaliculata,0,6,6,0,36
Celtic Sea,2010,96957,Processa edulis,0,1,1,0,1
Celtic Sea,2010,96965,Pandalidae,0,6,6,0,29
Celtic Sea,2010,96966,Pandalus spp.,0,3,3,0,8
Celtic Sea,2010,96971,Pandalus montagui,0,1,1,0,1
Celtic Sea,2010,97059,Pandalina brevirostris,0,1,1,0,2
Celtic Sea,2010,97083,Chlorotocus crassicornis,0,1,1,0,1
Celtic Sea,2010,97106,Crangonoidea,0,9,9,0,29
Celtic Sea,2010,97118,Crangon crangon,0,4,4,0,8
Celtic Sea,2010,97135,Crangon allmanni,0,9,9,0,65
Celtic Sea,2010,97190,Philocheras bispinosus,0,4,4,0,13
Celtic Sea,2010,97317,Nephrops norvegicus,0,1,1,0,7
Celtic Sea,2010,97698,Anomura,0,3,3,0,17
Celtic Sea,2010,97774,Paguridae (hermit crab),0,5,5,0,23
Celtic Sea,2010,97805,Eupagurus bernhardus,0,1,1,0,1
Celtic Sea,2010,97858,Anapagarus laevis,0,1,1,0,1
Celtic Sea,2010,97973,Galathia munia,0,4,4,0,40
Celtic Sea,2010,98047,Galatheidae,0,1,1,0,4
Celtic Sea,2010,98049,Galathea dispersa,0,3,3,0,6
Celtic Sea,2010,98052,Galathea intermedia,0,2,2,0,4
Celtic Sea,2010,98086,Porcelain crab larvae,0,1,1,0,1
Celtic Sea,2010,98276,Crab larvae (megalopa),0,1,1,0,10
Celtic Sea,2010,98378,Ebalia tuberosa,0,1,1,0,1
Celtic Sea,2010,98382,Ebalia nux,0,1,1,0,1
Celtic Sea,2010,98384,Ebalia cranchi,0,3,3,0,7
Celtic Sea,2010,98531,Eurynome aspera,0,1,1,0,2
Celtic Sea,2010,98536,Inachus leptochirus,0,1,1,0,1
Celtic Sea,2010,98555,Macropodia,0,1,1,0,1
Celtic Sea,2010,98556,Macropodia tenuirostris,0,1,1,0,1
Celtic Sea,2010,98660,Corystes cassivelaunus,0,2,2,0,4
Celtic Sea,2010,98667,Atelecyclus rotundatus,0,3,3,0,13
Celtic Sea,2010,98670,Brachyura zoea,0,7,7,0,89
Celtic Sea,2010,98734,Carcinus maenas,0,1,1,0,1
Celtic Sea,2010,98738,Portunidae (swimming crabs),0,5,5,0,24
Celtic Sea,2010,98739,Liocarcinus depurator,0,1,1,0,4
Celtic Sea,2010,98740,Liocarcinus holsatus,0,2,2,0,3
Celtic Sea,2010,98741,Liocarcinus pusillus,0,3,3,0,5
Celtic Sea,2010,98743,Macropipus tuberculatus,0,1,1,0,6
Celtic Sea,2010,98745,Liocarcinus marmoreus,0,1,1,0,5
Celtic Sea,2010,98748,Xanthidae,0,1,1,0,1
Celtic Sea,2010,98917,Goneplax rhomboides,0,2,2,0,14
Celtic Sea,2010,156857,Echinodermata,0,2,2,0,2
Celtic Sea,2010,156862,Asteroidea,0,1,1,0,1
Celtic Sea,2010,157382,Ophiuroidea,0,5,5,0,123
Celtic Sea,2010,157411,Ophiura sp.,0,4,4,0,7
Celtic Sea,2010,157426,Ophiura albida,0,4,4,0,33
Celtic Sea,2010,157427,Ophiura affinis,0,1,1,0,1
Celtic Sea,2010,157728,Amphiura filiformis,0,2,2,0,9
Celtic Sea,2010,157821,Echinoid (sea urchin),0,7,7,0,35
Celtic Sea,2010,157948,Gracilechinus acutus,0,1,1,0,1
Celtic Sea,2010,157949,Echinus esculentus,0,1,1,0,1
Celtic Sea,2010,157954,Psammechinus miliaris,0,1,1,0,7
Celtic Sea,2010,158004,Echinocyamus pusillus,0,5,5,0,91
Celtic Sea,2010,158121,Spatangus purpureus,0,3,3,0,6
Celtic Sea,2010,158129,Echinocardium cordatum,0,2,2,0,8
Celtic Sea,2010,158140,Holothuroidea,0,1,1,0,1
Celtic Sea,2010,160880,BLR,1,0,1,11,0
Celtic Sea,2010,161105,UI fish remains,0,11,11,0,135
Celtic Sea,2010,161700,Clupeoid,0,2,2,0,3
Celtic Sea,2010,161722,Clupea harengus,1,1,2,1,1
Celtic Sea,2010,161789,SPR,6,0,6,10,0
Celtic Sea,2010,161813,PIL,19,0,19,89,0
Celtic Sea,2010,161831,Engraulis encrasicolus,9,1,10,28,1
Celtic Sea,2010,162064,Argentina silus,0,1,1,0,2
Celtic Sea,2010,162071,Argentina sp.,0,1,1,0,1
Celtic Sea,2010,162187,Maurolicus muelleri,0,2,2,0,3
Celtic Sea,2010,162212,Sternoptychidae,0,1,1,0,1
Celtic Sea,2010,162575,Myctophid,0,1,1,0,1
Celtic Sea,2010,164501,MON,17,0,17,48,0
Celtic Sea,2010,164502,WAF,21,0,21,90,0
Celtic Sea,2010,164701,Gadoid,0,3,3,0,4
Celtic Sea,2010,164712,COD,84,0,84,482,0
Celtic Sea,2010,164744,HAD,75,0,75,527,0
Celtic Sea,2010,164753,Trisopterus spp.,0,1,1,0,2
Celtic Sea,2010,164754,Trisopterus minutus,0,4,4,0,11
Celtic Sea,2010,164756,Trisopterus esmarki,0,6,6,0,28
Celtic Sea,2010,164758,Merlangius merlangus,29,1,30,97,3
Celtic Sea,2010,164774,Micromesistius poutassou,39,6,45,399,41
Celtic Sea,2010,164795,Merluccius merluccius,26,3,29,142,5
Celtic Sea,2010,166320,Capros aper,0,1,1,0,1
Celtic Sea,2010,166433,Centriscidae,0,1,1,0,1
Celtic Sea,2010,166443,Syngnathidae,0,1,1,0,1
Celtic Sea,2010,166745,Sebastes viviparus,0,1,1,0,1
Celtic Sea,2010,168588,Trachurus trachurus,3,7,10,6,36
Celtic Sea,2010,171671,Sandeels (Ammodytes),0,3,3,0,14
Celtic Sea,2010,171698,Callionymus lyra,0,2,2,0,3
Celtic Sea,2010,171746,Gobiidae,0,7,7,0,38
Celtic Sea,2010,172414,Scomber scombrus,3,2,5,3,3
Celtic Sea,2010,172702,Pleuronectidae,0,1,1,0,3
Celtic Sea,2010,172835,Lepidorhombus whiffiagonis,29,2,31,103,4
Celtic Sea,2010,172881,DAB,53,0,53,361,0
Celtic Sea,2010,172902,PLE,53,0,53,137,0
Celtic Sea,2010,173002,SOL,52,0,52,136,0
Celtic Sea,2010,181131,Cypridae,0,1,1,0,1
Celtic Sea,2010,199967,Liocarcinus vernalis,0,2,2,0,16
Celtic Sea,2010,204134,Nemertesia ramosa (hydroid),0,1,1,0,2
Celtic Sea,2010,204190,Cereus pedunculatus,0,1,1,0,1
Celtic Sea,2010,205560,Palliolum tigerinum,0,5,5,0,25
Celtic Sea,2010,206454,Maera othonis,0,1,1,0,1
Celtic Sea,2010,206492,Harpinia antennaria,0,1,1,0,8
Celtic Sea,2010,206823,Ophiura ophiura,0,3,3,0,6
Celtic Sea,2010,566848,Dentaliidae,0,2,2,0,8
Celtic Sea,2010,566878,Veneroida,0,2,2,0,2
Celtic Sea,2010,573587,Euspira montagui,0,1,1,0,1
Celtic Sea,2010,573588,Euspira pulchella,0,2,2,0,6
Celtic Sea,2010,573589,Euspira catena,0,2,2,0,5
Celtic Sea,2010,660857,Nyctiphanes couchii,0,1,1,0,16
Celtic Sea,2010,1187055,Processa nouveli,0,1,1,0,1
Celtic Sea,2020,48740,Hydroid,0,1,1,0,8
Celtic Sea,2020,64366,Aphrodita aculeata,0,1,1,0,3
Celtic Sea,2020,72984,Euspira mtbia spp,0,1,1,0,1
Celtic Sea,2020,79118,Bivalve siphons,0,1,1,0,6
Celtic Sea,2020,80949,Spisula spp.,0,1,1,0,6
Celtic Sea,2020,97774,Pagarus sp,0,1,1,0,5
Celtic Sea,2020,98423,Long-legged spider crab,0,1,1,0,1
Celtic Sea,2020,98670,Crab,0,1,1,0,1
Celtic Sea,2020,157382,Ophiuroid,0,1,1,0,20
Celtic Sea,2020,157411,Ophiura sp.,0,1,1,0,4
Celtic Sea,2020,172881,DAB,11,0,11,56,0
Celtic Sea,2020,573589,Neckless shell,0,1,1,0,1
Channel,1880,49901,Sertularella (hydroid),0,1,1,0,1
Channel,1880,64358,Chaetopoda (polychaete) remains,0,1,1,0,5
Channel,1880,64381,Hermione spp. (polychaete),0,1,1,0,2
Channel,1880,68232,Tubicolous annelid,0,1,1,0,1
Channel,1880,69459,Gastropod,0,1,1,0,1
Channel,1880,79118,Lamellibranch,0,1,1,0,12
Channel,1880,81251,Donax spp.,0,1,1,0,1
Channel,1880,93294,Amphipod,0,1,1,0,2
Channel,1880,96947,Nika edulis (decapod),0,1,1,0,1
Channel,1880,157382,Ophiuroid,0,1,1,0,1
Channel,1880,157426,Ophioglypha albida,0,1,1,0,6
Channel,1880,158140,Holothurian,0,1,1,0,1
Channel,1880,158428,Synapta digitata,0,1,1,0,1
Channel,1880,173002,SOL,13,0,13,35,0
Channel,1890,92258,Conilera cylindracea (isopod),0,1,1,0,1
Channel,1890,160713,SYS,1,0,1,1,0
Channel,1900,2287,Phytoplankton (Phaeocystis globosa),0,2,2,0,26
Channel,1900,64358,Polychaete spp.,0,3,3,0,6
Channel,1900,64397,Polynoid (polychaete),0,1,1,0,1
Channel,1900,65902,Nereis spp.,0,1,1,0,1
Channel,1900,66014,Nephthys spp.,0,2,2,0,4
Channel,1900,68037,Lanice conchilega,0,1,1,0,1
Channel,1900,68143,Sabella pavonina,0,2,2,0,2
Channel,1900,71309,Turritella communis,0,2,2,0,2
Channel,1900,73795,Buccnum undatum,0,1,1,0,1
Channel,1900,76188,Philine aperta,0,3,3,0,5
Channel,1900,76351,Limacina retroversa,0,1,1,0,11
Channel,1900,78509,Aeolis (mollusc),0,1,1,0,1
Channel,1900,79118,Bivalve remains,0,3,3,0,3
Channel,1900,79151,Nucula nitida,0,3,3,0,3
Channel,1900,79627,Pecten opercularis,0,1,1,0,1
Channel,1900,80901,Cardium spp.,0,1,1,0,1
Channel,1900,80949,Mactra solida,0,3,3,0,4
Channel,1900,81018,Solen vagina,0,1,1,0,1
Channel,1900,81021,Solen spp.,0,2,2,0,2
Channel,1900,81024,Solen ensis,0,2,2,0,3
Channel,1900,81026,Solen siliqua,0,1,1,0,1
Channel,1900,81031,Solen pellucidus,0,2,2,0,4
Channel,1900,81306,Syndosmya alba (mollusc),0,3,3,0,6
Channel,1900,81482,Tapes spp.,0,1,1,0,1
Channel,1900,81743,Corbula gibba (mollusc),0,1,1,0,1
Channel,1900,83677,Caradid larvae and zoeas,0,1,1,0,34
Channel,1900,83961,Evadne nordmanni,0,1,1,0,11
Channel,1900,83965,Podon intermedius,0,1,1,0,23
Channel,1900,85272,Calanus finmarchicus,0,2,2,0,118
Channel,1900,85323,Paracalanus parvus,0,2,2,0,45
Channel,1900,85370,Pseudocalanus elongatus,0,2,2,0,123
Channel,1900,85741,Metridia lucens,0,1,1,0,31
Channel,1900,85767,Centropages typicus,0,2,2,0,64
Channel,1900,85874,Temora zoeae,0,1,1,0,54
Channel,1900,85877,Temora longicornis,0,2,2,0,92
Channel,1900,86085,Acartia clausi,0,2,2,0,62
Channel,1900,86442,Clytemnestra rostrata,0,1,1,0,3
Channel,1900,86546,Euterpe acutifrons,0,1,1,0,4
Channel,1900,88573,Corycaeus anglicus,0,1,1,0,18
Channel,1900,88805,Oithona similis,0,1,1,0,12
Channel,1900,89433,Cirriped larvae,0,1,1,0,3
Channel,1900,90390,Gastrosaccus spinifer,0,1,1,0,1
Channel,1900,93294,Amphipod,0,2,2,0,2
Channel,1900,96947,Nika edulis (crustacean),0,1,1,0,1
Channel,1900,96966,Pandalus spp.,0,1,1,0,1
Channel,1900,97774,Eupagurus spp.,0,6,6,0,8
Channel,1900,98276,Zoeas,0,1,1,0,14
Channel,1900,98417,Stenorhynchus (crustacean),0,1,1,0,1
Channel,1900,98660,Corystes,0,2,2,0,2
Channel,1900,98670,Crab spp.,0,2,2,0,2
Channel,1900,98738,Portunus spp.,0,1,1,0,3
Channel,1900,98739,Portunus depurator,0,2,2,0,2
Channel,1900,98740,Portunus holsatus,0,3,3,0,3
Channel,1900,98917,Gonoplax angulatum,0,1,1,0,1
Channel,1900,155469,Cyphonautes,0,1,1,0,5
Channel,1900,156857,Echinopluteus,0,1,1,0,3
Channel,1900,157954,Echinus spp.,0,1,1,0,1
Channel,1900,158004,Echinocyamus pusillus,0,1,1,0,1
Channel,1900,158728,Sagitta bipunctata,0,2,2,0,67
Channel,1900,159669,Oikopleura dioica,0,2,2,0,52
Channel,1900,160065,LSD,6,0,6,6,0
Channel,1900,160617,DGS,6,0,6,6,0
Channel,1900,160788,ALS,2,0,2,2,0
Channel,1900,160880,BLR,4,0,4,4,0
Channel,1900,160901,THR,5,0,5,5,0
Channel,1900,161105,Young fish/Crystallogobius,0,2,2,0,20
Channel,1900,161789,Clupea sprattus,0,2,2,0,2
Channel,1900,161813,PIL,21,0,21,459,0
Channel,1900,164728,Gadus pollachius,0,2,2,0,2
Channel,1900,164758,Gadus merlangus,0,1,1,0,1
Channel,1900,166287,JOD,1,0,1,1,0
Channel,1900,167044,Grey gurnard,0,1,1,0,1
Channel,1900,169180,Pagellus (seabream),0,1,1,0,1
Channel,1900,170992,WEG,3,0,3,3,0
Channel,1900,171671,Ammodytes spp.,0,5,5,0,5
Channel,1900,171676,Ammodytes tobianus,0,2,2,0,2
Channel,1900,171682,Ammodytes lanceolatus,0,1,1,0,1
Channel,1900,171698,CDT,8,0,8,8,0
Channel,1900,171978,Gobius minutus,0,2,2,0,2
Channel,1900,172414,MAC,12,0,12,435,0
Channel,1900,172749,BLL,7,0,7,7,0
Channel,1900,172881,DAB,22,0,22,33,0
Channel,1900,172902,PLE,19,0,19,27,0
Channel,1900,173002,SOL,7,0,7,8,0
Channel,1900,204187,Sagartia viduata (anemone),0,1,1,0,1
Channel,1900,205719,Loligo media,0,3,3,0,3
Channel,1900,206823,Ophiura cilaris,0,3,3,0,5
Channel,1900,616195,TUR,3,0,3,3,0
Channel,1900,630409,Trachinus vipera,0,1,1,0,1
Channel,1900,772629,Phascolion strombi,0,1,1,0,1
Channel,1910,1810,Distephanus speculum,0,1,1,0,1
Channel,1910,2172,Phaeocystis spores,0,1,1,0,1
Channel,1910,2287,Green/brown food remains,0,18,18,0,101
Channel,1910,2290,Diatom (Melosira),0,1,1,0,1
Channel,1910,2313,Lithomelissa setosa,0,1,1,0,1
Channel,1910,2346,Paralia sulcata,0,7,7,0,7
Channel,1910,2382,Hyalodiscus stelliger,0,1,1,0,2
Channel,1910,2402,Skeletonema costatum,0,1,1,0,1
Channel,1910,2490,Thalassiosira gravida,0,1,1,0,1
Channel,1910,2527,Thalassiothrix nitzschoides,0,1,1,0,1
Channel,1910,2546,Coscinodiscus spp.,0,9,9,0,15
Channel,1910,2557,Coscinodiscus granii,0,3,3,0,3
Channel,1910,2567,Coscinodiscus radiatus,0,1,1,0,1
Channel,1910,2897,Rhizosolenia stolterfothii (phytoplankton),0,2,2,0,51
Channel,1910,3241,Tabellaria spp.,0,1,1,0,1
Channel,1910,3649,Navicula spp.,0,5,5,0,5
Channel,1910,4592,Pleurosigma spp.,0,6,6,0,6
Channel,1910,5401,Campylodiscus spp.,0,1,1,0,1
Channel,1910,9597,Halosphaera viridis,0,2,2,0,4
Channel,1910,9873,Spores,0,1,1,0,1
Channel,1910,9879,Prorocentrum micans,0,5,5,0,5
Channel,1910,9928,Dinophysis spp.,0,1,1,0,1
Channel,1910,10340,Peridinium spp.,0,3,3,0,4
Channel,1910,10361,Gonyaulax spinifera,0,1,1,0,1
Channel,1910,10686,Branched algae,0,1,1,0,1
Channel,1910,44030,Foraminifera,0,3,3,0,4
Channel,1910,45845,Polystomella,0,5,5,0,6
Channel,1910,46621,Cittarocyclis denticulata,0,1,1,0,1
Channel,1910,46627,Tintinnopis ventricosa,0,4,4,0,5
Channel,1910,46631,Tintinnopis beroidea,0,1,1,0,1
Channel,1910,64358,Annelid remains,0,5,5,0,7
Channel,1910,66025,Tritonia spp.,0,1,1,0,1
Channel,1910,69458,Larval molluscs,0,4,4,0,5
Channel,1910,69459,Larval gastropods,0,20,20,0,79
Channel,1910,70387,Lacuna,0,1,1,0,1
Channel,1910,73795,Buccinum undatum,0,1,1,0,1
Channel,1910,76168,Scaphander lignarius,0,1,1,0,1
Channel,1910,79118,Larval bivalves,0,13,13,0,35
Channel,1910,79126,Nucula,0,1,1,0,1
Channel,1910,79483,Modiolaria,0,1,1,0,1
Channel,1910,79611,Pecten spp.,0,1,1,0,1
Channel,1910,79627,Pecten opercularis,0,1,1,0,4
Channel,1910,80901,Cardium spp.,0,1,1,0,1
Channel,1910,81021,Solen (razor clam),0,1,1,0,1
Channel,1910,81694,Mya truncata,0,1,1,0,1
Channel,1910,82370,Loligo spp.,0,2,2,0,2
Channel,1910,82646,Moschites cirrosa (Eledone),0,1,1,0,1
Channel,1910,82754,Mite,0,2,2,0,2
Channel,1910,83677,Crustacean remains,0,20,20,0,25
Channel,1910,83961,Evadne nordmanni,0,6,6,0,51
Channel,1910,83964,Podon spp,0,18,18,0,62
Channel,1910,83965,Podon intermedius,0,18,18,0,29
Channel,1910,84195,Ostracod,0,1,1,0,1
Channel,1910,85257,Copepod nauplii,0,28,28,0,88
Channel,1910,85258,Copepod remains,0,42,42,0,270
Channel,1910,85263,Calanus nauplii,0,19,19,0,48
Channel,1910,85272,Calanus finmarchicus,0,19,19,0,158
Channel,1910,85323,Paracalanus parvus,0,13,13,0,34
Channel,1910,85370,Pseudocalanus elongatus,0,34,34,0,300
Channel,1910,85741,Metridia lucens,0,4,4,0,5
Channel,1910,85767,Centropages typicus,0,10,10,0,70
Channel,1910,85874,Temora nauplii,0,22,22,0,89
Channel,1910,85877,Temora longicornis,0,37,37,0,230
Channel,1910,86024,Candacia armata,0,2,2,0,4
Channel,1910,86046,Labidocera wollastoni,0,2,2,0,2
Channel,1910,86065,Anomalocera pattersoni,0,1,1,0,1
Channel,1910,86085,Acartia clausi,0,23,23,0,127
Channel,1910,86110,Harpacticoids,0,27,27,0,82
Channel,1910,86209,Microstella norvegica,0,2,2,0,2
Channel,1910,86331,Harpaticus chelifer,0,1,1,0,1
Channel,1910,86332,Harpaticus uniremis,0,3,3,0,4
Channel,1910,86446,Idya furcata,0,4,4,0,4
Channel,1910,86546,Euterpina acutifrons,0,14,14,0,21
Channel,1910,88540,Oncaea spp.,0,7,7,0,7
Channel,1910,88551,Oncea media,0,1,1,0,1
Channel,1910,88573,Coryceus anglicus,0,10,10,0,15
Channel,1910,88802,Oithona spp.,0,1,1,0,1
Channel,1910,88805,Oithona similis,0,14,14,0,39
Channel,1910,89433,Balanus cypris larvae,0,15,15,0,43
Channel,1910,89856,Mysid,0,4,4,0,12
Channel,1910,90745,Cumacean,0,2,2,0,3
Channel,1910,92120,Isopod,0,1,1,0,1
Channel,1910,92123,Gnathia larvae,0,1,1,0,1
Channel,1910,92588,Idotea spp.,0,2,2,0,2
Channel,1910,93294,Amphipod,0,16,16,0,58
Channel,1910,95110,Hyperia galba,0,1,1,0,1
Channel,1910,95500,Euphausid larvae,0,4,4,0,12
Channel,1910,95599,Decapod remains,0,17,17,0,34
Channel,1910,96213,Palaemon spp.,0,1,1,0,1
Channel,1910,96451,Leander larva,0,3,3,0,4
Channel,1910,96646,Alphaeus ruber,0,1,1,0,1
Channel,1910,96746,Hippolyte larvae,0,1,1,0,1
Channel,1910,96752,Hippolyte varians (shrimp),0,2,2,0,4
Channel,1910,96947,Nika edulis (decapod),0,1,1,0,1
Channel,1910,96971,Pandalus montagui,0,6,6,0,6
Channel,1910,97106,Crangon larvae,0,9,9,0,14
Channel,1910,97118,Crangon vulgaris,0,1,1,0,1
Channel,1910,97188,Crangon trispinosus,0,1,1,0,1
Channel,1910,97774,Eupagurus larva,0,6,6,0,6
Channel,1910,98047,Galathea spp.,0,2,2,0,2
Channel,1910,98086,Porcellana larva,0,2,2,0,2
Channel,1910,98207,Gebia larva,0,2,2,0,3
Channel,1910,98210,Upogebia spp.,0,2,2,0,2
Channel,1910,98276,Crab megalopa,0,11,11,0,19
Channel,1910,98384,Ebalia spp.,0,1,1,0,1
Channel,1910,98423,Hyas coarcticus,0,1,1,0,1
Channel,1910,98536,Inachus spp.,0,2,2,0,2
Channel,1910,98667,Atelycyclus septemdentatus,0,2,2,0,2
Channel,1910,98681,Cancer pagurus,0,1,1,0,1
Channel,1910,98734,Carcinus maenas zoea,0,1,1,0,2
Channel,1910,98738,Portunus spp.,0,2,2,0,2
Channel,1910,98917,Gonoplax rhomboides,0,1,1,0,1
