"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Eukiefferiella minor","Achnanthes","plant",4.0668202099902e-05,4.89215354250364e-05,4.24579654710691e-05,5.41135304792389e-05
"Eukiefferiella minor","Amphora","plant",2.41851246939489e-06,2.90933302526495e-06,2.52494857443343e-06,3.21809771441396e-06
"Eukiefferiella minor","Cocconeis","plant",0.000103414683579768,0.000124401985949331,0.000107965851400201,0.000137604647929792
"Eukiefferiella minor","CPOM","detritus",1.87435801518804e-05,2.25474614820614e-05,1.95684647415154e-05,2.49404016766525e-05
"Eukiefferiella minor","Cymbella","plant",8.87301390045514e-07,1.06737313538383e-06,9.26350559792139e-07,1.18065240987417e-06
"Eukiefferiella minor","Epithemia","plant",0.000214829531548454,0.000258427714905474,0.000224283945728503,0.000285854397367517
"Eukiefferiella minor","Eunotia","plant",1.65704411403991e-06,1.99332987789118e-06,1.7299688244176e-06,2.20488004240438e-06
"Eukiefferiella minor","Filamentous algae","plant",1.87435801518804e-05,2.25474614820614e-05,1.95684647415154e-05,2.49404016766525e-05
"Eukiefferiella minor","FPOM","detritus",1.87435801518804e-05,2.25474614820614e-05,1.95684647415154e-05,2.49404016766525e-05
"Eukiefferiella minor","Fragilaria","plant",5.79738759852341e-06,6.97392774032943e-06,6.05252432541404e-06,7.71406392006236e-06
"Eukiefferiella minor","Frustulia","plant",8.96174175350165e-05,0.000107804659174991,9.35613826734004e-05,0.000119245862980097
"Eukiefferiella minor","Gomphonema","plant",2.67828120702056e-06,3.22182005060365e-06,2.79614945185311e-06,3.56374868434199e-06
"Eukiefferiella minor","Macrophytes","plant",1.87435801518804e-05,2.25474614820614e-05,1.95684647415154e-05,2.49404016766525e-05
"Eukiefferiella minor","Melosira","plant",5.72885266379218e-05,6.89148410957658e-05,5.98097324269756e-05,7.62287062682651e-05
"Eukiefferiella minor","Meridion","plant",1.63061261791101e-05,1.9615342904927e-05,1.7023741068731e-05,2.16971002018729e-05
"Eukiefferiella minor","Navicula","plant",3.98759786535742e-06,4.79685356514328e-06,4.16308771319552e-06,5.30593897649797e-06
"Eukiefferiella minor","Nitzschia","plant",5.79982921793222e-05,6.97686486968934e-05,6.05507339783918e-05,7.71731276410943e-05
"Eukiefferiella minor","Pinnularia","plant",6.51219904351987e-06,7.83380527665896e-06,6.798793845159e-06,8.66519942442285e-06
"Eukiefferiella minor","Rhoicosphenia","plant",2.48682571509198e-06,2.99150997671119e-06,2.59626821182234e-06,3.30899602592732e-06
