"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Chaetocladius sp.","Achnanthes","plant",1.42684847269723e-07,1.7265095248668e-07,1.50915919909236e-07,2.00426270354088e-07
"Chaetocladius sp.","Cocconeis","plant",1.14677810117946e-06,1.38761988569975e-06,1.21293238478301e-06,1.61085400546182e-06
"Chaetocladius sp.","Diatoma","plant",1.81643819564172e-07,2.19791933489546e-07,1.92122321675366e-07,2.55151082856737e-07
"Chaetocladius sp.","Epithemia","plant",3.24967766650855e-06,3.93216206999751e-06,3.43714209205802e-06,4.56475082683492e-06
"Chaetocladius sp.","FPOM","detritus",1.24889213218129e-08,1.51117950013725e-08,1.32093707637545e-08,1.75429134149394e-08
"Chaetocladius sp.","Fragilaria","plant",5.74410540382936e-07,6.95045961874513e-07,6.07546608951283e-07,8.0686186700259e-07
"Chaetocladius sp.","Gomphonema","plant",1.96951358920663e-07,2.38314301496358e-07,2.08312908326552e-07,2.76653247103514e-07
"Chaetocladius sp.","Macrophytes","plant",1.24889213218129e-08,1.51117950013725e-08,1.32093707637545e-08,1.75429134149394e-08
"Chaetocladius sp.","Melosira","plant",2.03701734717571e-06,2.4648236442161e-06,2.15452693612916e-06,2.86135351688209e-06
"Chaetocladius sp.","Meridion","plant",2.79256041670752e-08,3.37904286998148e-08,2.95365508148784e-08,3.92264826832745e-08
"Chaetocladius sp.","Rhopalodia","plant",8.10837500227279e-07,9.8112637329685e-07,8.57612350471854e-07,1.13896562349455e-06
"Chaetocladius sp.","Synedra","plant",6.42392469892338e-06,7.77305186356096e-06,6.79450217676617e-06,9.02354589907408e-06
"Eukiefferiella minor","Achnanthes","plant",4.34887053825556e-05,5.26220306527536e-05,4.53221121141748e-05,5.87979588846483e-05
"Eukiefferiella minor","Cocconeis","plant",0.000349524815953897,0.000422930630314919,0.000364260162633012,0.000472567430481966
"Eukiefferiella minor","Diatoma","plant",5.53629534231879e-05,6.699006113046e-05,5.76969574041183e-05,7.4852277860979e-05
"Eukiefferiella minor","Epithemia","plant",0.000990464491018514,0.00119847791164064,0.00103222071828003,0.00133913598731709
"Eukiefferiella minor","FPOM","detritus",3.80648001734579e-06,4.60590184025601e-06,3.966954467578e-06,5.14646857353704e-06
"Eukiefferiella minor","Fragilaria","plant",0.000175073746353224,0.000211842039583621,0.000182454545166853,0.000236704653525681
"Eukiefferiella minor","Gomphonema","plant",6.00285158984234e-05,7.26354665161687e-05,6.25592117232163e-05,8.11602501995323e-05
