[INFO] Processing dataset: AEW09_tax_mass
Processing with K = 10, node selection: random
[Warning: [sample_neg] Pool 44 < need 4748 with role filter. Disabling role filter.] 
[> In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('sample_neg_dir_neg', '/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m', 88)" style="font-weight:bold">sample_neg_dir_neg</a> (<a href="matlab: opentoline('/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m',88,0)">line 88</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('WLNM_dir_neg', '/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m', 39)" style="font-weight:bold">WLNM_dir_neg</a> (<a href="matlab: opentoline('/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m',39,0)">line 39</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('run_wlnm_dir_neg_kfold', '/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg_kfold/run_wlnm_dir_neg_kfold.m', 78)" style="font-weight:bold">run_wlnm_dir_neg_kfold</a> (<a href="matlab: opentoline('/Users/jorge/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg_kfold/run_wlnm_dir_neg_kfold.m',78,0)">line 78</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('Main', '/Users/jorge/Developer/qmul-phd-framework/src/matlab/Main.m', 148)" style="font-weight:bold">Main</a> (<a href="matlab: opentoline('/Users/jorge/Developer/qmul-phd-framework/src/matlab/Main.m',148,0)">line 148</a>)] 
[NegPool] pool=15494 need_total=4748 a=2 eval_all=0 role_filter=1 | k_train=3196 k_test=1552
[sample_neg] Final link counts (use_role_filter = 1):
    Train Positive: 1598
    Train Negative: 3196
    Test  Positive: 776
    Test  Negative: 1552
Encoding 4794 subgraphs (K = 10)...
Progress: 10% - Elapsed: 1.9s
Progress: 20% - Elapsed: 2.4s
Progress: 30% - Elapsed: 2.9s
Progress: 40% - Elapsed: 3.4s
Progress: 50% - Elapsed: 3.8s
Progress: 60% - Elapsed: 4.3s
Progress: 70% - Elapsed: 4.8s
Progress: 80% - Elapsed: 5.3s
Progress: 90% - Elapsed: 5.8s
Progress: 100% - Elapsed: 6.3s
Done. Total time: 6.3s
Encoding 2328 subgraphs (K = 10)...
Progress: 10% - Elapsed: 0.2s
Progress: 20% - Elapsed: 0.5s
Progress: 30% - Elapsed: 0.7s
Progress: 40% - Elapsed: 0.9s
Progress: 50% - Elapsed: 1.2s
Progress: 60% - Elapsed: 1.4s
Progress: 70% - Elapsed: 1.6s
Progress: 80% - Elapsed: 1.9s
Progress: 90% - Elapsed: 2.1s
Progress: 100% - Elapsed: 2.4s
Done. Total time: 2.4s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       67.19% |       0.6547 |          0.1000 |
|       2 |          50 |       00:00:00 |       80.47% |       0.4192 |          0.1000 |
|       3 |         100 |       00:00:00 |       79.69% |       0.4563 |          0.1000 |
|       5 |         150 |       00:00:00 |       80.47% |       0.3510 |          0.1000 |
|       6 |         200 |       00:00:00 |       82.03% |       0.3438 |          0.1000 |
|       7 |         250 |       00:00:00 |       82.03% |       0.3384 |          0.1000 |
|       9 |         300 |       00:00:00 |       85.94% |       0.2686 |          0.1000 |
|      10 |         350 |       00:00:00 |       89.84% |       0.2515 |          0.1000 |
|      11 |         400 |       00:00:00 |       89.06% |       0.2504 |          0.0900 |
|      13 |         450 |       00:00:00 |       78.91% |       0.3678 |          0.0900 |
|      14 |         500 |       00:00:00 |       85.16% |       0.3039 |          0.0900 |
|      15 |         550 |       00:00:00 |       85.16% |       0.2984 |          0.0900 |
|      17 |         600 |       00:00:00 |       87.50% |       0.2527 |          0.0900 |
|      18 |         650 |       00:00:00 |       87.50% |       0.2624 |          0.0900 |
|      19 |         700 |       00:00:00 |       85.16% |       0.3277 |          0.0900 |
|      21 |         750 |       00:00:00 |       89.06% |       0.2576 |          0.0810 |
|      22 |         800 |       00:00:00 |       91.41% |       0.2436 |          0.0810 |
|      23 |         850 |       00:00:00 |       90.62% |       0.2280 |          0.0810 |
|      25 |         900 |       00:00:00 |       91.41% |       0.1945 |          0.0810 |
|      26 |         950 |       00:00:00 |       80.47% |       0.3780 |          0.0810 |
|      28 |        1000 |       00:00:01 |       88.28% |       0.2264 |          0.0810 |
|      29 |        1050 |       00:00:01 |       85.94% |       0.2665 |          0.0810 |
|      30 |        1100 |       00:00:01 |       91.41% |       0.1852 |          0.0810 |
|      32 |        1150 |       00:00:01 |       84.38% |       0.2428 |          0.0729 |
|      33 |        1200 |       00:00:01 |       90.62% |       0.2092 |          0.0729 |
|      34 |        1250 |       00:00:01 |       90.62% |       0.1971 |          0.0729 |
|      36 |        1300 |       00:00:01 |       89.84% |       0.1947 |          0.0729 |
|      37 |        1350 |       00:00:01 |       91.41% |       0.1723 |          0.0729 |
|      38 |        1400 |       00:00:01 |       87.50% |       0.2858 |          0.0729 |
|      40 |        1450 |       00:00:01 |       89.84% |       0.2123 |          0.0729 |
|      41 |        1500 |       00:00:01 |       92.97% |       0.2026 |          0.0656 |
|      42 |        1550 |       00:00:01 |       89.06% |       0.2417 |          0.0656 |
|      44 |        1600 |       00:00:01 |       88.28% |       0.2753 |          0.0656 |
|      45 |        1650 |       00:00:01 |       91.41% |       0.1879 |          0.0656 |
|      46 |        1700 |       00:00:01 |       89.84% |       0.2172 |          0.0656 |
|      48 |        1750 |       00:00:01 |       87.50% |       0.2557 |          0.0656 |
|      49 |        1800 |       00:00:01 |       92.19% |       0.1853 |          0.0656 |
|      50 |        1850 |       00:00:01 |       88.28% |       0.2738 |          0.0656 |
|      52 |        1900 |       00:00:01 |       92.19% |       0.2027 |          0.0590 |
