"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS5","Hengill","August 2008",21.3,14.1,"mg","m^-2","mg m^-2",1.57281245320506,1.83869730962551,0.174770655622713,0.584970376724523,0.864303997601978
