Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
tau0p90_checkconnfalse,10,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,247,14253
tau0p90_checkconnfalse,10,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,239,14261
tau0p90_checkconnfalse,10,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,361,14139
tau0p90_checkconnfalse,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,294,14206
tau0p90_checkconnfalse,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,598,13902
tau0p90_checkconnfalse,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,282,14500,12353,1189,11164
tau0p90_checkconnfalse,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,563,13937
tau0p90_checkconnfalse,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,289,14211
tau0p90_checkconnfalse,10,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,266,14234
tau0p90_checkconnfalse,10,0.5,10,0,TestMCC,MCC,predictive,290,290,14500,14500,263,14237
tau0p90_checkconnfalse,10,0.5,10,0,TestTPR,TPR,predictive,290,290,14500,14500,266,14234
tau0p90_checkconnfalse,10,0.5,10,0,TestTSS,TSS,predictive,290,290,14500,14500,294,14206
tau0p90_checkconnfalse,10,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,290,14500,14500,0,14500
tau0p90_checkconnfalse,10,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,290,14500,14500,552,13948
tau0p90_checkconnfalse,10,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,290,14500,14483,562,13921
tau0p90_checkconnfalse,10,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,290,14500,14500,493,14007
tau0p90_checkconnfalse,20,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,215,14285
tau0p90_checkconnfalse,20,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,197,14303
tau0p90_checkconnfalse,20,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,249,14251
tau0p90_checkconnfalse,20,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,210,14290
tau0p90_checkconnfalse,20,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,392,14108
tau0p90_checkconnfalse,20,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,284,14500,12680,1178,11502
tau0p90_checkconnfalse,20,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,375,14125
tau0p90_checkconnfalse,20,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,250,14250
tau0p90_checkconnfalse,20,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,200,14300
