Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
tau0p90_checkconntrue,10,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,466,13434
tau0p90_checkconntrue,10,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,413,13487
tau0p90_checkconntrue,10,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,476,13424
tau0p90_checkconntrue,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,467,13433
tau0p90_checkconntrue,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,513,13387
tau0p90_checkconntrue,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,223,14500,10946,1032,9914
tau0p90_checkconntrue,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,278,14500,13900,534,13366
tau0p90_checkconntrue,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,278,14500,13900,400,13500
tau0p90_checkconntrue,10,0.5,10,0,Recall,Recall,predictive,290,278,14500,13900,492,13408
tau0p90_checkconntrue,10,0.5,10,0,TestMCC,MCC,predictive,290,278,14500,13900,451,13449
tau0p90_checkconntrue,10,0.5,10,0,TestTPR,TPR,predictive,290,278,14500,13900,492,13408
tau0p90_checkconntrue,10,0.5,10,0,TestTSS,TSS,predictive,290,278,14500,13900,497,13403
tau0p90_checkconntrue,10,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,278,14500,13900,273,13627
tau0p90_checkconntrue,10,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,278,14500,13900,274,13626
tau0p90_checkconntrue,10,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,278,14500,13900,556,13344
tau0p90_checkconntrue,10,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,278,14500,13900,280,13620
tau0p90_checkconntrue,20,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,488,13412
tau0p90_checkconntrue,20,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,386,13514
tau0p90_checkconntrue,20,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,503,13397
