TrainRatio,Metric,N,Mean,Median,SD,Q25,Q75,SEM,NotebookCell,SourceFile,Selection
40,PR_AUC,290,0.4776641855024838,0.50970946264950001,0.1537491311541955,0.35662418203149993,0.59352109758424987,0.0090284598546561002,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
40,Precision,290,0.81851949418132408,0.88452123859249987,0.15922270049405521,0.70565124781675004,0.94717136733999996,0.0093498789135842992,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
40,ROC_AUC,290,0.83812374320774141,0.8829112099330001,0.11566000438453911,0.73516130352450004,0.92953663240274997,0.0067917893163760004,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
40,Recall,290,0.58022993496327335,0.58900487398050005,0.18902995695656541,0.44963791968424988,0.74080357142824993,0.0111002212818889,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
40,TestMCC,290,0.5611472761116445,0.57212811901850003,0.1984762755298361,0.40584466933649987,0.74091411428999987,0.011654928208509101,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
40,TestTSS,290,0.50320068606063195,0.475787597964,0.20672658663974861,0.36248428260150001,0.69380736715000002,0.012139403158611801,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,F1Score,290,0.66282440565152745,0.65283326607449987,0.1827051753903651,0.56137773878374986,0.81071225154774995,0.0107288173199202,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,PR_AUC,290,0.47511452937552962,0.49535246300449992,0.16048349218569061,0.35309762936700001,0.5917298341685,0.0094239151509766996,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,Precision,290,0.84123425344650693,0.90376414745,0.15433239269567811,0.76376654573900005,0.96311775020125001,0.0090627101516985008,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,ROC_AUC,290,0.85512880458138618,0.89450242637449995,0.10844776795338421,0.76324169152599985,0.94056524455750001,0.0063682722103465001,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,Recall,290,0.59031871478945142,0.61111111111099992,0.20557703357078361,0.45708500981400002,0.74686588921274988,0.0120718990780617,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,TestMCC,290,0.57989290008872063,0.58349027945249987,0.2015238027194739,0.44485514499699991,0.74589401996024995,0.011833885167036699,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
50,TestTSS,290,0.51881499564811195,0.47983162754199998,0.2167430257682442,0.36732089965199988,0.69935415019775005,0.0127275887169909,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,F1Score,290,0.66085920965030764,0.6673984828720001,0.19785110415381299,0.55415475493499988,0.82041555988774995,0.0116182168812428,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,PR_AUC,290,0.47789438123657002,0.48878357851949988,0.17110290789977589,0.33556273780200002,0.60464533635524986,0.010047508713651,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,Precision,290,0.85582563544793788,0.91794701719549998,0.15278298684710709,0.78773484894599988,0.97084213038175005,0.0089717259074469993,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,ROC_AUC,290,0.86291690364868612,0.8966593268495,0.1061052674880463,0.77931744841850004,0.94442446667975,0.0062307158465995998,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,Recall,290,0.58882748097388327,0.61119812518350003,0.2224512826452312,0.45440620706075002,0.76324570121099988,0.013062789102626,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,TestMCC,290,0.58764417863495622,0.58216552220149986,0.20863993114263771,0.45392334705424991,0.75662781256650002,0.012251758616511199,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
60,TestTSS,290,0.52174892028177056,0.50130726824000005,0.229243343428956,0.34984375000000001,0.70937575029974986,0.013461632645063599,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,F1Score,290,0.66628750664368785,0.68565568488450002,0.20517429957538219,0.56251499106000002,0.82079237075875,0.012048249723543099,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,PR_AUC,290,0.49114621973820338,0.4963269317465,0.1693115263845866,0.35701301685074988,0.61286033359500003,0.0099423151689925996,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,Precision,290,0.87496356627746197,0.939823665117,0.14108003473317191,0.81672146080725005,0.97789245678574999,0.0082845048965155006,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,ROC_AUC,290,0.87007874762083792,0.89843846903399993,0.1029332579588412,0.80275734094675,0.95123467242350002,0.0060444490333953996,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,Recall,290,0.58836986108841127,0.62436311260949995,0.22987652239362441,0.43933162552400001,0.754005376344,0.013498814194126,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,TestMCC,290,0.60168451788889343,0.60370305502849986,0.20853769410052311,0.48389827780275002,0.76611086548850005,0.0122457550506799,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
70,TestTSS,290,0.53338282966697892,0.52941142910049988,0.2340366235855732,0.38117441002925001,0.71278714726624992,0.01374310374764,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,F1Score,290,0.66657231979607701,0.69596208301499995,0.21286550172868871,0.54726370897224996,0.81621143605074986,0.012499892665222801,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,PR_AUC,290,0.5019509449392745,0.51663605930900003,0.17289054797836551,0.37954460711475002,0.62292346516825003,0.0101524825535873,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,Precision,290,0.89246775094287922,0.94606619409899995,0.12767006484014379,0.84195705947675004,0.98630410185725004,0.0074970443500885003,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
