Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
tau1p00_checkconntrue,10,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,515,13385
tau1p00_checkconntrue,10,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,389,13511
tau1p00_checkconntrue,10,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,480,13420
tau1p00_checkconntrue,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,511,13389
tau1p00_checkconntrue,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,535,13365
tau1p00_checkconntrue,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,223,14500,10981,1029,9952
tau1p00_checkconntrue,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,278,14500,13900,570,13330
tau1p00_checkconntrue,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,278,14500,13900,436,13464
tau1p00_checkconntrue,10,0.5,10,0,Recall,Recall,predictive,290,278,14500,13900,544,13356
tau1p00_checkconntrue,10,0.5,10,0,TestMCC,MCC,predictive,290,278,14500,13900,441,13459
tau1p00_checkconntrue,10,0.5,10,0,TestTPR,TPR,predictive,290,278,14500,13900,544,13356
tau1p00_checkconntrue,10,0.5,10,0,TestTSS,TSS,predictive,290,278,14500,13900,505,13395
tau1p00_checkconntrue,10,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,278,14500,13900,273,13627
tau1p00_checkconntrue,10,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,278,14500,13900,274,13626
tau1p00_checkconntrue,10,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,278,14500,13900,556,13344
tau1p00_checkconntrue,10,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,278,14500,13900,280,13620
tau1p00_checkconntrue,20,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,472,13428
tau1p00_checkconntrue,20,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,406,13494
tau1p00_checkconntrue,20,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,499,13401
tau1p00_checkconntrue,20,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,503,13397
tau1p00_checkconntrue,20,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,578,13322
tau1p00_checkconntrue,20,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,221,14500,10871,1022,9849
tau1p00_checkconntrue,20,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,278,14500,13900,540,13360
tau1p00_checkconntrue,20,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,278,14500,13900,455,13445
tau1p00_checkconntrue,20,0.5,10,0,Recall,Recall,predictive,290,278,14500,13900,487,13413
tau1p00_checkconntrue,20,0.5,10,0,TestMCC,MCC,predictive,290,278,14500,13900,417,13483
tau1p00_checkconntrue,20,0.5,10,0,TestTPR,TPR,predictive,290,278,14500,13900,487,13413
tau1p00_checkconntrue,20,0.5,10,0,TestTSS,TSS,predictive,290,278,14500,13900,533,13367
tau1p00_checkconntrue,20,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,278,14500,13900,178,13722
tau1p00_checkconntrue,20,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,278,14500,13900,178,13722
tau1p00_checkconntrue,20,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,278,14500,13900,454,13446
tau1p00_checkconntrue,20,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,278,14500,13900,179,13721
tau1p00_checkconntrue,30,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,447,13453
tau1p00_checkconntrue,30,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,387,13513
tau1p00_checkconntrue,30,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,451,13449
tau1p00_checkconntrue,30,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,440,13460
tau1p00_checkconntrue,30,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,547,13353
tau1p00_checkconntrue,30,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,222,14500,11269,1064,10205
tau1p00_checkconntrue,30,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,278,14500,13900,511,13389
tau1p00_checkconntrue,30,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,278,14500,13900,416,13484
tau1p00_checkconntrue,30,0.5,10,0,Recall,Recall,predictive,290,278,14500,13900,468,13432
tau1p00_checkconntrue,30,0.5,10,0,TestMCC,MCC,predictive,290,278,14500,13900,416,13484
tau1p00_checkconntrue,30,0.5,10,0,TestTPR,TPR,predictive,290,278,14500,13900,468,13432
tau1p00_checkconntrue,30,0.5,10,0,TestTSS,TSS,predictive,290,278,14500,13900,438,13462
tau1p00_checkconntrue,30,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,278,14500,13900,106,13794
tau1p00_checkconntrue,30,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,278,14500,13900,106,13794
tau1p00_checkconntrue,30,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,278,14500,13900,425,13475
tau1p00_checkconntrue,30,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,278,14500,13900,105,13795
tau1p00_checkconntrue,40,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,472,13428
tau1p00_checkconntrue,40,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,410,13490
tau1p00_checkconntrue,40,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,501,13399
tau1p00_checkconntrue,40,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,443,13457
tau1p00_checkconntrue,40,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,486,13414
tau1p00_checkconntrue,40,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,242,14500,11982,1140,10842
tau1p00_checkconntrue,40,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,278,14500,13900,503,13397
tau1p00_checkconntrue,40,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,278,14500,13900,390,13510
tau1p00_checkconntrue,40,0.5,10,0,Recall,Recall,predictive,290,278,14500,13900,462,13438
tau1p00_checkconntrue,40,0.5,10,0,TestMCC,MCC,predictive,290,278,14500,13900,425,13475
tau1p00_checkconntrue,40,0.5,10,0,TestTPR,TPR,predictive,290,278,14500,13900,462,13438
tau1p00_checkconntrue,40,0.5,10,0,TestTSS,TSS,predictive,290,278,14500,13900,467,13433
tau1p00_checkconntrue,40,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,278,14500,13900,85,13815
tau1p00_checkconntrue,40,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,278,14500,13900,85,13815
tau1p00_checkconntrue,40,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,278,14500,13900,349,13551
tau1p00_checkconntrue,40,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,278,14500,13900,85,13815
tau1p00_checkconntrue,50,0.5,10,0,F1Score,F1,predictive,290,278,14500,13900,524,13376
tau1p00_checkconntrue,50,0.5,10,0,PR_AUC,PR-AUC,predictive,290,278,14500,13900,413,13487
tau1p00_checkconntrue,50,0.5,10,0,Precision,Precision,predictive,290,278,14500,13900,477,13423
tau1p00_checkconntrue,50,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,278,14500,13900,541,13359
tau1p00_checkconntrue,50,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,278,14500,13900,574,13326
