"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Chaetocladius sp.","Achnanthes","plant",0.000176643194475895,0.000215295288692591,0.00016318515905664,0.000211329443348781
"Chaetocladius sp.","Amphora","plant",9.29979925876897e-07,1.13347302857628e-06,8.59126911591342e-07,1.11259389666396e-06
"Chaetocladius sp.","Caloneis","plant",5.50709925298959e-05,6.71213248293551e-05,5.08752612975672e-05,6.5884916939701e-05
"Chaetocladius sp.","Cocconeis","plant",1.77798894671404e-06,2.16703872861217e-06,1.6425280913388e-06,2.12712080702684e-06
"Chaetocladius sp.","CPOM","detritus",8.84555830400308e-06,1.0781094818614e-05,8.17163572628047e-06,1.05825017377007e-05
"Chaetocladius sp.","Cymbella","plant",3.83229571129252e-06,4.67085762327908e-06,3.54032198667405e-06,4.58481812343971e-06
"Chaetocladius sp.","Diatoma","plant",6.82073809951104e-05,8.31321457125922e-05,6.30108187838669e-05,8.16008106100113e-05
"Chaetocladius sp.","Diploneis","plant",6.84708807254633e-05,8.3453303007585e-05,6.32542430807192e-05,8.19160520293214e-05
"Chaetocladius sp.","Epithemia","plant",0.000131377644163904,0.000160124979124968,0.000121368286069459,0.000157175398078644
"Chaetocladius sp.","Filamentous algae","plant",8.84555830400308e-06,1.0781094818614e-05,8.17163572628047e-06,1.05825017377007e-05
"Chaetocladius sp.","FPOM","detritus",8.84555830400308e-06,1.0781094818614e-05,8.17163572628047e-06,1.05825017377007e-05
"Chaetocladius sp.","Fragilaria","plant",2.14291315209059e-05,2.61181364553194e-05,1.97964956762707e-05,2.56370275073283e-05
"Chaetocladius sp.","Frustulia","plant",4.25541793878401e-05,5.18656513406271e-05,3.93120751271124e-05,5.0910260476656e-05
"Chaetocladius sp.","Gomphonema","plant",6.04702856339417e-06,7.37020616135853e-06,5.5863194778907e-06,7.23444333085052e-06
"Chaetocladius sp.","Melosira","plant",4.1835034045107e-06,5.09891465614024e-06,3.86477198006197e-06,5.00499013475225e-06
"Chaetocladius sp.","Meridion","plant",0.000153656144193959,0.000187278338244405,0.000141949438837526,0.000183828578938322
"Chaetocladius sp.","Navicula","plant",0.000106805000915504,0.000130175484960751,9.86677755356122e-05,0.000127777588360017
"Chaetocladius sp.","Nitzschia","plant",3.77033012864811e-06,4.59533307197092e-06,3.48307741809689e-06,4.51068477159517e-06
"Chaetocladius sp.","Pinnularia","plant",5.68202549467858e-06,6.92533512465676e-06,5.24912514667834e-06,6.79776703793628e-06
"Chaetocladius sp.","Rhoicosphenia","plant",4.36202212489599e-07,5.31649586302691e-07,4.0296897730576e-07,5.21856338855518e-07
"Chaetocladius sp.","Rhopalodia","plant",0.000100092958659034,0.000121994750460273,9.24671082160096e-05,0.00011974754702159
"Chaetocladius sp.","Surirella","plant",8.26371042866311e-07,1.00719301849684e-06,7.63411749148044e-07,9.88640026617728e-07
"Chaetocladius sp.","Synedra","plant",0.000210989647131206,0.000257157243589476,0.000194914835120403,0.000252420280401338
"Clinocera stagnalis","Chaetocladius sp.","invertebrate",8.89786603102945e-07,1.084484823535e-06,8.6913082280855e-07,1.08067961007605e-06
"Clinocera stagnalis","Cricotopus sp. B","invertebrate",4.65314880384891e-06,5.67132528386734e-06,4.5451291741599e-06,5.65142587833221e-06
"Clinocera stagnalis","Eukiefferiella minor","invertebrate",7.33212427277351e-06,8.93649945994463e-06,7.16191408131698e-06,8.90514329222071e-06
"Clinocera stagnalis","Metriocnemus sp. B","invertebrate",1.1086695497552e-08,1.35126253512022e-08,1.0829325533125e-08,1.34652125864164e-08
"Clinocera stagnalis","Micropsectra atrofasciata","invertebrate",1.01698345307594e-05,1.23951419003268e-05,9.93374885924544e-06,1.23516501337653e-05
"Clinocera stagnalis","Procladius islandicus","invertebrate",1.91438400147594e-06,2.33327900058151e-06,1.86994290155862e-06,2.32509204907808e-06
"Clinocera stagnalis","Rheocricotopus effesus","invertebrate",1.1013211618533e-07,1.34230621331309e-07,1.07575475315095e-07,1.33759636255439e-07
"Clinocera stagnalis","Simulium aureum","invertebrate",1.5835800655295e-06,1.93009036316161e-06,1.54681835008212e-06,1.92331810995208e-06
"Clinocera stagnalis","Simulium vittatum","invertebrate",6.97533333621821e-07,8.50163748908588e-07,6.8134057994688e-07,8.47180715426287e-07
"Clinocera stagnalis","Thienemanniella sp.","invertebrate",1.6233446544543e-06,1.9785560211662e-06,1.58565983159053e-06,1.97161371285756e-06
