"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS4","Hengill","August 2008",12.7,5.3,"mg","m^-2","mg m^-2",0.387111097776949,0.669178036796227,-1.0109306998054,-0.691768352996207,-0.394564832588843
