Prey,Predator,PreyMass,PredatorMass
Calanus propinquus,Sediment,0.0057,-999
Conchoecia antipoda,Phytodetritus,0.00044,-999
Conchoecia hettacra,Phytodetritus,0.00044,-999
Fragilariopsis cylindrus,Sediment,1.53e-14,-999
Fragilariopsis rhombica,Phytodetritus,4.53e-13,-999
Fragilariopsis vanheurckii,Sediment,9.11e-14,-999
Haplocheira plumosa,Phytodetritus,0.031,-999
Isodyctia cavicornuta,Sediment,5.6,-999
Laetmonice producta,Sediment,110,-999
Limacina helicina antarctica,Phytodetritus,9.4e-05,-999
Phyllocomus crocea,Sediment,0.47,-999
Rhachotropis antarctica,Phytodetritus,0.18,-999
Rhincalanus gigas,Sediment,0.02,-999
Stellarima microtrias,Sediment,1.01e-10,-999
Stylocordyla borealis,Sediment,45,-999
Tedania oxeata,Sediment,5.6,-999
Thalassiosira frenguelliopsis,Sediment,3.54e-12,-999
Thalassiosira gravida,Phytodetritus,5.2e-12,-999
Waldeckia obesa,Sediment,1.3,-999
Chaetoceros dichaeta,Fragilariopsis cylindrus,6.04e-13,1.53e-14
Eunoe hartmanae,Fragilariopsis cylindrus,57,1.53e-14
Phorbas areolatus,Fragilariopsis cylindrus,1.2,1.53e-14
Pleuragramma antarcticum,Fragilariopsis cylindrus,300,1.53e-14
Polymastia isidis,Fragilariopsis cylindrus,0.92,1.53e-14
Rhincalanus gigas,Fragilariopsis cylindrus,0.02,1.53e-14
Thalassiosira ritscheri,Fragilariopsis cylindrus,6.44e-11,1.53e-14
Trematomus bernacchii,Fragilariopsis cylindrus,240,1.53e-14
Corethron criophilum,Navicula schefterae,4.01e-12,2.26e-14
Dissostichus mawsoni,Navicula glaciei,24000,2.26e-14
Eunoe hartmanae,Navicula schefterae,57,2.26e-14
Fragilariopsis obliquecostata,Navicula schefterae,4.53e-13,2.26e-14
Fragilariopsis separanda,Navicula glaciei,6.04e-13,2.26e-14
Protomyctophum bolini,Navicula glaciei,5.6,2.26e-14
Sediment,Navicula schefterae,-999,2.26e-14
Thalassiosira tumida,Navicula schefterae,6.54e-11,2.26e-14
Calanoides acutus,Silicioflagellata,0.0055,3.44e-14
Euphausia crystallorophias,Silicioflagellata,1.2,3.44e-14
Euphausia superba,Silicioflagellata,5.5,3.44e-14
Fragilariopsis nana,Silicioflagellata,4.53e-13,3.44e-14
Limacina helicina antarctica,Silicioflagellata,9.4e-05,3.44e-14
Metaconchoecia isocheira,Silicioflagellata,0.00044,3.44e-14
Phorbas areolatus,Silicioflagellata,1.2,3.44e-14
