autoID,link.citation,link.methodology,interaction.type,interaction.dimensionality,interaction.classification,con.taxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,con.mass.mean.g.,con.mass.max.g.,res.taxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,res.mass.mean.g.,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodweb.name
200524,Mendonca et al. (2018),,predacious,2D,ibi,Bunodosoma cangicum,species,anemone,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.46,-999,Lottia subrugosa,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.22,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200525,Mendonca et al. (2018),,herbivorous,,ibi,Hymeniacidon heliophila,species,Sun Sponge,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200526,Mendonca et al. (2018),,herbivorous,,ibi,Copepoda,,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200527,Mendonca et al. (2018),,herbivorous,,ibi,Petaloconchus sp,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200528,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200529,Mendonca et al. (2018),,herbivorous,,ibi,Tetraclita stalactifera,species,ribbed barnacle,,invertebrate,sessile,,,-999,-999.0,-999,-999,43.5,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200530,Mendonca et al. (2018),,predacious,3D  ,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200531,Mendonca et al. (2018),,predacious,3D  ,ibi,Tetraclita stalactifera,species,ribbed barnacle,,invertebrate,sessile,,,-999,-999.0,-999,-999,43.5,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200532,Mendonca et al. (2018),,predacious,3D  ,ibi,Copepoda,,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
200533,Mendonca et al. (2018),,predacious,3D  ,ibi,Petaloconchus sp,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.421768,-23.82601,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CGP2
