Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,277,14223
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,346,14154
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,396,14104
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,264,14236
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,494,14006
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,275,14500,12275,1185,11090
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,522,13978
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,311,14189
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,274,14226
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,TestMCC,MCC,predictive,290,290,14500,14500,311,14189
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,TestTPR,TPR,predictive,290,290,14500,14500,274,14226
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,10,0.5,10,0,TestTSS,TSS,predictive,290,290,14500,14500,292,14208
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,177,14323
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,264,14236
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,294,14206
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,165,14335
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,271,14229
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,286,14500,12822,1081,11741
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,328,14172
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,344,14156
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,159,14341
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,TestMCC,MCC,predictive,290,290,14500,14500,180,14320
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,TestTPR,TPR,predictive,290,290,14500,14500,159,14341
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,20,0.5,10,0,TestTSS,TSS,predictive,290,290,14500,14500,189,14311
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,30,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,236,14264
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,30,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,276,14224
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,30,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,265,14235
role_only_5_role_constraints_checkconnfalse_adaptivefalse_threshold0p50,30,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,212,14288
