Scenario,Foodweb,Version,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,SourceColumn,ReferenceColumn,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
tau0p80_checkconntrue,AEW01,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.839116719243,0.866043613707,0.026926894464,0.798726377547,0.906433955403,0.852778162818,0.852778162818,0.0219696782738,0.00310698169758,,,
tau0p80_checkconntrue,AEW02,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.763802168912,0.788657819811,0.024855650898,0.726518692565,0.825941296158,0.777577919274,0.776096362197,0.0204907650084,0.00292725214406,,,
tau0p80_checkconntrue,AEW03,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.816720257235,0.847674695449,0.0309544382138,0.770288599914,0.894106352769,0.831549282444,0.831549282444,0.0206589089475,0.00292161092174,,,
tau0p80_checkconntrue,AEW04,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.809522273822,0.848817769286,0.0392954954642,0.750579030626,0.907761012483,0.825353485827,0.827159840532,0.0253356933996,0.00361938477138,,,
tau0p80_checkconntrue,AEW05,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.735395189003,0.774459161148,0.0390639721447,0.676799230786,0.833055119365,0.753193950098,0.754959813025,0.0300416854517,0.00429166935024,,,
tau0p80_checkconntrue,AEW06,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.758556215468,0.799652777778,0.0410965623103,0.696911372002,0.861297621243,0.776826131646,0.778509529789,0.0278931879178,0.00398474113111,,,
tau0p80_checkconntrue,AEW07,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.746985530546,0.784532359827,0.0375468292805,0.690665286626,0.840852603747,0.76690359947,0.765304936291,0.0263130270089,0.00375900385841,,,
tau0p80_checkconntrue,AEW08,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.794190974819,0.830671859786,0.036480884966,0.73946964737,0.885393187235,0.811843010753,0.811843010753,0.0297219546895,0.00420331914221,,,
tau0p80_checkconntrue,AEW09,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.712049583085,0.753315649867,0.041266066782,0.650150482912,0.81521475004,0.734698125272,0.734698125272,0.0338097622065,0.0047814224253,,,
tau0p80_checkconntrue,AEW11,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.846566951567,0.871951219512,0.0253842679448,0.80849054965,0.910027621429,0.859809044644,0.859809044644,0.0203297434751,0.00287505989421,,,
