Scenario,Foodweb,Version,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,SourceColumn,ReferenceColumn,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
tau0p80_checkconnfalse,AEW01,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.820512820513,0.853120669831,0.032607849318,0.771601046536,0.902032443808,0.835534875293,0.835534875293,0.0230169644671,0.0032550903314,,,
tau0p80_checkconnfalse,AEW02,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.763857041608,0.788509358289,0.024652316681,0.726878566586,0.82548783331,0.778412162721,0.777363691878,0.0173967113306,0.0024852444758,,,
tau0p80_checkconnfalse,AEW03,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.820886233508,0.847112764773,0.0262265312652,0.78154643661,0.886452561671,0.832863252196,0.832863252196,0.0173015678152,0.00244681118546,,,
tau0p80_checkconnfalse,AEW04,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.801640626674,0.844680333107,0.0430397064327,0.737081067025,0.909239892756,0.821087290988,0.822949795673,0.0274636117794,0.00392337311135,,,
tau0p80_checkconnfalse,AEW05,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.72882418501,0.774502531686,0.0456783466763,0.660306664996,0.843020051701,0.753264576886,0.753264576886,0.0306179496353,0.00433003196263,,,
tau0p80_checkconnfalse,AEW06,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.756668495108,0.796881689739,0.0402131946312,0.696348703161,0.857201481686,0.774255981599,0.774255981599,0.03025112007,0.00427815442799,,,
tau0p80_checkconnfalse,AEW07,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.744747604033,0.782613904085,0.0378663000518,0.687948153955,0.839413354162,0.762819377573,0.764506820378,0.0254656240389,0.00363794629127,,,
tau0p80_checkconnfalse,AEW08,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.783068783069,0.825581395349,0.04251261228,0.719299864649,0.889350313769,0.806037976716,0.806037976716,0.028950756475,0.00409425524479,,,
tau0p80_checkconnfalse,AEW09,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.711956521739,0.760638297872,0.048681776133,0.63893385754,0.833660962071,0.733999244839,0.733999244839,0.0342471221312,0.00484327445902,,,
tau0p80_checkconnfalse,AEW11,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.826880186461,0.853149878851,0.0262696923893,0.787475647878,0.892554417435,0.840417195442,0.840417195442,0.0204061236883,0.00288586168755,,,
tau0p80_checkconnfalse,AEW17,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.749722226301,0.776340969474,0.026618743173,0.709794111542,0.816269084234,0.763421550684,0.763421550684,0.0197584583148,0.00279426797203,,,
tau0p80_checkconnfalse,AEW18,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,2,48,50,25,1,0.725276314099,0.774881938876,0.049605624777,0.650867876933,0.849290376041,0.746396171037,0.750598517151,0.0356392787744,0.00514408679854,,,
tau0p80_checkconnfalse,AEW25,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.784053156146,0.818696193341,0.0346430371953,0.732088600353,0.870660749134,0.800480613184,0.802209003786,0.0229422784359,0.00327746834799,,,
tau0p80_checkconnfalse,AEW27,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,3,47,50,25,1,0.699148691951,0.746228588819,0.0470798968673,0.62852884665,0.816848434119,0.719070978551,0.725826270301,0.0362629271161,0.00528949155547,,,
tau0p80_checkconnfalse,AEW30,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.798319327731,0.832818930041,0.03449960231,0.746569924266,0.884568333506,0.814919384503,0.816724731143,0.0259663466403,0.00370947809147,,,
tau0p80_checkconnfalse,AEW49,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,3,47,50,25,1,0.753392624036,0.781399275243,0.0280066512068,0.711382647226,0.823409252053,0.763939693122,0.767961952045,0.0190569864688,0.00277974716924,,,
tau0p80_checkconnfalse,AP1,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0,0.666666666667,0.666666666667,-1,1.66666666667,0.366,0.366,0.383118247852,0.0541811022104,,,
tau0p80_checkconnfalse,AP2,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,4,46,50,25,1,0.666666666667,0.857142857143,0.190476190476,0.380952380953,1.14285714286,0.727126984127,0.769651483782,0.160234248122,0.0236252509861,,,
tau0p80_checkconnfalse,AP3,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.578571428572,0.8,0.221428571428,0.246428571429,1.13214285714,0.696894660895,0.696894660895,0.164746188744,0.0232986294471,,,
tau0p80_checkconnfalse,AP4,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.4,0.8,0.4,-0.2,1.4,0.545047619048,0.545047619048,0.257661015571,0.0364387702715,,,
tau0p80_checkconnfalse,Afon Hafren 2005,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.428571428571,0.625,0.196428571429,0.133928571427,0.919642857144,0.530330454719,0.541153525223,0.177891000087,0.0254130000124,,,
tau0p80_checkconnfalse,Alert,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,3,47,50,25,1,0.666666666667,0.857142857143,0.190476190476,0.380952380953,1.14285714286,0.74324963925,0.771187559486,0.164787438451,0.0240367183087,,,
tau0p80_checkconnfalse,Alford lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.37037037037,0.529032258064,0.158661887694,0.132377538829,0.767025089606,0.430230264956,0.437235851552,0.118394288226,0.0169134697466,,,
tau0p80_checkconnfalse,Allt a Mharcaidh,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.30303030303,0.448917748918,0.145887445888,0.0841991341984,0.667748917749,0.376268159531,0.376268159531,0.104767425923,0.0148163514635,,,
tau0p80_checkconnfalse,BP1,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.5,0.8,0.3,0.05,1.25,0.662600891025,0.676123358189,0.159515108709,0.0227878726727,,,
tau0p80_checkconnfalse,BP2,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.6875,0.880952380952,0.193452380952,0.397321428572,1.17113095238,0.80273015873,0.80273015873,0.163084284881,0.0230636007489,,,
tau0p80_checkconnfalse,BP3,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.8,1,0.2,0.5,1.3,0.858209235209,0.875723709397,0.124686417657,0.0178123453796,,,
tau0p80_checkconnfalse,Balsam lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.375,0.594594594595,0.219594594595,0.0456081081075,0.923986486487,0.477892290522,0.477892290522,0.133733217389,0.0189127329771,,,
tau0p80_checkconnfalse,Beaver lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.4,0.536984352774,0.136984352774,0.194523470839,0.742460881936,0.448625290531,0.448625290531,0.10766730704,0.015226456584,,,
tau0p80_checkconnfalse,Big hope lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.5,0.608119843682,0.108119843682,0.337820234477,0.770299609205,0.552723569013,0.552723569013,0.0905319885947,0.0128031566099,,,
tau0p80_checkconnfalse,Blackrock Stream,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.382978723404,0.509803921569,0.126825198165,0.192740926157,0.700041718817,0.451886991637,0.446581330104,0.0872541712805,0.0124648816115,,,
tau0p80_checkconnfalse,Brandy lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.153846153846,0.4,0.246153846154,-0.215384615385,0.769230769231,0.312830748199,0.300662173487,0.179581848597,0.0256545497996,,,
tau0p80_checkconnfalse,Bridge brook lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.388213981244,0.493150684932,0.104936703688,0.230808925713,0.650555740464,0.45544415741,0.450647585307,0.0636209787631,0.00908871125187,,,
tau0p80_checkconnfalse,Broad Stream,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,2,48,50,25,1,0.161290322581,0.246153846154,0.084863523573,0.0339950372215,0.373449131513,0.214775657776,0.206828125519,0.0611890783991,0.0088318827213,,,
tau0p80_checkconnfalse,Broadstone Stream,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.752976190476,0.9,0.147023809524,0.532440476191,1.12053571429,0.832489298799,0.840059724049,0.10247169578,0.0146388136828,,,
tau0p80_checkconnfalse,Brook trout lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0,0.95,0.95,-1.425,2.375,0.480666666667,0.480666666667,0.421856925161,0.0596595784943,,,
tau0p80_checkconnfalse,Buck pond,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.117647058824,0.315789473684,0.19814241486,-0.179566563466,0.613003095974,0.250681471951,0.250681471951,0.138675885519,0.0196117318076,,,
tau0p80_checkconnfalse,Bure Stream,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.538240551584,0.580350409394,0.042109857811,0.475075764867,0.643515196111,0.558732520603,0.560829102656,0.0306046188249,0.00437208840356,,,
tau0p80_checkconnfalse,Burntbridge lake,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,1,49,50,25,1,0.347826086957,0.482068965518,0.13424287856,0.146461769116,0.683433283358,0.406547812768,0.412696479194,0.10809380291,0.0154419718443,,,
tau0p80_checkconnfalse,Bylot,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,0,50,50,25,1,0.411111111111,0.857142857143,0.446031746032,-0.257936507937,1.52619047619,0.628206349206,0.628206349206,0.282552931429,0.0399590187716,,,
tau0p80_checkconnfalse,CGP1,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,50,50,0,2,48,50,25,1,0.5,0.8,0.3,0.05,1.25,0.726952380952,0.757242063492,0.18009043788,0.0259938156972,,,
