[INFO] Processing dataset: SEW18_tax_mass
Processing with K = 10, node selection: random
[SweepBackbone] ratioTrain=0.60 | BackboneRatio=0.50 | inverse_backbone=0
[DivideNet] BACKBONE mode ON. ratioTrain=0.600, ratioBackbone=0.500
[DivideNet] BACKBONE mode (STANDARD). ratioTrain=0.600, ratioBackbone=0.500 (interpreted as backboneTrainFrac)
[DivideNet] STANDARD backbone: backboneTrainFrac=0.50 → target backbone TRAIN edges = 262 of 524
[DivideNet] TRAIN total: 1114 (requested 1114)
[DivideNet]  ├─ backbone in TRAIN: 262 (target 262 of 524)
[DivideNet]  └─ non-backbone in TRAIN: 852 of 1334
[DivideNet] TEST total: 744
[Warning: [sample_neg] Pool 282 < need 3716 with role filter. Disabling role filter.] 
[> In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('sample_neg_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m', 88)" style="font-weight:bold">sample_neg_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m',88,0)">line 88</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('WLNM_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m', 42)" style="font-weight:bold">WLNM_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m',42,0)">line 42</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('run_wlnm_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m', 168)" style="font-weight:bold">run_wlnm_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m',168,0)">line 168</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('Main', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m', 229)" style="font-weight:bold">Main</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m',229,0)">line 229</a>)] 
[NegPool] pool=13148 need_total=3716 a=2 eval_all=0 role_filter=1 | k_train=2228 k_test=1488
[sample_neg] Final link counts (use_role_filter = 1):
    Train Positive: 1114
    Train Negative: 2228
    Test  Positive: 744
    Test  Negative: 1488
Encoding 3342 subgraphs (K = 10)...
Progress: 10% - Elapsed: 3.0s
Progress: 20% - Elapsed: 3.7s
Progress: 30% - Elapsed: 4.3s
Progress: 40% - Elapsed: 5.1s
Progress: 50% - Elapsed: 5.8s
Progress: 60% - Elapsed: 6.5s
Progress: 70% - Elapsed: 7.2s
Progress: 80% - Elapsed: 7.9s
Progress: 90% - Elapsed: 8.5s
Progress: 100% - Elapsed: 9.1s
Done. Total time: 9.1s
Encoding 2232 subgraphs (K = 10)...
Progress: 10% - Elapsed: 0.4s
Progress: 20% - Elapsed: 0.8s
Progress: 30% - Elapsed: 1.3s
Progress: 40% - Elapsed: 1.7s
Progress: 50% - Elapsed: 2.1s
Progress: 60% - Elapsed: 2.5s
Progress: 70% - Elapsed: 3.1s
Progress: 80% - Elapsed: 3.8s
Progress: 90% - Elapsed: 4.6s
Progress: 100% - Elapsed: 5.3s
Done. Total time: 5.3s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       75.00% |       0.6377 |          0.1000 |
|       2 |          50 |       00:00:00 |       78.12% |       0.4344 |          0.1000 |
|       4 |         100 |       00:00:00 |       82.03% |       0.3414 |          0.1000 |
|       6 |         150 |       00:00:00 |       82.03% |       0.3937 |          0.1000 |
|       8 |         200 |       00:00:00 |       87.50% |       0.2767 |          0.1000 |
|      10 |         250 |       00:00:01 |       89.84% |       0.2362 |          0.1000 |
|      12 |         300 |       00:00:01 |       84.38% |       0.2972 |          0.0900 |
|      14 |         350 |       00:00:01 |       87.50% |       0.2529 |          0.0900 |
|      16 |         400 |       00:00:01 |       89.06% |       0.2622 |          0.0900 |
|      18 |         450 |       00:00:01 |       83.59% |       0.3454 |          0.0900 |
|      20 |         500 |       00:00:01 |       87.50% |       0.2920 |          0.0900 |
|      22 |         550 |       00:00:01 |       89.06% |       0.2493 |          0.0810 |
|      24 |         600 |       00:00:01 |       84.38% |       0.3609 |          0.0810 |
|      25 |         650 |       00:00:01 |       92.19% |       0.2453 |          0.0810 |
|      27 |         700 |       00:00:01 |       82.81% |       0.3007 |          0.0810 |
|      29 |         750 |       00:00:02 |       86.72% |       0.2919 |          0.0810 |
|      31 |         800 |       00:00:02 |       87.50% |       0.2432 |          0.0729 |
|      33 |         850 |       00:00:02 |       92.19% |       0.1849 |          0.0729 |
|      35 |         900 |       00:00:02 |       92.19% |       0.1753 |          0.0729 |
|      37 |         950 |       00:00:02 |       89.84% |       0.2251 |          0.0729 |
|      39 |        1000 |       00:00:03 |       91.41% |       0.1854 |          0.0729 |
|      41 |        1050 |       00:00:03 |       94.53% |       0.1403 |          0.0656 |
|      43 |        1100 |       00:00:03 |       89.84% |       0.2026 |          0.0656 |
|      45 |        1150 |       00:00:03 |       90.62% |       0.2362 |          0.0656 |
|      47 |        1200 |       00:00:03 |       89.06% |       0.2062 |          0.0656 |
|      49 |        1250 |       00:00:03 |       87.50% |       0.2442 |          0.0656 |
|      50 |        1300 |       00:00:03 |       91.41% |       0.1892 |          0.0656 |
|      52 |        1350 |       00:00:03 |       89.84% |       0.2283 |          0.0590 |
|      54 |        1400 |       00:00:03 |       88.28% |       0.2056 |          0.0590 |
|      56 |        1450 |       00:00:04 |       90.62% |       0.1596 |          0.0590 |
|      58 |        1500 |       00:00:04 |       93.75% |       0.1453 |          0.0590 |
|      60 |        1550 |       00:00:04 |       94.53% |       0.1105 |          0.0590 |
|      62 |        1600 |       00:00:04 |       90.62% |       0.1809 |          0.0531 |
|      64 |        1650 |       00:00:04 |       92.97% |       0.1464 |          0.0531 |
|      66 |        1700 |       00:00:04 |       96.88% |       0.1038 |          0.0531 |
|      68 |        1750 |       00:00:04 |       91.41% |       0.1783 |          0.0531 |
|      70 |        1800 |       00:00:04 |       90.62% |       0.1773 |          0.0531 |
|      72 |        1850 |       00:00:04 |       89.84% |       0.1758 |          0.0478 |
|      74 |        1900 |       00:00:04 |       91.41% |       0.1940 |          0.0478 |
|      75 |        1950 |       00:00:04 |       94.53% |       0.1202 |          0.0478 |
|      77 |        2000 |       00:00:05 |       91.41% |       0.2031 |          0.0478 |
|      79 |        2050 |       00:00:05 |       90.62% |       0.1754 |          0.0478 |
|      81 |        2100 |       00:00:05 |       93.75% |       0.1324 |          0.0430 |
|      83 |        2150 |       00:00:05 |       92.97% |       0.1481 |          0.0430 |
|      85 |        2200 |       00:00:05 |       94.53% |       0.1104 |          0.0430 |
|      87 |        2250 |       00:00:05 |       92.97% |       0.1438 |          0.0430 |
