[INFO] Processing dataset: Lough Hyne_tax_mass
Processing with K = 10, node selection: random
[SweepBackbone] ratioTrain=0.60 | BackboneRatio=0.50 | inverse_backbone=0
[DivideNet] BACKBONE mode ON. ratioTrain=0.600, ratioBackbone=0.500
[DivideNet] BACKBONE mode (STANDARD). ratioTrain=0.600, ratioBackbone=0.500 (interpreted as backboneTrainFrac)
[DivideNet] STANDARD backbone: backboneTrainFrac=0.50 → target backbone TRAIN edges = 445 of 889
[DivideNet] TRAIN total: 3023 (requested 3023)
[DivideNet]  ├─ backbone in TRAIN: 445 (target 445 of 889)
[DivideNet]  └─ non-backbone in TRAIN: 2578 of 4150
[DivideNet] TEST total: 2016
[Warning: [sample_neg] Pool 2508 < need 10078 with role filter.
Disabling role filter.] 
[> In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('sample_neg_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m', 88)" style="font-weight:bold">sample_neg_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m',88,0)">line 88</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('WLNM_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m', 42)" style="font-weight:bold">WLNM_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m',42,0)">line 42</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('run_wlnm_dir_neg', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m', 168)" style="font-weight:bold">run_wlnm_dir_neg</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m',168,0)">line 168</a>)
In <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('Main', '/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m', 229)" style="font-weight:bold">Main</a> (<a href="matlab: opentoline('/Users/acw792/Developer/qmul-phd-framework/src/matlab/Main.m',229,0)">line 229</a>)] 
[NegPool] pool=114331 need_total=10078 a=2 eval_all=0 role_filter=1 | k_train=6046 k_test=4032
[sample_neg] Final link counts (use_role_filter = 1):
    Train Positive: 3023
    Train Negative: 6046
    Test  Positive: 2016
    Test  Negative: 4032
Encoding 9069 subgraphs (K = 10)...
Progress: 10% - Elapsed: 4.4s
Progress: 20% - Elapsed: 6.6s
Progress: 30% - Elapsed: 9.2s
Progress: 40% - Elapsed: 12.2s
Progress: 50% - Elapsed: 15.1s
Progress: 60% - Elapsed: 17.5s
Progress: 70% - Elapsed: 19.8s
Progress: 80% - Elapsed: 22.3s
Progress: 90% - Elapsed: 24.9s
Progress: 100% - Elapsed: 27.4s
Done. Total time: 27.4s
Encoding 6048 subgraphs (K = 10)...
Progress: 10% - Elapsed: 1.6s
Progress: 20% - Elapsed: 3.0s
Progress: 30% - Elapsed: 4.4s
Progress: 40% - Elapsed: 5.9s
Progress: 50% - Elapsed: 7.3s
Progress: 60% - Elapsed: 8.8s
Progress: 70% - Elapsed: 10.2s
Progress: 80% - Elapsed: 11.6s
Progress: 90% - Elapsed: 12.8s
Progress: 100% - Elapsed: 14.1s
Done. Total time: 14.2s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       35.94% |       0.7179 |          0.1000 |
|       1 |          50 |       00:00:00 |       81.25% |       0.4296 |          0.1000 |
|       2 |         100 |       00:00:00 |       77.34% |       0.4219 |          0.1000 |
|       3 |         150 |       00:00:00 |       80.47% |       0.4114 |          0.1000 |
|       3 |         200 |       00:00:00 |       80.47% |       0.3936 |          0.1000 |
|       4 |         250 |       00:00:00 |       78.91% |       0.3787 |          0.1000 |
|       5 |         300 |       00:00:00 |       81.25% |       0.3643 |          0.1000 |
|       5 |         350 |       00:00:00 |       81.25% |       0.3446 |          0.1000 |
|       6 |         400 |       00:00:00 |       83.59% |       0.3393 |          0.1000 |
|       7 |         450 |       00:00:01 |       79.69% |       0.4087 |          0.1000 |
|       8 |         500 |       00:00:01 |       78.12% |       0.3874 |          0.1000 |
|       8 |         550 |       00:00:01 |       84.38% |       0.3715 |          0.1000 |
|       9 |         600 |       00:00:01 |       79.69% |       0.3655 |          0.1000 |
|      10 |         650 |       00:00:01 |       80.47% |       0.3613 |          0.1000 |
|      10 |         700 |       00:00:01 |       80.47% |       0.3377 |          0.1000 |
|      11 |         750 |       00:00:01 |       85.16% |       0.3185 |          0.0900 |
|      12 |         800 |       00:00:01 |       80.47% |       0.3905 |          0.0900 |
|      13 |         850 |       00:00:01 |       78.91% |       0.3789 |          0.0900 |
|      13 |         900 |       00:00:02 |       84.38% |       0.3604 |          0.0900 |
|      14 |         950 |       00:00:02 |       80.47% |       0.3519 |          0.0900 |
|      15 |        1000 |       00:00:02 |       81.25% |       0.3354 |          0.0900 |
|      15 |        1050 |       00:00:02 |       82.03% |       0.3354 |          0.0900 |
|      16 |        1100 |       00:00:02 |       85.16% |       0.3071 |          0.0900 |
|      17 |        1150 |       00:00:02 |       80.47% |       0.3785 |          0.0900 |
|      18 |        1200 |       00:00:02 |       79.69% |       0.3709 |          0.0900 |
|      18 |        1250 |       00:00:02 |       82.03% |       0.3430 |          0.0900 |
|      19 |        1300 |       00:00:02 |       81.25% |       0.3468 |          0.0900 |
|      20 |        1350 |       00:00:02 |       82.03% |       0.3215 |          0.0900 |
|      20 |        1400 |       00:00:03 |       83.59% |       0.3291 |          0.0900 |
|      21 |        1450 |       00:00:03 |       84.38% |       0.3049 |          0.0810 |
|      22 |        1500 |       00:00:03 |       81.25% |       0.3593 |          0.0810 |
|      23 |        1550 |       00:00:03 |       79.69% |       0.3512 |          0.0810 |
|      23 |        1600 |       00:00:03 |       85.16% |       0.3337 |          0.0810 |
|      24 |        1650 |       00:00:03 |       83.59% |       0.3282 |          0.0810 |
|      25 |        1700 |       00:00:03 |       83.59% |       0.2858 |          0.0810 |
|      25 |        1750 |       00:00:03 |       80.47% |       0.3321 |          0.0810 |
|      26 |        1800 |       00:00:03 |       82.81% |       0.3003 |          0.0810 |
|      27 |        1850 |       00:00:04 |       82.03% |       0.3394 |          0.0810 |
|      28 |        1900 |       00:00:04 |       82.03% |       0.3410 |          0.0810 |
|      28 |        1950 |       00:00:04 |       83.59% |       0.3258 |          0.0810 |
|      29 |        2000 |       00:00:04 |       82.03% |       0.3356 |          0.0810 |
|      30 |        2050 |       00:00:04 |       82.81% |       0.2865 |          0.0810 |
|      30 |        2100 |       00:00:04 |       81.25% |       0.3308 |          0.0810 |
|      31 |        2150 |       00:00:04 |       83.59% |       0.2785 |          0.0729 |
|      32 |        2200 |       00:00:04 |       81.25% |       0.3241 |          0.0729 |
|      33 |        2250 |       00:00:04 |       80.47% |       0.3462 |          0.0729 |
|      33 |        2300 |       00:00:04 |       85.94% |       0.3205 |          0.0729 |
