"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Clinocera stagnalis","Cricotopus sp. B","invertebrate",8.11508431867099e-07,9.93245984374189e-07,7.68858105358988e-07,9.57817822944139e-07
"Clinocera stagnalis","Diamesa bertrami","invertebrate",1.65310977941312e-07,2.02332420176342e-07,1.56622753755705e-07,1.95115410737279e-07
"Clinocera stagnalis","Diamesa zernyi","invertebrate",5.30766378591814e-08,6.49631665519757e-08,5.0287096992134e-08,6.26459907588505e-08
"Clinocera stagnalis","Eukiefferiella minor","invertebrate",3.11522174660892e-06,3.81287657496724e-06,2.95149550616513e-06,3.67687481011147e-06
"Clinocera stagnalis","Micropsectra atrofasciata","invertebrate",6.46007569216505e-08,7.90681154751953e-08,6.12055446636087e-08,7.62478292589968e-08
"Clinocera stagnalis","Orthocladius sp.","invertebrate",2.50535657758947e-08,3.06643192158937e-08,2.37368292903898e-08,2.95705514399205e-08
"Clinocera stagnalis","Rheocricotopus effesus","invertebrate",9.45245149208004e-07,1.15693307898221e-06,8.9556604217621e-07,1.11566635097045e-06
"Clinocera stagnalis","Simulium aureum","invertebrate",2.34281356389096e-09,2.86748735206386e-09,2.21968266404599e-09,2.76520674242057e-09
"Clinocera stagnalis","Simulium vittatum","invertebrate",8.13949188891786e-11,9.96233349653964e-11,7.71170583884104e-11,9.60698631679968e-11
"Clinocera stagnalis","Thienemanniella sp.","invertebrate",7.93578558893756e-07,9.71300711063673e-07,7.51870570020761e-07,9.36655317143084e-07
"Cricotopus sp. B","Achnanthes","plant",0.000101836835607093,0.000124643224957501,0.00010178858022463,0.000123759886879827
"Cricotopus sp. B","Amphora","plant",6.69579250145001e-07,8.19531720572091e-07,6.6926197003106e-07,8.1372375487729e-07
"Cricotopus sp. B","Caloneis","plant",6.76695563675874e-07,8.28241734615722e-07,6.76374911496913e-07,8.22372041642408e-07
"Cricotopus sp. B","Cocconeis","plant",9.02574179995691e-06,1.10470593363762e-05,9.02146495239022e-06,1.09687695764517e-05
"Cricotopus sp. B","CPOM","detritus",1.33613859628007e-05,1.63536722874112e-05,1.33550546703365e-05,1.62377749215801e-05
"Cricotopus sp. B","Cymbella","plant",2.08090083238392e-06,2.54691918713757e-06,2.07991479756719e-06,2.52886934367818e-06
"Cricotopus sp. B","Diatoma","plant",6.478692171271e-05,7.92959719260844e-05,6.47562224311859e-05,7.87340067536306e-05
"Cricotopus sp. B","Epithemia","plant",0.000257064606941065,0.000314634301434784,0.000256942796882341,0.000312404509489861
"Cricotopus sp. B","Filamentous algae","plant",1.33613859628007e-05,1.63536722874112e-05,1.33550546703365e-05,1.62377749215801e-05
"Cricotopus sp. B","FPOM","detritus",1.33613859628007e-05,1.63536722874112e-05,1.33550546703365e-05,1.62377749215801e-05
"Cricotopus sp. B","Fragilaria","plant",8.35127765541653e-05,0.000102215487478691,8.34732040267088e-05,0.000101491093254708
"Cricotopus sp. B","Frustulia","plant",2.54613844980359e-05,3.11634690610622e-05,2.5449319621514e-05,3.09426156704072e-05
"Cricotopus sp. B","Gomphonema","plant",5.04360912288718e-06,6.17312687255126e-06,5.0412192088078e-06,6.12937834127976e-06
"Cricotopus sp. B","Macrophytes","plant",1.33613859628007e-05,1.63536722874112e-05,1.33550546703365e-05,1.62377749215801e-05
"Cricotopus sp. B","Melosira","plant",3.74671794501641e-06,4.5857965331403e-06,3.74494256279505e-06,4.55329730427674e-06
"Cricotopus sp. B","Meridion","plant",0.000821920294190589,0.0010059895863339,0.000821530827276053,0.000998860206396446
"Cricotopus sp. B","Navicula","plant",1.06072050005642e-05,1.29826916868926e-05,1.06021787766923e-05,1.28906842318413e-05
"Cricotopus sp. B","Nitzschia","plant",3.95573687523849e-06,4.84162531439352e-06,3.95386244940134e-06,4.80731304431635e-06
"Cricotopus sp. B","Pinnularia","plant",1.18795892802786e-06,1.45400268010817e-06,1.1873960137142e-06,1.44369826177483e-06
"Cricotopus sp. B","Rhoicosphenia","plant",2.22310152823674e-06,2.72096577074e-06,2.22204811162321e-06,2.70168247095246e-06
"Cricotopus sp. B","Rhopalodia","plant",2.85083444354256e-05,3.48927965745155e-05,2.84948357569999e-05,3.46455136928242e-05
"Cricotopus sp. B","Synedra","plant",0.00158863662445577,0.00194441226475004,0.00158788384902387,0.00193063234696683
"Diamesa bertrami","Achnanthes","plant",2.32773808724491e-05,2.84903571797945e-05,2.28902185873257e-05,2.80375677083501e-05
"Diamesa bertrami","Amphora","plant",1.53049249193565e-07,1.87324673661418e-07,1.5050364935229e-07,1.84347573745106e-07
"Diamesa bertrami","Cocconeis","plant",2.06306125167295e-06,2.5250844270682e-06,2.02874727481602e-06,2.48495394938168e-06
"Diamesa bertrami","CPOM","detritus",3.05408223051901e-06,3.73804484622825e-06,3.00328504410867e-06,3.67863711962524e-06
"Diamesa bertrami","Cymbella","plant",4.75642442584136e-07,5.82162707795493e-07,4.67731294161485e-07,5.72910554756699e-07
"Diamesa bertrami","Diatoma","plant",1.48086872816702e-05,1.81250971632306e-05,1.45623809966519e-05,1.78370399404788e-05
"Diamesa bertrami","Epithemia","plant",5.87586086009218e-05,7.19176163160782e-05,5.77813028936664e-05,7.0774649266778e-05
"Diamesa bertrami","Filamentous algae","plant",3.05408223051901e-06,3.73804484622825e-06,3.00328504410867e-06,3.67863711962524e-06
"Diamesa bertrami","FPOM","detritus",3.05408223051901e-06,3.73804484622825e-06,3.00328504410867e-06,3.67863711962524e-06
"Diamesa bertrami","Fragilaria","plant",1.90889543648747e-05,2.33639313213187e-05,1.87714563081553e-05,2.29926147370063e-05
"Diamesa bertrami","Frustulia","plant",5.81984250558719e-06,7.12319795010014e-06,5.72304366314577e-06,7.00999090904882e-06
"Diamesa bertrami","Gomphonema","plant",1.15284425154533e-06,1.4110240614774e-06,1.13366950773436e-06,1.38859904114649e-06
"Diamesa bertrami","Macrophytes","plant",3.05408223051901e-06,3.73804484622825e-06,3.00328504410867e-06,3.67863711962524e-06
"Diamesa bertrami","Melosira","plant",8.56407017243498e-07,1.0481996211794e-06,8.42162781622294e-07,1.03154087066087e-06
"Diamesa bertrami","Meridion","plant",0.000187870642490164,0.000229944328250325,0.000184745873958315,0.000226289885794828
"Diamesa bertrami","Navicula","plant",2.42454460921096e-06,2.96752208907333e-06,2.3842182410328e-06,2.92036007036884e-06
"Diamesa bertrami","Nitzschia","plant",9.04183572939936e-07,1.1066757506061e-06,8.89144691195093e-07,1.08908765492112e-06
"Diamesa bertrami","Rhoicosphenia","plant",5.08146003186357e-07,6.21945450374939e-07,4.99694237549666e-07,6.12061041065314e-07
"Diamesa bertrami","Rhopalodia","plant",6.51630215638935e-06,7.9756299449795e-06,6.40791941147289e-06,7.84887543486811e-06
"Diamesa bertrami","Synedra","plant",0.000363123024737851,0.000444444533157663,0.000357083361564026,0.000437381097484153
"Diamesa zernyi","Achnanthes","plant",8.61419282540287e-06,1.05433438476676e-05,8.30103902189846e-06,1.02615477086813e-05
"Diamesa zernyi","Amphora","plant",5.66384917427263e-08,6.93226986625897e-08,5.45794991622859e-08,6.74698833594494e-08
"Diamesa zernyi","Cocconeis","plant",7.63471093672833e-07,9.34450670132411e-07,7.35716447161524e-07,9.09475235894369e-07
"Diamesa zernyi","CPOM","detritus",1.13021535294229e-06,1.38332741436239e-06,1.08912836502287e-06,1.34635467308094e-06
"Diamesa zernyi","Cymbella","plant",1.76019619166642e-07,2.15439264760435e-07,1.69620736026845e-07,2.0968113395557e-07
"Diamesa zernyi","Diatoma","plant",5.48020795098915e-06,6.70750213689327e-06,5.28098464607467e-06,6.52822806296301e-06
"Diamesa zernyi","Epithemia","plant",2.17446278605941e-05,2.66143436791588e-05,2.09541402248574e-05,2.59030115440411e-05
"Diamesa zernyi","Filamentous algae","plant",1.13021535294229e-06,1.38332741436239e-06,1.08912836502287e-06,1.34635467308094e-06
"Diamesa zernyi","FPOM","detritus",1.13021535294229e-06,1.38332741436239e-06,1.08912836502287e-06,1.34635467308094e-06
"Diamesa zernyi","Fragilaria","plant",7.06419397591984e-06,8.64622229898384e-06,6.80738764976835e-06,8.41513128119351e-06
"Diamesa zernyi","Frustulia","plant",2.15373223608422e-06,2.63606120516346e-06,2.07543709513138e-06,2.56560615025116e-06
"Diamesa zernyi","Gomphonema","plant",4.26629728442635e-07,5.22173581875604e-07,4.11120356310183e-07,5.08217241137865e-07
"Diamesa zernyi","Macrophytes","plant",1.13021535294229e-06,1.38332741436239e-06,1.08912836502287e-06,1.34635467308094e-06
"Diamesa zernyi","Melosira","plant",3.16928060935553e-07,3.87904193595969e-07,3.05406699650654e-07,3.77536524132535e-07
"Diamesa zernyi","Meridion","plant",6.95247437635078e-05,8.50948306216216e-05,6.69972941941172e-05,8.28204672826918e-05
"Diamesa zernyi","Navicula","plant",8.97244191345176e-07,1.09818229245782e-06,8.64626459552198e-07,1.0688307381133e-06
"Diamesa zernyi","Nitzschia","plant",3.34608592330295e-07,4.09544285207864e-07,3.22444486476467e-07,3.98598232420161e-07
"Diamesa zernyi","Rhoicosphenia","plant",1.88048117564891e-07,2.30161548920348e-07,1.81211959557883e-07,2.24009929778835e-07
"Diamesa zernyi","Rhopalodia","plant",2.41146903903457e-06,2.95151824110193e-06,2.3238043306965e-06,2.87263184068598e-06
"Diamesa zernyi","Synedra","plant",0.000134379884557273,0.000164474299312071,0.000129494740607454,0.000160078329382771
"Eukiefferiella minor","Achnanthes","plant",0.000440428105954446,0.000539062110098229,0.000433533969675779,0.000530783576488781
"Eukiefferiella minor","Amphora","plant",2.89582368864594e-06,3.54434425725631e-06,2.85049460342497e-06,3.48991273163526e-06
"Eukiefferiella minor","Caloneis","plant",2.92660061205578e-06,3.58201368173523e-06,2.88078976760702e-06,3.52700365580641e-06
"Eukiefferiella minor","Cocconeis","plant",3.90348967747387e-05,4.77767734128976e-05,3.842387333107e-05,4.70430516078581e-05
"Eukiefferiella minor","Cymbella","plant",8.99956491010652e-06,1.10150201243283e-05,8.85869236791367e-06,1.08458592565919e-05
"Eukiefferiella minor","Diatoma","plant",0.000280193125114745,0.000342942458070544,0.000275807188879589,0.000337675790998124
"Eukiefferiella minor","Epithemia","plant",0.00111176351138597,0.00136074327745088,0.00109436078650643,0.00133984594717079
"Eukiefferiella minor","FPOM","detritus",5.77858677308783e-05,7.0727029841475e-05,5.68813304369779e-05,6.96408542734456e-05
"Eukiefferiella minor","Fragilaria","plant",0.000361179466952979,0.000442065715034009,0.000355525830337681,0.000435276783274686
"Eukiefferiella minor","Frustulia","plant",0.000110116435596187,0.000134777043804547,0.000108392754243299,0.000132707233543324
"Eukiefferiella minor","Gomphonema","plant",2.18128067307411e-05,2.66977912273708e-05,2.14713651647083e-05,2.6287785482516e-05
"Eukiefferiella minor","Meridion","plant",0.00355467445799808,0.00435074485059979,0.00349903220944851,0.00428392919652746
"Eukiefferiella minor","Navicula","plant",4.58744734164112e-05,5.61480752594239e-05,4.51563882915769e-05,5.52857929371582e-05
"Eukiefferiella minor","Nitzschia","plant",1.71079324021544e-05,2.0939258906145e-05,1.68401374639292e-05,2.06176886169999e-05
"Eukiefferiella minor","Rhoicosphenia","plant",9.61456028743247e-06,1.1767743897675e-05,9.46406106182702e-06,1.15870232320238e-05
"Eukiefferiella minor","Rhopalodia","plant",0.000123294052380365,0.000150905791751618,0.000121364098347078,0.000148588287617171
"Eukiefferiella minor","Synedra","plant",0.00687060055811659,0.00840927357820229,0.00676305325147662,0.00828012991804872
"Limnophora riparia","Cricotopus sp. B","invertebrate",1.78383997382716e-05,2.18333146174894e-05,1.79058857141002e-05,2.17294517501093e-05
"Limnophora riparia","Diamesa bertrami","invertebrate",3.63382953256198e-06,4.44762672744307e-06,3.64757698388036e-06,4.42646900251483e-06
"Limnophora riparia","Diamesa zernyi","invertebrate",1.1667189713817e-06,1.42800602891066e-06,1.17113288571576e-06,1.42121288717304e-06
"Limnophora riparia","Diatoma","plant",2.5625245596707e-06,3.13640269010784e-06,2.5722190655138e-06,3.12148256541031e-06
"Limnophora riparia","Eukiefferiella minor","invertebrate",6.8478118781232e-05,8.38138136660746e-05,6.87371842095587e-05,8.34151044839861e-05
"Limnophora riparia","Micropsectra atrofasciata","invertebrate",1.42003962018233e-06,1.73805791167594e-06,1.42541189353024e-06,1.72978982771609e-06
"Limnophora riparia","Oligochaeta indet.","invertebrate",2.56560634580156e-05,3.14017464315105e-05,2.57531251061336e-05,3.1252365749637e-05
"Limnophora riparia","Orthocladius sp.","invertebrate",5.5072196865686e-07,6.7405631586174e-07,5.52805452041601e-07,6.70849774712694e-07
"Limnophora riparia","Rheocricotopus effesus","invertebrate",2.07781708237333e-05,2.54314483040318e-05,2.08567784990039e-05,2.53104688197546e-05
"Limnophora riparia","Simulium aureum","invertebrate",5.14992121138871e-08,6.30324758460798e-08,5.16940431881372e-08,6.27326251915119e-08
