Prey,Predator,PreyMass,PredatorMass
PhytoP,Musculus costulatus,0.0001,0.0063
Palaemon longirostris,Carcinus maenas,0.109,0.131
Carcinus maenas,Gobius paganellus,0.131,0.243
Lepidochitona cinerea,Gobius paganellus,0.154,0.243
Ophiuroidea,Gobius paganellus,0.468,0.243
Polychaeta,Gobius paganellus,0.0099,0.243
Gibbula umbilicalis,Lipophrys pholis,0.443,0.338
Sphaeromatidae,Lipophrys pholis,0.0035,0.338
Tanaidacea,Lipophrys pholis,0.0025,0.338
Zooplankton,Lipophrys pholis,0.001,0.338
Acanthochitona crinita,Coryphoblennius galerita,0.0113,0.908
Lipophrys pholis,Coryphoblennius galerita,0.338,0.908
