Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
tau0p80_checkconnfalse,10,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,276,14224
tau0p80_checkconnfalse,10,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,232,14268
tau0p80_checkconnfalse,10,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,365,14135
tau0p80_checkconnfalse,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,259,14241
tau0p80_checkconnfalse,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,575,13925
tau0p80_checkconnfalse,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,280,14500,12347,1216,11131
tau0p80_checkconnfalse,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,574,13926
tau0p80_checkconnfalse,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,280,14220
tau0p80_checkconnfalse,10,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,253,14247
tau0p80_checkconnfalse,10,0.5,10,0,TestMCC,MCC,predictive,290,290,14500,14500,326,14174
tau0p80_checkconnfalse,10,0.5,10,0,TestTPR,TPR,predictive,290,290,14500,14500,253,14247
tau0p80_checkconnfalse,10,0.5,10,0,TestTSS,TSS,predictive,290,290,14500,14500,309,14191
tau0p80_checkconnfalse,10,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,290,290,14500,14500,0,14500
tau0p80_checkconnfalse,10,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,290,14500,14500,552,13948
tau0p80_checkconnfalse,10,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,290,14500,14483,562,13921
tau0p80_checkconnfalse,10,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,290,14500,14500,493,14007
tau0p80_checkconnfalse,20,0.5,10,0,F1Score,F1,predictive,290,290,14500,14500,199,14301
tau0p80_checkconnfalse,20,0.5,10,0,PR_AUC,PR-AUC,predictive,290,290,14500,14500,218,14282
tau0p80_checkconnfalse,20,0.5,10,0,Precision,Precision,predictive,290,290,14500,14500,293,14207
tau0p80_checkconnfalse,20,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,14500,14500,215,14285
tau0p80_checkconnfalse,20,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,14500,14500,347,14153
tau0p80_checkconnfalse,20,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,289,14500,12730,1155,11575
tau0p80_checkconnfalse,20,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,14500,14500,330,14170
tau0p80_checkconnfalse,20,0.5,10,0,ROC_AUC,ROC-AUC,predictive,290,290,14500,14500,276,14224
tau0p80_checkconnfalse,20,0.5,10,0,Recall,Recall,predictive,290,290,14500,14500,158,14342
